YEAR,keyword1,keyword2
2014,2,4683
2014,4,450
2014,8,241
2014,5,44
2014,1,4228
2014,8,3262
2014,5,110
2014,1,73
2014,10,1892
2014,1,808
2014,5,754
2014,8,38
2014,31,76
2014,31,291
2014,2,817
2014,2,13
2014,4,65
2014,5,114
2014,7,583
2014,1,8445
2014,6,34
2014,2,349
2014,33,1540
2014,5,39
2014,8,1732
2014,7,43
2014,2,404
2014,5,33
2014,2,190
2014,31,182
2014,9,293
2014,5,2469
2014,2,1605
2014,1,144
2014,5,1085
2014,5,4962
2014,5,4369
2014,1,59
2014,10,31
2014,5,222
2014,10,1263
2014,1,634
2014,8,1520
2014,10,216
2014,10,1414
2014,5,3011
2014,10,1512
2014,33,177
2014,1,1379
2014,1,3288
2014,33,2495
2014,7,479
2014,6,248
2014,8,736
2014,1,156
2014,9,403
2014,8,7887
2014,1,397
2014,1,537
2014,5,138
2014,8,1290
2014,2,5037
2014,1,30
2014,6,27
2014,11,17
2014,4,42
2014,2,1333
2014,5,51
2014,9,1111
2014,1,207
2014,31,240
2014,1,1508
2014,9,253
2014,7,66
2014,8,4851
2014,8,981
2014,9,16
2014,9,500
2014,3,794
2014,1,674
2015,3,69
2015,33,65
2015,5,796
2015,5,542
2015,2,17
2015,33,1433
2015,2,3
2015,2,197
2015,6,201
2015,6,79
2015,4,303
2015,8,382
2015,9,2707
2015,1,939
2015,10,554
2015,10,264
2015,10,842
2015,33,270
2015,7,3642
2015,33,12107
2015,2,13
2015,2,69
2015,2,354
2015,4,18
2015,2,572
2015,1,530
2015,4,14
2015,1,12751
2015,4,19
2015,11,13
2015,2,11
2015,33,34
2015,5,472
2015,4,2526
2015,602,1433
2015,2,285
2015,5,4675
2015,2,57
2015,10,2828
2015,4,12
2015,2,6
2015,6,109
2015,10,3076
2015,31,2131
2015,4,11211
2015,5,6
2015,4,244
2015,10,200
2015,8,2748
2015,5,308
2015,1,15065
2015,2,994
2015,4,9319
2015,5,17
2015,13,33
2015,8,200
2015,10,177
2015,2,118
2015,33,388
2015,6,32
2015,11,18
2015,5,272
2015,11,123
2015,5,100
2015,2,36
2015,2,111
2015,6,1556
2015,7,3697
2015,4,13
2015,2,34
2015,9,687
2015,10,2512
2015,8,1624
2015,4,49
2015,5,5248
2015,2,22
2015,8,2935
2015,8,60
2015,33,602
2015,3,135
2015,10,6672
2015,4,58
2015,8,289
2015,9,81
2015,8,940
2015,6,1022
2015,1,426
2015,4,215
2015,6,42
2015,4,185
2015,2,15
2015,3,404
2015,3,151
2015,9,481
2015,2,966
2015,4,243
2015,4,116
2015,5,18
2015,4,262
2015,3,20
2015,4,485
2015,4,25
2015,2,442
2015,6,17
2015,2,476
2015,4,62
2015,4,26
2015,2,18
2015,5,479
2015,6,66
2015,2,1404
2015,33,90
2015,2,4
2015,8,807
2015,5,3311
2015,5,552
2015,4,5
2015,6,607
2015,5,15482
2015,7,1910
2015,7,8890
2015,5,150
2015,6,335
2015,3,10674
2015,5,10209
2015,4,41
2015,5,1910
2015,7,9233
2015,1,2053
2015,4,40
2015,9,6175
2015,7,354
2015,4,53
2015,1,682
2015,9,6510
2015,1,5230
2015,10,72
2015,1,7008
2015,1,10469
2015,7,41
2015,8,4948
2015,9,309
2015,21,31
2015,7,994
2015,1,29
2015,8,119
2015,1,9
2015,5,120
2015,2,794
2015,8,172
2015,5,5812
2015,11,14
2015,2,2686
2015,5,366
2015,5,2047
2015,3,458
2015,5,507
2015,1,1428
2015,4,175
2015,33,1411
2015,6,63
2015,4,11
2015,9,4365
2015,5,1370
2015,7,5181
2015,4,131
2015,6,153
2015,6,768
2015,4,608
2015,33,47
2015,11,767
2015,7,110
2015,6,97
2015,33,70
2015,4,3316
2015,6,14
2015,2,12
2015,2,42
2015,4,239
2015,6,1205
2015,6,122
2015,2,4139
2015,6,35
2015,6,19
2015,2,71
2015,1,13169
2015,6,482
2015,5,6137
2015,4,1287
2015,4,3317
2015,11,131
2015,2,35
2015,4,42
2015,4,875
2015,11,17
2015,2,52
2015,13,14
2015,2,482
2015,4,10250
2015,33,1968
2015,7,40
2015,1,1754
2015,4,1331
2015,10,6597
2015,1,9278
2015,7,166
2015,2,191
2015,4,102
2015,7,1041
2015,8,398
2015,2,208
2015,33,8580
2015,33,420
2015,5,577
2015,4,1750
2015,7,7855
2015,7,185
2015,3,15
2015,5,8830
2015,7,1530
2015,11,612
2015,33,37
2015,2,154
2015,5,9272
2015,11,10883
2015,1,2191
2015,2,7
2015,7,664
2015,33,334
2015,11,252
2015,11,102
2015,8,487
2015,11,32
2015,2,1255
2015,2,2110
2015,8,241
2015,1,676
2015,9,2390
2015,8,2335
2015,9,452
2015,1,138
2015,9,648
2015,8,1562
2015,8,2544
2015,8,545
2015,8,136
2015,1,11
2015,11,4814
2015,8,149
2015,8,2898
2015,4,186
2015,3,6905
2015,2,673
2015,160,1433
2015,6,52
2015,2,51
2015,7,286
2015,6,37
2015,4,69
2015,2,6594
2015,4,7387
2015,4,3176
2015,11,183
2015,6,303
2015,2,243
2015,2,3834
2015,7,2572
2015,5,5316
2015,33,1402
2015,5,20
2015,6,385
2015,8,144
2015,5,3204
2015,1,330
2015,8,98
2015,8,7478
2015,2,43
2015,11,1833
2015,1,320
2015,5,1550
2015,11,12
2015,33,35
2015,4,56
2015,2,151
2015,9,165
2015,7,202
2015,9,138
2015,9,24
2015,9,106
2015,9,1352
2015,10,733
2015,9,4566
2015,8,38
2015,5,299
2015,8,464
2015,1,2698
2015,1,258
2015,1,539
2015,10,1562
2015,1,1857
2015,12,33
2015,8,342
2015,3,150
2015,2,33
2015,10,60
2015,33,215
2015,33,5487
2015,26,33
2015,2,21
2015,5,632
2015,6,28
2015,11,90
2015,31,1281
2015,10,2608
2015,7,3746
2015,5,1220
2015,4,234
2015,6,110
2015,4,10751
2015,5,332
2015,1,6894
2015,7,108
2015,7,67
2015,7,55
2015,8,824
2015,5,158
2015,10,14692
2015,4,15
2015,2,26
2015,10,73
2015,3,111
2015,5,3901
2015,4,1730
2015,7,43
2015,10,374
2015,10,1281
2015,5,53
2015,2,110
2015,10,1620
2015,10,1743
2015,10,300
2015,1,986
2015,8,72
2015,4,235
2015,7,227
2015,9,751
2015,1,323
2015,3,124
2015,8,4450
2015,4,44
2015,4,1690
2015,2,1899
2015,8,82
2015,7,13
2015,33,410
2015,5,191
2015,1,311
2015,7,450
2015,1,3300
2015,3,2501
2015,1,326
2015,1,1251
2015,8,6199
2015,5,34
2015,9,422
2015,9,2806
2015,8,4140
2015,9,7093
2015,8,46
2015,8,307
2015,8,2554
2015,8,6068
2015,10,91
2015,1,2476
2015,8,88
2015,8,541
2015,8,235
2015,8,10
2015,4,37
2015,15,33
2015,4,476
2015,3,6
2015,4,77
2015,3,10352
2015,10,6750
2015,2,364
2015,18,20
2015,5,1557
2015,8,8305
2015,4,89
2015,6,164
2015,4,2002
2015,33,2890
2015,2,684
2015,33,1017
2015,1,119
2015,5,114
2015,5,9692
2015,5,160
2015,2,97
2015,6,574
2015,6,56
2015,10,959
2015,33,219
2015,6,234
2015,6,36
2015,11,333
2015,2,47
2015,2,20
2015,10,4521
2015,7,179
2015,5,13
2015,2,169
2015,11,127
2015,2,168
2015,10,2113
2015,11,3999
2015,7,199
2015,10,182
2015,2,7239
2015,10,194
2015,11,62
2015,4,121
2015,8,16
2015,10,281
2015,8,7590
2015,1,2162
2015,8,4699
2015,8,3821
2015,1,788
2015,1,917
2015,1,11287
2015,1,231
2015,1,2808
2015,5,274
2015,8,736
2015,1,3914
2015,8,928
2015,10,266
2015,10,730
2015,1,4109
2015,8,687
2015,9,250
2015,9,126
2015,9,500
2015,8,30
2015,8,2088
2015,10,12211
2015,1,4265
2015,8,3095
2015,6,1166
2015,3,35
2015,33,55
2015,5,223
2015,3,4
2015,31,290
2015,2,2435
2015,8,1222
2015,11,2426
2015,6,93
2015,11,251
2015,3,735
2015,7,175
2015,31,267
2015,3,433
2015,11,1595
2015,9,561
2015,3,857
2015,7,36
2015,5,875
2015,11,388
2015,7,223
2015,1,11916
2015,2,472
2015,2,188
2015,11,1042
2015,2,96
2015,8,489
2015,3,11
2015,4,124
2015,5,7
2015,5,2958
2015,9,257
2015,3,10401
2015,1,14603
2015,4,4970
2015,1,7803
2015,6,18843
2015,7,14
2015,9,10593
2015,7,301
2015,2,9929
2015,7,48
2015,4,305
2015,4,133
2015,2,2260
2015,33,3155
2015,33,856
2015,4,1402
2015,2,2235
2015,8,6737
2015,3,2802
2015,7,1109
2015,7,4120
2015,5,117
2015,2,2464
2015,2,1199
2015,9,6586
2015,2,131
2015,4,237
2015,5,109
2015,4,33
2015,8,1470
2015,6,26
2015,3,219
2015,4,450
2015,7,239
2015,7,2238
2015,33,655
2015,5,222
2015,8,363
2015,2,130
2015,10,455
2015,4,93
2015,11,524
2015,8,956
2015,8,1726
2015,5,33
2015,1,16529
2015,4,95
2015,1,15033
2015,7,125
2015,4,5870
2015,2,19
2015,7,517
2015,5,18073
2015,8,198
2015,5,1085
2015,1,5659
2015,10,7503
2015,1,72
2015,8,1458
2015,7,3836
2015,1,229
2015,9,16995
2015,9,1545
2015,8,2694
2015,8,661
2015,5,12
2015,8,968
2015,33,1332
2015,2,5
2015,5,1390
2015,10,979
2015,6,369
2015,4,154
2015,2,252
2015,2,248
2015,1,6389
2015,2,312
2015,10,21
2015,6,84
2015,3,66
2015,5,35
2015,2,485
2015,11,10752
2015,8,741
2015,2,862
2015,4,966
2015,1,73
2015,8,501
2015,8,1375
2015,7,559
2015,8,3963
2015,1,4102
2015,1,3288
2015,11,4213
2015,1,174
2016,2,1246
2016,2,3080
2016,13,33
2016,5,99
2016,4,35
2016,7,44
2016,6,527
2016,2,6
2016,6,201
2016,6,825
2016,6,1672
2016,6,42
2016,6,66
2016,3,673
2016,6,430
2016,2,315
2016,10,2550
2016,10,4309
2016,5,97
2016,6,27
2016,6,84
2016,2,3
2016,4,12
2016,4,587
2016,7,47
2016,2,96
2016,2,8921
2016,11,9604
2016,2,227
2016,2,20
2016,5,37
2016,6,93
2016,5,157
2016,4,1091
2016,11,90
2016,9,88
2016,2,52
2016,10,300
2016,11,169
2016,3,90
2016,11,127
2016,2,2234
2016,2,570
2016,6,12
2016,31,252
2016,8,2650
2016,8,736
2016,2,602
2016,3,12
2016,6,434
2016,4,123
2016,2,288
2016,33,410
2016,33,79
2016,2,151
2016,6,56
2016,7,708
2016,4,92
2016,2,56
2016,10,7986
2016,5,13324
2016,2,99
2016,3,778
2016,8,1276
2016,8,3215
2016,4,5
2016,1,140
2016,4,77
2016,9,2806
2016,1,14682
2016,5,60
2016,9,2074
2016,4,442
2016,33,825
2016,11,123
2016,11,829
2016,2,15
2016,5,19
2016,2,3423
2016,3,292
2016,2,534
2016,9,743
2016,4,166
2016,6,17
2016,11,99
2016,3,17
2016,2,1426
2016,2,673
2016,6,79
2016,2,421
2016,3,957
2016,2,442
2016,2,1013
2016,11,7076
2016,33,84
2016,2,1605
2016,4,39
2016,3,2212
2016,5,632
2016,5,877
2016,33,159
2016,2,367
2016,5,48
2016,5,14285
2016,5,7400
2016,3,5
2016,1,1648
2016,2,4457
2016,7,5276
2016,10,333
2016,9,9450
2016,10,161
2016,1,11983
2016,10,15613
2016,2,248
2016,2,1552
2016,2,482
2016,7,33
2016,2,5632
2016,6,89
2016,2,158
2016,6,26
2016,7,4603
2016,2,724
2016,2,14
2016,6,23
2016,1,2531
2016,1,14617
2016,5,3469
2016,5,35
2016,17,33
2016,6,122
2016,6,534
2016,7,55
2016,7,5395
2016,7,23
2016,33,125
2016,11,12
2016,33,5253
2016,5,5686
2016,6,2686
2016,6,19
2016,2,243
2016,33,538
2016,2,33
2016,6,412
2016,11,17
2016,4,1017
2016,2,387
2016,4,7883
2016,2,473
2016,6,153
2016,4,3142
2016,2,14865
2016,5,1089
2016,33,69
2016,5,851
2016,2,3742
2016,5,110
2016,9,1568
2016,7,15
2016,11,2752
2016,3,22
2016,2,4
2016,11,1317
2016,2,430
2016,5,1552
2016,3,1254
2016,4,5123
2016,4,11499
2016,5,243
2016,1,2537
2016,5,17
2016,11,51
2016,7,67
2016,3,421
2016,5,421
2016,2,23
2016,7,4902
2016,3,2224
2016,31,706
2016,4,26
2016,10,2335
2016,5,3895
2016,5,2994
2016,7,384
2016,9,207
2016,11,10548
2016,8,46
2016,7,199
2016,10,1414
2016,10,4829
2016,10,264
2016,33,991
2016,7,11
2016,6,127
2016,11,950
2016,12,33
2016,11,3803
2016,5,90
2016,5,1074
2016,4,1048
2016,2,456
2016,17,21
2016,7,857
2016,31,267
2016,5,318
2016,8,221
2016,2,58
2016,8,657
2016,5,1582
2016,1,7008
2016,6,124
2016,7,2836
2016,9,452
2016,4,653
2016,1,7707
2016,8,4391
2016,8,3474
2016,9,160
2016,1,803
2016,8,13442
2016,9,3643
2016,9,3177
2016,9,372
2016,10,730
2016,1,927
2016,8,38
2016,8,1549
2016,8,289
2016,4,328
2016,10,200
2016,3,52
2016,11,195
2016,4,19705
2016,7,903
2016,7,520
2016,2,118
2016,11,3786
2016,8,370
2016,2,183
2016,4,406
2016,2,146
2016,5,69
2016,2,201
2016,9,101
2016,1,344
2016,11,55
2016,1,327
2016,6,52
2016,4,333
2016,2,292
2016,1,598
2016,2,746
2016,11,273
2016,2,69
2016,11,108
2016,2,524
2016,31,7504
2016,2,35
2016,11,41
2016,9,657
2016,4,11
2016,1,1145
2016,8,1350
2016,2,479
2016,5,369
2016,1,2643
2016,10,4277
2016,4,25
2016,10,460
2016,8,732
2016,1,54
2016,8,545
2016,8,139
2016,6,607
2016,8,193
2016,33,675
2016,9,264
2016,11,102
2016,8,11627
2016,7,40
2016,8,1973
2016,33,186
2016,5,749
2016,8,3425
2016,33,215
2016,7,1544
2016,11,13
2016,10,182
2016,7,150
2016,7,41
2016,2,2658
2016,10,8688
2016,8,650
2016,31,4065
2016,10,2036
2016,10,104
2016,8,843
2016,5,3311
2016,1,5888
2016,33,203
2016,4,831
2016,5,4100
2016,1,519
2016,5,5567
2016,4,40
2016,5,683
2016,4,113
2016,10,73
2016,2,3810
2016,2,168
2016,2,1963
2016,4,125
2016,8,198
2016,4,5593
2016,5,2189
2016,2,496
2016,11,8133
2016,4,195
2016,7,2268
2016,4,158
2016,6,71
2016,9,1545
2016,5,3734
2016,5,729
2016,6,175
2016,3,89
2016,2,627
2016,2,994
2016,2,3384
2016,10,878
2016,4,157
2016,5,23
2016,11,7580
2016,5,538
2016,1,268
2016,10,483
2016,6,108
2016,1,528
2016,9,50
2016,1,1592
2016,1,323
2016,1,73
2016,1,8169
2016,12,15
2016,11,1017
2016,3,510
2016,7,39
2016,3,706
2016,4,154
2016,9,165
2016,2,171
2016,8,936
2016,5,102
2016,1081,1433
2016,7,450
2016,2,6995
2016,4,219
2016,3,102
2016,8,293
2016,9,7920
2016,8,64
2016,5,1198
2016,10,1114
2016,10,198
2016,1,6584
2016,3,234
2016,4,14
2016,8,3567
2016,5,36
2016,3,166
2016,4,385
2016,4,193
2016,3,15
2016,4,147
2016,31,291
2016,6,248
2016,5,14
2016,1,6684
2016,2,19
2016,6,63
2016,7,110
2016,4,249
2016,5,191
2016,10,72
2016,4,876
2016,11,20
2016,3,63
2016,5,340
2016,15,33
2016,2,763
2016,5,2514
2016,8,4851
2016,6,13
2016,8,98
2016,1,1130
2016,31,423
2016,6,385
2016,1,8660
2016,2,17
2016,2,117
2016,11,270
2016,7,350
2016,10,2322
2016,2,63
2016,3,3538
2016,4,22
2016,11,612
2016,5,6
2016,3,435
2016,2,2210
2016,4,680
2016,15,219
2016,6,335
2016,31,65
2016,2,1871
2016,4,988
2016,9,236
2016,9,1164
2016,9,4712
2016,8,17989
2016,1,395
2016,1,682
2016,1,311
2016,8,573
2016,1,321
2016,9,1789
2016,9,12495
2016,10,566
2016,10,727
2016,10,266
2016,10,134
2016,8,4737
2016,7,7870
2016,8,1598
2016,8,1664
2016,8,72
2016,1,16459
2016,8,2252
2016,9,5189
2016,11,15
2016,6,709
2016,1,330
2016,7,8365
2016,2,783
2016,7,1197
2016,11,13694
2016,7,36
2016,7,1243
2016,8,12331
2016,5,385
2016,7,2525
2016,1,16974
2016,5,21
2016,2,11837
2016,6,783
2016,2,7629
2016,4,36
2016,11,691
2016,4,186
2016,11,472
2016,33,113
2016,1,15341
2016,1,9
2016,5,39
2016,2,18
2016,7,335
2016,2,2573
2016,3,593
2016,11,375
2016,3,1260
2016,1,2215
2016,2,1404
2016,5,13
2016,5,86
2016,11,1914
2016,2,57
2016,5,134
2016,4,301
2016,1,788
2016,7,328
2016,11,173
2016,31,813
2016,7,3565
2016,5,50
2016,5,249
2016,9,378
2016,4,116
2016,11,251
2016,33,504
2016,2,2915
2016,4,23
2016,8,10
2016,1,5374
2016,4,864
2016,9,1649
2016,2,1413
2016,4,19
2016,4,662
2016,5,285
2016,2,757
2016,4,208
2016,9,45
2016,2,361
2016,9,2313
2016,7,48
2016,4,921
2016,2,116
2016,5,811
2016,2,7
2016,10,334
2016,2,188
2016,2,232
2016,2,17625
2016,33,11217
2016,33,739
2016,2,575
2016,6,1166
2016,33,34
2016,1,606
2016,22,1433
2016,8,172
2016,2,5022
2016,2,270
2016,4,7345
2016,2,316
2016,5,3086
2016,6,134
2016,7,17
2016,2,5
2016,10,106
2016,1,283
2016,8,21
2016,10,233
2016,33,102
2016,10,451
2016,1,390
2016,9,344
2016,7,1796
2016,10,501
2016,8,7005
2016,10,2217
2016,1,6001
2016,1,2096
2016,8,30
2016,8,501
2016,8,4844
2016,9,6419
2016,33,2216
2016,2,709
2016,5,589
2016,8,521
2016,2,773
2016,2,42
2016,2,408
2016,4,70
2016,5,6382
2016,2,13
2016,9,2093
2016,5,366
2016,5,63
2016,1,27
2016,4,96
2016,2,92
2016,1,17144
2016,10,18634
2016,2,1022
2016,1,1538
2016,8,2512
2016,1,11260
2016,9,140
2017,9,5312
2017,5,1169
2017,4,406
2017,4,136
2017,5,255
2017,2,67
2017,2,794
2017,5,108
2017,6,5915
2017,2,437
2017,5,2399
2017,6,130
2017,15,33
2017,6,66
2017,9,101
2017,5,17
2017,6,28
2017,11,615
2017,7,43
2017,6,42
2017,2,450
2017,2,285
2017,3,2234
2017,1,323
2017,285,1433
2017,2,69
2017,2,49
2017,33,376
2017,11,921
2017,2,4
2017,10,794
2017,33,610
2017,33,5389
2017,4,941
2017,5,205
2017,11,18
2017,4,48
2017,4,4
2017,11,4059
2017,7,607
2017,33,1682
2017,2,18
2017,2,117
2017,5,1090
2017,7,41
2017,3,89
2017,11,102
2017,33,1177
2017,33,127
2017,10,995
2017,6,430
2017,102,1433
2017,2,3345
2017,6,230
2017,2,6
2017,7,202
2017,6,765
2017,5,100
2017,4,17671
2017,5,6
2017,6,56
2017,2,4708
2017,4,3207
2017,6,26
2017,2,131
2017,4,4966
2017,4,121
2017,33,1057
2017,2,4687
2017,2,951
2017,5,1313
2017,7,125
2017,4,196
2017,1,4032
2017,2,219
2017,9,997
2017,1,1202
2017,6,52
2017,3,577
2017,6,1540
2017,2,248
2017,2,84
2017,5,430
2017,7,1054
2017,5,3686
2017,8,10311
2017,5,367
2017,4,100
2017,5,37
2017,1,1324
2017,8,7022
2017,1,11
2017,6,63
2017,11,13
2017,1,373
2017,516,1053
2017,1,2227
2017,6,17
2017,8,526
2017,2,384
2017,9,211
2017,4,51
2017,2,243
2017,6,1091
2017,9,29
2017,5,14
2017,33,84
2017,3,35
2017,2,20
2017,5,50
2017,2,3
2017,8,865
2017,3,218
2017,1,3655
2017,4,219
2017,4,572
2017,11,17
2017,2,22
2017,2,176
2017,5,160
2017,9,6694
2017,4,65
2017,2,57
2017,6,534
2017,5,90
2017,5,386
2017,4,524
2017,7,225
2017,4,56
2017,31,41
2017,5,41
2017,9,19075
2017,7,384
2017,5,332
2017,9,16950
2017,10,24
2017,4,875
2017,1,13492
2017,5,24
2017,9,5358
2017,4,1513
2017,3,4346
2017,31,149
2017,8,226
2017,8,424
2017,1,14617
2017,9,24
2017,7,270
2017,9,1827
2017,2,724
2017,4,113
2017,7,157
2017,11,535
2017,1,11385
2017,4,335
2017,7,199
2017,6,248
2017,2,17
2017,4,109
2017,5,162
2017,7,108
2017,4,6
2017,3,134
2017,31,240
2017,4,1977
2017,6,23
2017,2,262
2017,33,87
2017,5,122
2017,3,18
2017,6,901
2017,4,26
2017,11,176
2017,33,462
2017,9,469
2017,2,93
2017,6,109
2017,2,166
2017,17,33
2017,2,4649
2017,2,1022
2017,7,4490
2017,6,153
2017,8,12006
2017,2,276
2017,4,37
2017,2,12
2017,4,319
2017,6,84
2017,2,159
2017,4,36
2017,1,3206
2017,6,234
2017,12,17
2017,33,113
2017,33,823
2017,2,28
2017,4,476
2017,4,1220
2017,2,35
2017,5,57
2017,5,574
2017,6,574
2017,6,108
2017,4,15
2017,2,482
2017,2,23
2017,33,439
2017,2,227
2017,3,614
2017,5,2047
2017,9,1289
2017,9,3627
2017,1,9278
2017,8,6068
2017,5,179
2017,2,626
2017,7,5195
2017,4,459
2017,2,292
2017,6,825
2017,5,186
2017,1,1150
2017,4,12
2017,4,154
2017,11,612
2017,3,69
2017,4,102
2017,33,7157
2017,33,70
2017,7,186
2017,8,172
2017,4,449
2017,1,337
2017,1,54
2017,7,22
2017,11,989
2017,5,36
2017,8,104
2017,5,1315
2017,4,1131
2017,4,8131
2017,5,84
2017,8,18343
2017,4,381
2017,7,110
2017,2,866
2017,7,44
2017,1,17042
2017,8,1715
2017,1,2450
2017,2,632
2017,10,72
2017,1,7588
2017,31,9504
2017,1,345
2017,10,156
2017,10,226
2017,10,264
2017,1,10229
2017,1,354
2017,1,1616
2017,9,743
2017,2,169
2017,3,17
2017,3,2724
2017,2,2055
2017,4,6153
2017,9,8206
2017,2,542
2017,11,5508
2017,6,288
2017,2,13
2017,33,3867
2017,4,274
2017,5,1569
2017,2,26
2017,4,384
2017,6,13
2017,4,993
2017,2,442
2017,4,809
2017,3,1629
2017,8,784
2017,2,116
2017,33,6185
2017,8,72
2017,6,121
2017,5,11837
2017,8,1737
2017,8,7838
2017,3,1607
2017,11,9851
2017,2,96
2017,33,3071
2017,2,652
2017,4,44
2017,9,2642
2017,5,270
2017,4,569
2017,2,709
2017,2,1325
2017,5,607
2017,8,2163
2017,11,15
2017,31,224
2017,10,400
2017,2,37
2017,5,147
2017,2,406
2017,9,1703
2017,9,650
2017,1,1407
2017,10,781
2017,9,138
2017,1,106
2017,8,928
2017,8,307
2017,33,186
2017,11,197
2017,1,2643
2017,33,285
2017,4,662
2017,3,33
2017,8,13729
2017,2,58
2017,8,139
2017,9,9402
2017,13,33
2017,5,477
2017,5,247
2017,1,4238
2017,5,566
2017,8,1753
2017,33,233
2017,8,193
2017,10,878
2017,10,266
2017,2,150
2017,8,185
2017,10,210
2017,11,173
2017,8,657
2017,5,644
2017,8,136
2017,2,10718
2017,10,18528
2017,5,5599
2017,7,409
2017,31,64
2017,3,1358
2017,9,500
2017,1,1652
2017,7,894
2017,4,456
2017,4,14
2017,5,6415
2017,9,532
2017,10,300
2017,2,230
2017,7,121
2017,10,813
2017,5,4088
2017,2,2200
2017,4,387
2017,5,3734
2017,5,767
2017,9,8794
2017,5,48
2017,2,773
2017,11,2353
2017,8,213
2017,8,481
2017,504,1131
2017,6,147
2017,9,1266
2017,11,32
2017,5,4201
2017,1,1283
2017,7,90
2017,5,170
2017,5,226
2017,8,38
2017,8,334
2017,2,679
2017,4,20
2017,36,405
2017,3,3276
2017,33,42
2017,5,118
2017,2,349
2017,9,2600
2017,10,273
2017,6,71
2017,9,3278
2017,1,7128
2017,5,191
2017,8,1438
2017,11,12
2017,9,6400
2017,3,158
2017,5,295
2017,31,16094
2017,33,7538
2017,9,4839
2017,9,4285
2017,33,274
2017,2,135
2017,6,1623
2017,5,212
2017,8,13375
2017,2,4865
2017,6,349
2017,24,31
2017,5,222
2017,10,315
2017,5,2520
2017,5,130
2017,4,989
2017,33,99
2017,4,1326
2017,4,33
2017,5,55
2017,10,11922
2017,8,9887
2017,8,4734
2017,11,251
2017,6,540
2017,2,1074
2017,2,1068
2017,6,69
2017,5,190
2017,5,894
2017,8,30
2017,6,19
2017,33,219
2017,4,22
2017,5,343
2017,7,4154
2017,7,130
2017,5,504
2017,2,1619
2017,2,63
2017,5,476
2017,4,962
2017,2,151
2017,3,12
2017,7,56
2017,3,5
2017,2,2873
2017,5,89
2017,4,55
2017,5,404
2017,2,920
2017,4,4179
2017,5,20
2017,10,455
2017,2,315
2017,1,2052
2017,9,725
2017,9,1924
2017,9,915
2017,1,4727
2017,8,10
2017,8,3364
2017,8,861
2017,1,1097
2017,8,545
2017,8,2233
2017,8,2203
2017,7,14686
2017,9,1759
2017,8,333
2017,4,232
2017,9,395
2017,31,851
2017,4,17
2017,8,2272
2017,3,97
2017,4,8711
2017,2,410
2017,7,175
2017,6,299
2017,7,479
2017,2,42
2017,1,12313
2017,3,4
2017,11,1050
2017,2,589
2017,5,11
2017,3,724
2017,2,79
2017,4,5172
2017,1,7795
2017,2,377
2017,2,1203
2017,11,13850
2017,2,388
2017,2,11
2017,2,890
2017,3,40
2017,4,175
2017,4,3081
2017,9,6023
2017,3,315
2017,33,55
2017,4,4853
2017,7,1425
2017,11,87
2017,4,1373
2017,2,33
2017,4,17060
2017,4,753
2017,2,277
2017,1,10112
2017,9,736
2017,5,77
2017,2,2101
2017,1,3453
2017,9,1080
2017,11,3721
2017,4,84
2017,4,275
2017,8,60
2017,3,168
2017,10,2676
2017,2,868
2017,33,90
2017,13,285
2017,6,722
2017,1,3940
2017,5,559
2017,33,34
2017,4,647
2017,4,520
2017,10,519
2017,7,759
2017,11,77
2017,2,7
2017,2,51
2017,2,56
2017,7,498
2017,4,297
2017,7,67
2017,33,371
2017,5,7
2017,5,2185
2017,2,8120
2017,5,234
2017,2,966
2017,7,113
2017,2,3713
2017,1,3865
2017,4,5
2017,33,51
2017,4,57
2017,4,4969
2017,7,504
2017,33,36
2017,1,958
2017,5,1641
2017,5,1201
2017,5,3081
2017,8,736
2017,6,79
2017,10,167
2017,8,744
2017,8,464
2017,1,10513
2017,7,4605
2017,1,3407
2017,9,2022
2017,1,140
2017,10,7138
2017,8,198
2017,1,280
2017,10,203
2017,7,3836
2017,8,10554
2017,10,192
2017,7,2296
2017,2,5
2017,33,2514
2017,8,732
2017,1,1132
2017,10,2203
2017,9,1740
2017,8,106
2017,1,1240
2017,25,33
2017,5,8493
2017,11,109
2017,9,1190
2017,4,388
2017,7,1018
2017,3,404
2017,2,765
2017,4,135
2017,1,4622
2017,2,208
2017,1,136
2017,9,45
2017,2,614
2017,10,286
2017,1,2231
2017,3,20
2017,2,2110
2017,33,159
2017,10,7413
2017,8,887
2017,7,288
2017,5,979
2017,1,5659
2017,8,241
2017,8,3923
2017,1,346
