YEAR,keyword1,keyword2
2011,8,87
2011,2,190
2011,8,1438
2011,9,743
2011,3,31
2011,1,6196
2011,4,67
2011,3,117
2011,10,826
2011,11,47
2011,11,3539
2011,2,294
2011,3,15811
2011,10,232
2011,9,250
2011,5,12
2011,3,92
2011,33,376
2011,11,12
2011,8,91
2011,8,221
2011,3,10422
2011,8,76
2011,4,2884
2011,3,188
2011,4,157
2011,4,26
2011,6,26
2011,2,673
2011,33,993
2011,2,15
2011,11,15
2011,4,349
2011,10,363
2011,9,558
2011,5,105
2011,10,9884
2011,16,31
2011,10,2252
2011,1,54
2011,9,1223
2011,9,1713
2011,33,186
2011,33,764
2011,9,522
2011,6,153
2011,10,2280
2011,8,298
2011,7,8556
2011,3,33
2011,4,170
2011,33,215
2011,10,703
2011,8,463
2011,31,290
2011,10,182
2011,10,605
2011,10,2258
2011,9,706
2011,8,1455
2011,10,2834
2011,10,1620
2011,5,8620
2011,1,8987
2011,10,3283
2011,2,2498
2011,8,1649
2011,9,3306
2011,10,3371
2011,8,203
2011,2,421
2011,4,6
2011,8,241
2011,5,369
2011,8,375
2011,10,226
2011,9,661
2011,8,1127
2011,2,4537
2011,33,5111
2011,10,177
2011,31,2719
2011,10,1414
2011,3,3719
2011,10,203
2011,10,156
2011,9,649
2011,1,132
2011,3,595
2011,5,796
2011,10,10643
2011,1,82
2011,5,111
2011,11,160
2011,31,4353
2011,2,96
2011,5,1268
2011,8,501
2011,6,185
2011,1,390
2011,9,278
2011,3,1002
2011,3,102
2011,36,1433
2011,1,8102
2011,1,353
2011,6,89
2011,31,291
2011,3,4
2011,6,71
2011,4,41
2011,5,22
2011,4,716
2011,5,118
2011,4,384
2011,33,1552
2011,1,284
2011,1,1113
2011,9,298
2011,10,6080
2011,8,370
2011,2,237
2011,2,872
2011,7,4113
2011,3,735
2011,4,864
2011,5,147
2011,2,23
2011,4,4685
2011,9,3790
2011,1,6584
2011,31,59
2011,3,12
2011,4,28
2011,3,237
2011,4,993
2011,3,1688
2011,4,75
2011,3,133
2011,7,1622
2011,2,2006
2011,4,90
2011,43,223
2011,5,124
2011,4,950
2011,13,15
2011,2,219
2011,3,65
2011,8,7259
2011,11,2332
2011,6,171
2011,4,202
2011,3,358
2011,11,833
2011,9,3621
2011,6,2199
2011,8,224
2011,8,14315
2011,3,247
2011,5,3537
2011,2,176
2011,1433,1932
2011,4,23
2011,7,23
2011,5,230
2011,3,2326
2011,5,7459
2011,31,3461
2011,10,291
2011,3,1673
2011,3,36
2011,3,292
2011,4,185
2011,8,4633
2011,8,126
2011,5,1255
2011,31,2261
2011,2,157
2011,6,276
2011,1,960
2011,9,2677
2011,9,1353
2011,9,755
2011,7,7447
2011,9,4648
2011,1,345
2011,4,171
2011,2,315
2011,3,15
2011,10,161
2011,3,2651
2011,5,131
2011,1,788
2011,20,33
2011,4,3142
2011,9,14832
2011,11,4059
2011,4,893
2011,4,15
2011,4,602
2011,6,4201
2011,4,267
2011,2,57
2011,3,6135
2011,1,6535
2011,9,1745
2011,10,1281
2011,11,14
2011,11,1383
2011,3,3182
2011,2,251
2011,2,354
2011,2,364
2011,6,92
2011,8,489
2011,3,2426
2011,4,406
2011,5,575
2011,11,793
2011,1,4891
2011,7,1519
2011,31,451
2011,4,6422
2011,4,1311
2011,7,527
2011,5,2762
2011,3,26
2011,4,2849
2011,1,4672
2011,102,608
2011,3,652
2011,5,18281
2011,7,1749
2011,1433,2487
2011,2,336
2011,5,4602
2011,7,252
2011,7,472
2011,2,407
2011,8,136
2011,9,7365
2011,8,4165
2011,5,100
2011,33,232
2011,10,65
2011,6,569
2011,3,23
2011,8,519
2011,2,3618
2011,3,347
2011,4,22
2011,33,103
2011,7,175
2011,856,879
2011,7,1167
2011,8,30
2011,1,976
2011,1,2037
2011,9,6684
2011,1,3327
2011,9,268
2011,9,419
2011,1,2864
2011,1,5869
2011,9,1082
2011,1,3603
2011,1,5911
2011,8,60
2011,9,10311
2011,5,1909
2011,1,214
2011,1,4487
2011,9,9876
2011,10,701
2011,4,20
2011,31,1141
2011,1,85
2011,7,22
2011,4,166
2011,1,15033
2011,2,65
2011,11,90
2011,3,162
2011,3,359
2011,3,69
2011,1,46
2011,3,990
2011,2,360
2011,1,2103
2011,11,1317
2011,3,568
2011,5,707
2011,1,73
2011,7,5178
2011,31,114
2011,8,3725
2011,9,2697
2011,9,112
2012,3,339
2012,3,4
2012,6,71
2012,7,593
2012,3,15
2012,1,231
2012,4,36
2012,10,2898
2012,7,26
2012,5,34
2012,4,47
2012,6,115
2012,6,17
2012,6,230
2012,6,26
2012,33,420
2012,3,251
2012,1,3921
2012,7,3469
2012,11,117
2012,3,1900
2012,5,145
2012,3,89
2012,5,6728
2012,3,1099
2012,9,11594
2012,2,158
2012,31,1094
2012,8,11827
2012,5,19703
2012,3,337
2012,2,303
2012,11,644
2012,11,18
2012,11,631
2012,5,662
2012,9,651
2012,4,152
2012,33,343
2012,2,1045
2012,2,171
2012,6,171
2012,2,3
2012,4,135
2012,2,58
2012,3,7
2012,6,568
2012,2,12
2012,5,9593
2012,3,2526
2012,6,97
2012,5,6
2012,6,42
2012,8,38
2012,3,225
2012,11,22
2012,31,9182
2012,33,169
2012,8,1140
2012,8,136
2012,1,15463
2012,4,23
2012,6,162
2012,6,2210
2012,5,26
2012,2,2666
2012,4,5170
2012,4,26
2012,11,15
2012,11,377
2012,5,730
2012,8,46
2012,9,9687
2012,8,60
2012,4,5101
2012,33,1433
2012,8,12073
2012,5,65
2012,8,370
2012,8,560
2012,11,1050
2012,10,701
2012,6,389
2012,1,1992
2012,10,2086
2012,2,173
2012,3,349
2012,2,159
2012,2,122
2012,2,18
2012,4,988
2012,33,2760
2012,3,219
2012,2,1002
2012,6,27
2012,8,289
2012,2,11
2012,6,318
2012,11,16485
2012,6,243
2012,4,569
2012,1,1294
2012,4,5
2012,1,7794
2012,3,114
2012,5,40
2012,7,37
2012,3,33
2012,8,257
2012,10,455
2012,6,2182
2012,9,640
2012,7,847
2012,7,1357
2012,31,400
2012,3,53
2012,1,61
2012,1,5327
2012,1,9923
2012,1,323
2012,1,15041
2012,1,1873
2012,1,5974
2012,9,1223
2012,10,161
2012,10,423
2012,5,796
2012,1,7639
2012,8,1711
2012,8,18198
2012,6,19
2012,8,64
2012,9,45
2012,10,198
2012,10,5890
2012,2,994
2012,6,1166
2012,33,1175
2012,11,12
2012,3,20
2012,6,65
2012,4,27
2012,2,166
2012,33,377
2012,3,127
2012,6,89
2012,6,35
2012,5,6647
2012,5,665
2012,9,65
2012,4,1706
2012,7,109
2012,33,47
2012,11,251
2012,5,5905
2012,33,223
2012,5,44
2012,8,8608
2012,4,41
2012,9,444
2012,4,328
2012,6,122
2012,2,42
2012,11,183
2012,11,5368
2012,1,4727
2012,6,37
2012,2,5
2012,4,6
2012,2,19
2012,6,201
2012,2,1401
2012,1,428
2012,6,51
2012,31,338
2012,10,2856
2012,5,4075
2012,2,69
2012,7,1720
2012,4,53
2012,6,36
2012,2,406
2012,4,15
2012,2,13
2012,8,1087
2012,2,794
2012,3,65
2012,8,91
2012,31,129
2012,5,332
2012,9,24
2012,7,11158
2012,1,1754
2012,10,203
2012,9,134
2012,1,836
2012,10,550
2012,5,4423
2012,7,337
2012,2,186
2012,2,690
2012,31,192
2012,3,333
2012,1,2864
2012,5,7
2012,8,2512
2012,2,15
2012,7,116
2012,2,823
2012,7,41
2012,10,144
2012,7,175
2012,2,647
2012,4,58
2012,4,77
2012,8,119
2012,1,2040
2012,8,814
2012,8,45
2012,1,491
2012,7,274
2012,2,227
2012,31,685
2012,5,1659
2012,1,3318
2012,8,211
2012,8,481
2012,8,580
2012,9,253
2012,8,98
2012,10,76
2012,10,2240
2012,1,73
2012,8,172
2012,9,3643
2012,1,7623
2012,1,1606
2012,10,264
2012,10,343
2012,1,2486
2012,9,6040
2012,1,10029
2012,1,537
2012,10,703
2012,11,927
2012,4,672
2012,9,2382
2012,9,1642
2012,5,496
2012,8,1127
2012,4,896
2012,11,896
2012,11,13
2012,1,327
2012,3,154
2012,6,153
2012,3,13
2012,2,57
2012,5,1185
2012,11,55
2012,4,4
2012,4,11
2012,6,12
2012,7,18
2012,11,65
2012,1,803
2012,8,104
2012,5,50
2012,4,35
2012,3,7720
2012,5,1821
2012,6,109
2012,7,472
2012,6,276
2012,9,743
2012,4,1998
2012,8,78
2012,9,558
2012,8,72
2012,8,30
2012,31,2467
2012,9,4527
2012,9,1284
2012,15,33
2012,10,33
2012,1,425
2012,8,471
2012,4,499
2012,33,414
2012,2,47
2012,7,67
2012,13,33
2012,2,14
2012,8,88
2012,3,992
2012,9,64
2012,9,1003
2012,33,55
2012,8,1715
2012,33,179
2012,1,1202
2012,11,1074
2012,24,31
2012,31,293
2012,4,110
2012,10,1667
2012,5,24
2012,7,23
2012,8,545
2012,10,3371
2012,31,290
2012,31,605
2012,31,236
2012,3,144
2012,8,221
2012,10,716
2012,9,736
2012,9,119
2012,6,23
2012,5,92
2012,3,4640
2012,3,124
2012,2,20
2012,7,190
2012,4,188
2012,9,798
2012,8,1241
2012,7,14
2012,9,1713
2012,9,1040
2012,33,7884
2012,10,463
2012,5,857
2012,5,19532
2012,4,33
2012,7,153
2012,4,1245
2012,31,76
2012,2,71
2012,9,915
2012,10,942
2012,5,3015
2012,1,2134
2012,8,558
2012,8,177
2012,9,1405
2012,3,778
2012,2,482
2012,3,482
2012,7,13
2012,9,2664
2012,4,118
2012,33,4419
2012,10,706
2012,33,125
2012,3,115
2012,4,102
2012,5,52
2012,4,124
2012,4,19
2012,10,826
2012,7,318
2012,2,552
2012,5,19
2012,9,6074
2012,9,210
2012,31,19719
2012,1,960
2012,9,661
2012,9,1407
2012,31,64
2012,3,829
2012,7,230
2012,9,500
2012,5,55
2012,4,171
2012,3,69
2012,1,659
2012,2,388
2012,3,17
2012,1,345
2012,9,351
2012,3,12
2012,5,53
2012,3,292
2012,10,4383
2012,16,31
2012,5,568
2012,31,17304
2012,2,50
2012,3,35
2012,5,2395
2012,2,4
2012,10,11367
2012,3,11
2012,10,460
2012,7,2212
2012,3,3006
2012,31,2297
2012,8,451
2012,3,421
2012,7,7640
2012,4,943
2012,4,55
2012,4,89
2012,5,3012
2012,8,139
2012,4,274
2012,10,1938
2012,33,1258
2012,3,276
2012,11,47
2012,3,574
2012,21,33
2012,8,731
2012,3,23
2012,8,11068
2012,2,49
2012,6,1216
2012,5,1796
2012,2,51
2012,9,302
2012,5,11
2012,2,2586
2012,6,507
2012,1,3337
2012,10,451
2012,1,269
2012,1,842
2012,1,3105
2012,1,13003
2012,9,112
2012,8,203
2012,9,649
2012,9,1039
2012,8,10353
2012,31,888
2012,10,429
2012,16,21
2012,11,612
2012,11,655
2012,2,251
2012,1,1857
2012,3,151
2012,5,20
2012,10,104
2012,7,2525
2012,10,730
2012,4,6322
2012,3,476
2012,7,150
2012,11,1042
2012,8,156
2012,2,151
2012,3,90
2012,5,615
2012,2,262
2012,3,6
2012,3,1666
2012,33,154
2012,9,973
2012,3,4714
2012,9,997
2012,9,1159
2012,7,294
2012,8,101
2012,7,1007
2012,11,831
2012,2,23
2012,4,247
2012,2,93
2012,10,2710
2012,10,266
2012,1,16
2012,5,18
2012,7,895
2012,3,152
2012,5,1045
2012,2,8292
2012,8,18492
2012,8,307
2012,2,498
2012,5,33
2012,8,8406
2012,31,300
2012,33,193
2012,9,725
2012,7,1167
2012,4,49
2012,5,1808
2012,5,219
2012,7,304
2012,5,42
2012,2,52
2012,2,193
2012,1433,3212
2012,3,158
2012,2,188
2012,33,2962
2012,10,1743
2012,4,52
2012,7,15
2012,8,1190
2012,2,16864
2012,31,1031
2012,10,1746
2012,25,33
2012,1,12464
2012,7,12
2012,1,368
2012,31,1044
2012,6,28
2012,9,9340
2012,10,1620
2012,1,320
2012,8,1838
2012,1,726
2012,8,460
2012,8,213
2012,8,1877
2012,1,1546
2012,10,287
2012,7,286
2012,9,5786
2012,33,177
2012,1,12942
2012,1,1662
2012,9,50
2012,3,1510
2012,3,496
2012,31,4992
2012,9,132
2012,1,467
2012,9,4003
2012,2,113
2012,33,675
2012,3,8171
2012,4,232
2012,3,850
2012,1,206
2012,3,232
2012,7,11
2012,11,102
2012,2,295
2012,5,51
2012,5,79
2012,5,286
2012,5,1167
2012,1,128
2012,8,59
2012,8,298
2012,9,260
2012,1,1537
2013,10,4271
2013,3,22
2013,4,1619
2013,2,34
2013,3,13
2013,3,27
2013,33,764
2013,6,737
2013,2,361
2013,33,173
2013,2,66
2013,3,96
2013,2,18
2013,9,19785
2013,3,158
2013,6,709
2013,8,21
2013,11,37
2013,11,185
2013,6,201
2013,6,5067
2013,5,235
2013,4,202
2013,6,63
2013,3,179
2013,4,196
2013,8,1726
2013,3,34
2013,4,2057
2013,11,223
2013,11,684
2013,11,15
2013,11,90
2013,11,17761
2013,6,26
2013,9,621
2013,33,196
2013,2,196
2013,4,56
2013,4,3609
2013,7,985
2013,9,5767
2013,8,30
2013,2,43
2013,1,16939
2013,4,168
2013,4,33
2013,3,66
2013,4,6
2013,4,41
2013,6,66
2013,6,434
2013,6,89
2013,8,1479
2013,4,37
2013,3,817
2013,6,111
2013,6,248
2013,4,58
2013,8,38
2013,2,20
2013,5,11356
2013,4,227
2013,33,2109
2013,5,1900
2013,8,136
2013,5,49
2013,10,264
2013,8,1157
2013,8,211
2013,8,91
2013,33,219
2013,11,927
2013,8,106
2013,1,958
2013,8,573
2013,8,98
2013,1,3865
2013,8,220
2013,2,273
2013,33,3448
2013,33,1153
2013,1,1701
2013,1,1023
2013,5,35
2013,2,1019
2013,4,3141
2013,10,211
2013,4,50
2013,4,63
2013,5,67
2013,2,11
2013,6,534
2013,2,14
2013,2,3
2013,33,336
2013,2,4708
2013,7,66
2013,3,20
2013,4,15
2013,4,69
2013,31,136
2013,9,45
2013,8,1127
2013,8,4842
2013,5,348
2013,7,1007
2013,7,286
2013,1,17904
2013,11,843
2013,8,60
2013,8,398
2013,8,1734
2013,31,80
2013,8,545
2013,1,4220
2013,8,694
2013,1,214
2013,9,4365
2013,2,176
2013,3,58
2013,11,22
2013,5,31
2013,3,472
2013,3,69
2013,6,41
2013,3,371
2013,6,122
2013,2,194
2013,3,11
2013,5,151
2013,11,12
2013,27,33
2013,11,4421
2013,11,1855
2013,2,1255
2013,4,28
2013,7,1403
2013,2,227
2013,4,9549
2013,4,34
2013,5,6
2013,6,56
2013,3,12010
2013,7,367
2013,33,439
2013,4,663
2013,2,168
2013,5,5129
2013,4,496
2013,3,201
2013,33,55
2013,4,5
2013,6,12
2013,33,113
2013,33,1280
2013,2,6
2013,2,3504
2013,4,3862
2013,33,227
2013,2,3681
2013,6,768
2013,2,56
2013,4,2216
2013,3,404
2013,2,823
2013,6,109
2013,33,2216
2013,5,113
2013,7,124
2013,6,71
2013,11,686
2013,8,864
2013,8,3377
2013,7,41
2013,31,205
2013,1,2449
2013,8,18343
2013,8,1434
2013,7,337
2013,11,1042
2013,1,9277
2013,2,333
2013,8,915
2013,11,1977
2013,11,10883
2013,8,1347
2013,5,251
2013,7,13595
2013,5,215
2013,10,177
2013,24,31
2013,3,4
2013,11,10549
2013,1,231
2013,7,37
2013,8,814
2013,4,90
2013,3,197
2013,8,1883
2013,8,172
2013,1,1302
2013,10,477
2013,8,637
2013,1,10993
2013,1,356
2013,1,54
2013,8,1435
2013,31,64
2013,10,2380
2013,1,320
2013,1,17058
2013,8,501
2013,31,76
2013,8,78
2013,1,537
2013,9,265
2013,9,1765
2013,33,337
2013,9,7802
2013,10,455
2013,3,19514
2013,3,124
2013,11,102
2013,3,4801
2013,33,176
2013,2,12
2013,9,661
2013,3,5
2013,11,382
2013,9,110
2013,10,570
2013,11,13
2013,11,4416
2013,11,39
2013,4,110
2013,3,52
2013,7,69
2013,6,681
2013,2,450
2013,2,63
2013,11,414
2013,11,846
2013,11,524
2013,4,43
2013,3,15
2013,6,430
2013,10,871
2013,1,5576
2013,7,17862
2013,3,556
2013,4,3517
2013,2,96
2013,2,3225
2013,8,105
2013,31,4323
2013,5,475
2013,9,743
2013,3,99
2013,1,228
2013,9,268
2013,2,230
2013,33,47
2013,9,2937
2013,11,856
2013,5,1902
2013,8,1753
2013,31,5888
2013,7,456
2013,33,186
2013,33,69
2013,8,1298
2013,4,1074
2013,10,6744
2013,3,14070
2013,8,737
2013,31,391
2013,8,139
2013,8,1360
2013,8,945
2013,8,832
2013,4,239
2013,10,156
2013,31,1382
2013,6,288
2013,10,203
2013,31,4065
2013,9,1078
2013,8,1044
2013,10,182
2013,10,698
2013,18,33
2013,7,171
2013,16,31
2013,31,463
2013,6,540
2013,6,23
2013,5,4384
2013,9,1419
2013,9,3664
2013,10,1048
2013,7,318
2013,9,302
2013,10,1572
2013,1,265
2013,10,30
2013,8,226
2013,9,5660
2013,3,5656
2013,3,1441
2013,8,650
2013,7,201
2013,2,151
2013,7,510
2013,10,220
2013,3,103
2013,2,75
2013,2,52
2013,9,13890
2013,7,44
2013,1,1172
2013,1,73
2013,5,3091
2013,608,1433
2013,1,280
2013,1,281
2013,7,3521
2013,1,1718
2013,4,2532
2013,5,646
2013,5,13
2013,6,13
2013,8,156
2013,4,11
2013,2,542
2013,380,1433
2013,9,18373
2013,6,53
2013,3,89
2013,1,576
2013,4,19
2013,3,542
2013,5,520
2013,4,13
2013,3,890
2013,2,1373
2013,7,504
2013,9,4227
2013,9,416
2013,8,198
2013,21,31
2013,10,104
2013,9,11525
2013,10,1624
2013,8,6052
2013,8,1470
2013,9,2688
2013,8,483
2013,8,1447
2013,4,1467
2013,3,1019
2013,33,266
2013,11,14065
2013,3,17790
2013,3,37
2013,7,3651
2013,3,240
2013,4,65
2013,5,47
2013,9,5414
2013,11,1522
2013,5,575
2013,4,4559
2013,31,5550
2013,3,3024
2013,4,817
2013,4,67
2013,31,8410
2013,33,151
2013,6,2338
2013,3,110
2013,5,16733
2013,10,4243
2013,5,19191
2013,8,76
2013,10,650
2013,31,2340
2013,31,8889
2013,4,2472
2013,5,630
2013,6,17
2013,11,47
2013,2,681
2013,6,25
2013,5,86
2013,3,989
2013,2,36
2013,6,20
2013,653,1433
2013,4,17
2013,10,4383
2013,33,70
2013,6,173
2013,3,19
2013,5,542
2013,10,29
2013,2,2479
2013,3,405
2013,3,5637
2013,2,22
2013,6,32
2013,4,99
2013,6,79
2013,3,2479
2013,3,18
2013,8,257
2013,10,91
2013,9,137
2013,9,6608
2013,9,5703
2013,10,423
2013,6,19
2013,9,16961
2013,1,9250
2013,1,3105
2013,8,423
2013,9,164
2013,1,1606
2013,8,73
2013,9,11078
2013,10,446
2013,1,506
2013,10,5004
2013,8,53
2013,8,487
2013,7,110
2013,11,479
2013,4,170
2013,11,2884
2013,10,483
2013,11,655
2013,2,3599
2013,11,5398
2013,9,11
2013,11,2479
2013,5,15
2013,11,615
2013,9,2862
2013,1,4640
2013,9,13655
2013,5,11
2013,10,511
2013,11,18
2013,6,93
2013,3,990
2013,3,28
2013,6,42
2013,2,262
2013,7,479
2013,7,223
2013,7,3871
2013,5,25
2013,27,31
2013,2,912
2013,3,262
2013,2,4261
2013,1,19434
2013,2,121
2013,1,426
2013,8,4284
2013,10,98
2013,10,2392
2013,4,2002
2013,3,266
2013,1,13810
2013,7,15
2013,1,2664
2013,4,89
2013,7,328
2013,5,170
2013,4,169
2013,4,2786
2013,4,4484
2013,7,130
2013,33,133
2013,9,54
2013,5,5609
2013,33,79
2013,1,4488
2013,5,150
2013,10,10362
2013,1,2283
2013,5,125
2013,7,168
2013,2,171
2013,5,1415
2013,4,4310
2013,2,27
2013,2,354
2013,7,1651
2013,9,1664
2013,2,53
2013,10,2574
2013,8,306
2013,5,48
2013,1,1336
2013,1,12195
2013,2,1651
2013,6,14143
2013,7,472
2013,4,655
2013,5,50
2013,5,34
2013,4,811
2013,2,188
2013,31,2382
2013,5,6832
2013,3,219
2013,8,519
2013,2,1235
2013,7,47
2013,7,720
2013,8,2784
2013,10,88
2013,7,86
2013,1,3979
2013,9,253
2013,1,11416
2013,8,736
2013,8,307
2013,8,11772
2013,33,1979
2013,8,6360
2013,8,1458
2013,8,88
2013,1,3387
2013,8,3577
2013,10,46
2013,8,10
2013,5,366
2013,1,344
2013,5,205
2013,11,55
2013,11,170
2013,2,13
2013,4,66
2013,8,213
2013,10,519
2013,3,39
2013,9,500
2013,10,13431
2013,9,8781
2013,5,538
2013,7,408
2013,9,19520
2013,8,1077
2013,9,997
2013,8,177
2014,4,1066
2014,11,87
2014,8,30
2014,5,641
2014,8,21
2014,5,6
2014,11,875
2014,11,829
2014,11,102
2014,4,1659
2014,33,70
2014,5,4563
2014,5,208
2014,2,42
2014,5,66
2014,5,17
2014,33,47
2014,1,16073
2014,5,117
2014,5,100
2014,4,243
2014,4,44
2014,4,96
2014,6,63
2014,6,434
2014,10,177
2014,33,227
2014,8,3489
2014,4,6
2014,11,90
2014,11,13
2014,6,42
2014,4,49
2014,2,6
2014,4,903
2014,5,42
2014,1,1627
2014,4,43
2014,2,294
2014,18,33
2014,5,131
2014,33,36
2014,7,12
2014,33,34
2014,11,17761
2014,5,277
2014,33,9944
2014,4,145
2014,33,113
2014,4,520
2014,4,456
2014,1,3759
2014,1,845
2014,4,735
2014,11,152
2014,8,1114
2014,2,14
2014,7,223
2014,2,227
2014,4,8
2014,1,2103
2014,4,270
2014,5,1218
2014,11,183
2014,10,374
2014,7,90
2014,2,588
2014,2,52
2014,5,202
2014,1,11
2014,4,5178
2014,10,200
2014,8,139
2014,3,294
2014,8,98
2014,3,69
2014,1,2888
2014,4,90
2014,8,3779
2014,11,207
2014,3,13
2014,1,174
2014,2,7765
2014,2,388
2014,3,4
2014,5,4148
2014,1,231
2014,3,35
2014,10,266
2014,4,219
2014,2,1244
2014,11,938
2014,6,56
2014,5,1900
2014,9,72
2014,11,4801
2014,4,22
2014,13,33
2014,2,188
2014,10,1028
2014,6,3062
2014,6,12
2014,8,2576
2014,4,66
2014,3,2128
2014,5,67
2014,5,276
2014,8,217
2014,3,56
2014,9,4176
2014,9,8431
2014,9,7690
2014,5,1362
2014,31,216
2014,7,86
2014,7,41
2014,7,1733
2014,7,847
2014,2,443
2014,9,10
2014,5,48
2014,5,13404
2014,5,678
2014,7,175
2014,5,5294
2014,7,110
2014,1,2899
2014,10,730
2014,8,1216
2014,5,14
2014,10,242
2014,1,7143
2014,1,578
2014,1,2211
2014,1,2643
2014,10,952
2014,7,130
2014,9,138
2014,10,7683
2014,6,201
2014,6,108
2014,33,223
2014,33,675
2014,6,19
2014,4,1265
2014,11,15
2014,2,66
2014,3,12
2014,33,43
2014,5,122
2014,5,1519
2014,11,1415
2014,6,51
2014,5,3121
2014,6,26
2014,6,23
2014,5,885
2014,33,37
2014,2,33
2014,1,1648
2014,3,17
2014,4,17
2014,4,51
2014,3,52
2014,7,243
2014,6,534
2014,6,341
2014,2,4
2014,2,3
2014,6,109
2014,2,1175
2014,4,5362
2014,9,1568
2014,8,525
2014,9,172
2014,8,2853
2014,31,2085
2014,10,5331
2014,2,20
2014,11,5700
2014,5,55
2014,4,205
2014,7,3154
2014,8,10
2014,11,12
2014,11,8496
2014,5,407
2014,6,263
2014,5,186
2014,11,333
2014,11,1008
2014,11,2145
2014,2,22
2014,2,3083
2014,4,5
2014,3,89
2014,4,179
2014,2,183
2014,5,9287
2014,11,5321
2014,1,2964
2014,9,8222
2014,1,1329
2014,11,32
2014,33,203
2014,8,483
2014,11,121
2014,10,264
2014,2,56
2014,5,1921
2014,8,60
2014,5,318
2014,7,450
2014,33,1784
2014,3,99
2014,6,347
2014,1,356
2014,4,223
2014,10,2558
2014,2,15
2014,31,4049
2014,10,455
2014,1,2254
2014,1,6035
2014,8,637
2014,9,250
2014,1,491
2014,1,138
2014,1,320
2014,8,2339
2014,1,4635
2014,1,3612
2014,10,114
2014,1,422
2014,10,298
2014,9,98
2014,8,2132
2014,1,140
2014,1,228
2014,1,1567
2014,9,284
2014,1,2953
2014,1,6106
2014,33,106
2014,1,521
2014,8,429
2014,8,167
2014,2,118
2014,3,237
2014,7,44
2014,2,312
2014,33,622
2014,3,125
2014,7,56
2014,5,2813
2014,7,206
2014,4,35
2014,4,269
2014,33,681
2014,10,213
2014,4,3970
2014,11,51
2014,2,26
2014,6,66
2014,2,3344
2014,2,34
2014,11,15266
2014,9,11810
2014,4,127
2014,3,735
2014,4,63
2014,9,4985
2014,4,993
2014,2,69
2014,5,23
2014,7,3503
2014,6,1035
2014,9,2001
2014,1,960
2014,8,1157
2014,10,30
2014,8,4277
2014,11,33
2014,33,1656
2014,2,433
2014,1,8124
2014,7,485
2014,33,499
2014,2,686
2014,10,555
2014,8,487
2014,1,61
2014,8,1458
2014,31,64
2014,10,217
2014,7,124
2014,33,6914
2014,4,847
2014,2,7
2014,5,134
2014,4,27
2014,9,3664
2014,10,236
2014,7,23
2014,5,158
2014,1,3337
2014,7,14
2014,1,514
2014,10,18528
2014,9,326
2014,5,1761
2014,5,10676
2014,33,329
2014,8,605
2014,10,220
2014,5,58
2014,7,2268
2014,1,5094
2014,8,289
2014,10,21
2014,8,984
2014,8,7047
2014,8,211
2014,8,91
2014,2,8430
2014,10,126
2014,10,1743
2014,31,779
2014,9,1100
2014,10,2575
2014,7,288
2014,4,121
2014,1,345
2014,4,124
2014,1,1744
2014,6,230
2014,1,1003
2014,1,506
2014,11,286
2014,5,542
2014,1,323
2014,33,819
2014,3,63
2014,5,35
2014,1,4940
2014,3,1194
2014,8,2588
2014,4,12
2014,1,189
2014,4,571
2014,5,1433
2014,9,743
2014,9,2688
2014,10,1833
2014,1,803
2014,8,136
2014,33,864
2014,8,5359
2014,2,285
2014,9,4767
2014,5,7471
2014,8,24
2014,33,102
2014,5,681
2014,4,69
2014,4,1680
2014,5,6066
2014,4,1019
2014,5,212
2014,3,44
2014,4,1513
2014,11,18
2014,5,159
2014,10,693
2014,11,2193
2014,3,409
2014,6,17
2014,33,662
2014,4,1074
2014,1,1657
2014,6,20
2014,10,379
2014,4,921
2014,7,236
2014,33,186
2014,5,86
2014,2,1963
2014,33,484
2014,33,219
2014,5,2133
2014,4,97
2014,33,179
2014,2,3832
2014,4,366
2014,6,93
2014,6,540
2014,5,41
2014,7,922
2014,5,437
2014,4,540
2014,49,1433
2014,11,176
2014,4,7
2014,5,37
2014,4,125
2014,10,53
2014,2,601
2014,4,26
2014,2,2298
2014,31,311
2014,6,299
2014,5,680
2014,8,17950
2014,7,48
2014,8,6708
2014,7,718
2014,1,659
2014,1,3048
2014,1,1532
2014,1,18729
2014,1,3237
2014,9,461
2014,1,46
2014,1,1509
2014,9,2940
2014,10,6484
2014,9,4004
2014,8,169
2014,9,278
2014,8,172
2014,1,6535
2014,1,5977
2014,4,1243
2014,8,6508
2014,1,2635
2014,9,46
2014,8,1795
2014,9,926
2014,9,4648
2014,9,1003
2014,5,2785
2014,5,1365
2014,2,102
2014,2,146
2014,7,2920
2014,10,5210
2014,31,426
2014,7,328
2014,7,7875
2014,10,448
2014,8,78
2014,8,1427
2014,3,22
2014,2,186
2014,2,1404
2014,4,175
2014,11,127
2014,3,1004
2014,5,11
2014,8,119
2014,1,10873
2014,11,3125
2014,1,1740
2014,7,22
2014,5,829
2014,4,249
2014,4,58
2014,10,1281
2014,9,13655
2014,1,2811
2014,4,388
2014,4,232
2014,33,1019
2014,7,15
2014,4,294
2014,8,657
2014,2,12
2014,1,4994
2014,31,3937
2014,8,413
2014,7,3702
2014,5,12936
2014,33,193
2014,4,305
2014,3,20
2014,4,161
2014,1,1827
2014,5,944
2014,5,389
2014,2,5674
2014,10,781
2014,24,31
2014,4,13
2014,5,457
2014,9,2336
2014,9,4323
2014,5,196
2014,2,367
2014,5,26
2014,1,378
