orgnid,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,
100027,198245,796,469,60275,88565,94420,
100027,811,10806,34689,157,3999,
100027,285,15,251,1117,106178,
100027,16118,9,5312,
100027,2308,2994,51153,1463,11400,
100027,2879,146554,5,1169,1186,
100027,335,485,243,111039,37457,
100027,141394,783,24159,441,216082,
100027,175870,59171,2337,1988,2853,
100027,5866,5406,485,811
100027,3253,13545,205,712,77,
100027,12249,48685,119241,2793
100027,6066,4051,39183,25032,117070,
100027,130738,94618,5212,70
100027,999,623,255,19172,3290,
100027,385,28918,6148,
100027,225099,2053,8106,205450,140,
100027,153445,23,157372,186304,93756,
100027,20391,191081,67,124325,54147,
100027,382,48929,52754,14914,33683,
100027,1874,76,110498,24
100027,406,4,1785,17961,2816,
100027,37308,721,105966,174622,24,
100027,540,21761,84,225987,26,
100027,150,25907,23501,9951,562,
100027,2878,31069,179780,89,546,
100027,11212,21190,15,13,51440,
100027,25024,489,2337,527,510,
100027,3162,46523,175633,17466
100027,12206,11688,221359,42,32,
100027,7978,12439,29812,4,136,
100027,12714,11637,12304,6763,183345,
100027,188,2879,22689,157,3432,
100027,7493,3587,2290,7131,40960,
100027,9677,191544,6658,112889,764,
100027,222092,6611,5312,13,508,
100027,169,664,5970,18752
100027,9898,1315,989,49
100027,591,50,95101,333
100027,201401,70,6404,806
100027,9556,210,26962,7145,12328,
100027,28874,1829,82184,162878,91484,
100027,796,1349,255,5
100027,11660,98836,1326,166197,23770,109277
100027,16204,207219,2327,123,58,
100027,2761,6464,111061,4369,8599,
100027,387,33713,12686,8331,559,
100027,70585,129381,40433,172185,11982,
100027,16752,274,79654,49,8591,
100027,146,450,13,190913
100027,481,22650,277,106851,1177,
100027,9749,67,40055,2
100027,335,108,67,
100027,1153,151733,152,6341,168360,
100027,5084,303,17625,829,69121,
100027,2596,108,8411,7084,3240,
100027,39414,44444,22012,
100027,517,15,985,303,354,
100027,214589,2,1570,1203,794,
100027,13252,21433,155815,4051,5209,6717
100027,3207,25,476,206138
100027,596,108,62151,5,623,
100027,5915,6,79101,118884,119828,
100027,25890,102043,1932,6912,67,
100027,1590,14715,79316,23348,59740,
100027,1793,58430,30,10698,887,
100027,123075,7471,7696,12,122533,
100027,524,25769,833,215
100027,57,391,38501,508,23310,
100027,4515,93103,43376,726
100027,175294,15125,208514,328,6764,
100027,1273,17958,228696,75900,197867,
100027,115269,160240,87282,80303,197664,188869,5049
100027,93477,13600,10134,432,1749,
100027,96,1688,3350,15187,78830,
100027,136222,23893,8054,
100027,172807,83393,179145,131269,197449,
100027,2064,433,51969,12279,62523,
100027,562,2444,30149,27114,97557,
100027,221573,1212,47416,9392,106251,
100027,10671,127945,378,12260,41566,
100027,876,33271,3810,237,767,
100027,2375,3228,318,3805,43212,
100027,2500,147752,118,179548
100027,10514,130815,218730,108020,7876,
100027,3207,19052,473,90,2222,
100027,2863,42078,1254,13348,13209,
100027,13059,79624,102947,3587,2526,
100027,43,186,34748,198189,12,
100027,115,15,77,206,1899,
100027,7298,39598,18300,20159,101270,
100027,2679,163,140781,182,21131,
100027,20119,2438,177401,1411,22227,
100027,1397,243,123707,220505,441,
100027,39705,180920,441,7441,2225,
100027,19097,173173,144843,130866,105256,
100027,4183,41444,4129,14093,1345,
100027,93032,8901,151704,
100027,2404,437,1755,2,21085,
100027,5104,1298,1290,
100027,4898,3047,33238,58,1370,
100027,1122,180909,32097,46
100027,186,43,1220,11261
100027,136442,18368,163813,1123,9056,
100027,207370,9809,137676,190898
100027,212237,11461,10442,
100027,540,14359,4623,
100027,24474,1521,29950,227016,2851,
100027,204,134912,134496,4129,63228,
100027,228052,472,31396,77,43,
100027,211675,14476,16490,2399,5,
100027,77356,204497,234,130,6,
100027,228,1016,47163,85208,49555,
100027,80936,222708,101641,126664,19988,
100027,7693,7532,24118,94,3696,
100027,103926,112876,224976,9226,6773,
100027,42865,7188,15,33,1177,
100027,316,215,121,174233,18144,
100027,676,23283,132493,47815,20879,
100027,12041,9506,18453,3313,852,
100027,596,23629,480,38736,2104,48206
100027,66,12167,89,6,2209,
100027,3663,101,1823,9,597,
100027,4141,168234,16452,1266,793,
100027,1109,62030,1376,17,5,
100027,21945,57768,31155,96228
100027,23,157,135714,601,1198,
100027,28,2345,412,14589,6,
100027,1032,4986,3682,
100027,16067,146584,44949,24406,144116,
100027,2026,32677,12571,1774,125,
100027,9575,115547,33906,206762,28,
100027,39414,44444,22012,
100027,201509,224530,58972,121850
100027,843,354,1631,15291,316,
100027,19885,3244,432,87,9878,
100027,15457,69810,64239,26967
100027,669,120027,11867,20009,4349,
100027,1805,56497,89,4261,6864,
100027,220,432,1175,185387,77643,
100027,16783,15094,28686,79840,4910,
100027,37523,11,615,993,1786,2858
100027,3772,541,12153,17972,7940,
100027,861,155185,64816,3963,228418,
100027,3212,15716,17430,
100027,7,186,43,1968
100027,44415,9277,106674,94899
100027,98,203862,82127,30929,9862,
100027,499,115766,115361,1129,354,
100027,107479,1109,51050,217531,223791,
100027,48133,2995,1666,166830
100027,55277,91184,99300,1476,7774,
100027,20660,44456,15452,163640,4222,
100027,204256,4861,763,13578,336,
100027,44257,185349,43,180310,316,
100027,12585,64670,7975,576,153862,
100027,1805,52,26,80793,25521,
100027,92,4590,6,42,84,
100027,23827,8337,972,172746
100027,2104,35502,377,25,65147,
100027,16029,34951,693,609,28862,
100027,88759,222484,201093,218845,221071,
100027,2334,189178,1562,17374,526,
100027,696,84309,216691,157631
100027,54344,12749,3552,6783,145898,
100027,540,17,299,65,17358,
100027,4693,123714,139022,193436,143,
100027,217906,3315,165950,4563,565,
100027,64795,6074,2484,11199,170992,
100027,13398,3548,6842,5129,14528,
100027,12954,160,22693,137738,69,57
100027,138553,121289,111717,203991
100027,540,173476,9627,179545,130,
100027,130836,20056,137261,3288,24025,
100027,6710,735,89,4000
100027,214281,136576,86846,4724,166724,
100027,1127,18794,38729,39690,163,
100027,13398,6842,208595,196943,2629,
100027,364,4089,133339,92366,863,30529,184194
100027,112262,171339,94353,56438,35398,
100027,16465,22016,128864,1508,83507,
100027,208843,117542,207497,5827,11341,
100027,33249,13,2400,73632,625,
100027,60656,2725,28021,1297,32389,
100027,159727,3626,2,450,76849,
100027,1207,181169,16508,642,56760,
100027,201445,15933,905,4780,117454,
100027,47054,205515,44601,43661,2755,
100027,25720,210160,111627,6420,75585,
100027,13398,6842,9707,3548,5129,
100027,53209,71255,51627,202561
100027,200594,77,1427,11889,163554,
100027,217285,31318,17845,320,184880,
100027,4428,22400,41702,4829,11971,
100027,1553,1261,5934,5297,31945,
100027,43,15,20432,149782,3839,
100027,81,59886,1036,10966,351,
100027,158485,12256,58838,1870
100027,5313,2234,587,1666,25,
100027,52256,88169,148984,59,9130,
100027,2404,437,1755,2,21085,
100027,2673,184859,123395,
100027,65011,796,235,68434
100027,17977,1934,34754,695,13227,
100027,178796,1195,206532,92037,172139,
100027,47156,591,1819,18806,195533,178827
100027,5291,9570,5482,107414,115509,
100027,133110,3558,19529,15847,4152,
100027,22299,
100027,170084,1078,1675,
100027,206414,43522,18651,16895,5062,
100027,285,5163,209036,2,7605,
100027,5898,56390,15903,221337,105766,
100027,11971,177,84880,69837,4696,
100027,549,327,37773,37203
100027,168530,141297,18962,35590
100027,176573,113401,148310,224403,90974,
100027,344,40989,36744,4544
100027,43202,2234,21311,3,135598,
100027,285,59213,102,150618
100027,15903,5898,2232,1377,39808,
100027,1091,3795,7471,181216
100027,185731,1497,94244,139109,5232,
100027,2596,108,8411,7084,3240,
100027,170740,32180,216929,96263,97573,
100027,124788,88710,539,323,1,
100027,180587,396,12622,189863,28384,
100027,5898,7722,85230,56390,15903,
100027,2375,737,54260,
100027,94670,3391,113503,204664,3324,
100027,1741,20348,4294,1809
100027,21934,169032,183580,9428,19171,
100027,15201,1960,23963,85581,216217,
100027,8901,161579,3313,11027
100027,9127,46283,175795,1605,61816,
100027,6104,900,101369,4551
100027,4575,220682,37938,9846,6040,
100027,9408,9821,132593,117193,45480,
100027,171819,1734,209819,28797,200141,
100027,285,1433,7939,
100027,174693,74306,136987,37,22411,
100027,21097,28258,68964,221503,4082,
100027,668,45229,13108,
100027,46178,7907,35,95564
100027,3764,49,39124,872
100027,69,2,6797,57867,180895,
100027,207,150604,93561,49786
100027,160984,217338,3039,
100027,141489,3397,13360,199688,141343,
100027,709,17985,31588,26
100027,18171,3139,131,224698,183,
100027,196,1265,49,2,485,
100027,176915,155104
100027,49794,303,148593,277
100027,5062,90665,2194,
100027,171691,60982,73729,13920,5831,
100027,285,376,13,1303,77564,
100027,182762,112340,1560,141641
100027,562,32932,102172,5115
100027,170583,21348,207818,95742
100027,35497,49574,138834,36191,836,
100027,277,49,120705,420,42659,
100027,4531,119,91440,50590,204,
100027,388,33,2138,376
100027,30991,73586,81186,34031,5794,
100027,668,10526,36984,14284,566,
100027,102232,382,220275,16413,2800,
100027,62222,4311,94739,117281,5221,
100027,222887,9767,94,69429,197827,
