1998,100027,3,
1998,100404,10,177,5689,
1998,100112,1,5054,
1998,200654,1,
1998,201016,11,
1998,201016,10,343,748,
1998,201016,7,
1998,100073,1,1410,
1998,100296,9,4264,
1998,100296,7,39,615,
1998,100296,7,1790,2491,
1998,100296,6,28,5132,
1998,100296,10,104,
1998,100296,31,846,2570,
1998,100044,31,400,
1998,100114,1,16088,
1998,100114,1,598,
1998,100070,1,
1998,100113,3,166,
1998,100113,9,1275,
1998,100113,3,57,
1998,201149,1,2631,18700,
1998,100391,10,104,16890,
1998,100330,9,6144,
1998,100330,31,
1998,100453,10,10152,17319,
1998,100057,9,4725,7920,
1998,100181,9,3177,12490,
1998,100181,31,
1998,201361,31,2595,
1998,201361,31,
1998,201393,1,13776,
1998,201393,1,
1998,100241,9,4885,
1998,400018,1,345,
1998,201260,1,1469,
1998,201260,10,182,526,
1999,100027,1,
1999,100027,6,28,8497,
1999,100404,29,31,218,
1999,201243,11,18,
1999,100111,1,4304,
1999,200654,10,9622,
1999,100296,7,406,3805,
1999,100296,11,7583,
1999,100296,9,1816,
1999,100044,31,5089,
1999,100114,1,3392,5071,
1999,100114,1,1738,7702,
1999,100114,31,
1999,100114,1,2643,
1999,100113,11,4348,
1999,100113,7,2936,
1999,100113,9,10358,
1999,201149,1,4654,4696,
1999,100391,10,15427,
1999,100391,31,76,
1999,100330,31,2845,
1999,100330,31,291,
1999,100057,1,
1999,100181,5,594,2132,
1999,100181,9,1764,
1999,100181,9,
1999,201361,7,41,1197,
1999,201361,7,12697,
1999,201361,10,2645,
1999,100241,3,3584,6054,
1999,201214,31,1087,
1999,400018,9,
1999,400018,31,182,4619,
1999,400018,31,3740,4916,
1999,100152,31,1164,2645,
1999,201260,1,15773,
1999,201260,1,1596,
2000,100404,3,
2000,100404,11,2654,13403,
2000,201243,9,
2000,201243,7,2436,
2000,100111,7,10256,
2000,100111,7,1007,12478,
2000,200654,9,
2000,200654,1,
2000,200654,10,200,
2000,201016,3,158,482,593,
2000,201016,11,831,
2000,100296,31,
2000,100296,5,
2000,100296,4,40,633,
2000,100296,9,
2000,100296,7,159,
2000,100296,6,111,6250,
2000,100113,9,597,1525,
2000,201149,9,
2000,100391,10,698,
2000,100461,31,8994,
2000,100453,31,774,
2000,200625,1,
2000,100181,31,
2000,201361,5,5815,
2000,201361,9,1115,
2000,201361,6,23,
2000,201393,31,
2000,201393,9,399,4757,
2000,100241,9,1379,
2000,400018,31,4619,
2000,400018,1,8947,
2000,100152,1,2003,
2000,201260,31,
2000,100219,1,
2001,100027,1,
2001,100027,3,
2001,100027,9,1642,11858,
2001,100027,1,7655,
2001,201243,6,122,2199,
2001,201243,7,40,
2001,201243,7,41,602,
2001,100111,9,16911,
2001,200654,10,
2001,201016,31,423,
2001,201016,7,2934,
2001,201016,7,218,
2001,201016,11,
2001,100296,3,1022,6250,
2001,100296,31,
2001,100296,31,762,
