YEAR,keyword1,keyword2,keyword3
2011,3,34,36
2011,3,5012,6358
2011,6,173,1496
2011,10,1622,11922
2011,2,3,22
2011,10,1431,2777
2011,6,12,19
2011,3,349,2577
2011,6,201,433
2011,6,49,482
2011,6,162,4864
2011,2,5,102
2011,6,244,2271
2011,5,794,5008
2011,10,210,511
2011,2,3,292
2011,6,23,349
2011,4,13,1975
2011,2,37,96
2011,2,22,442
2011,4,1320,1900
2011,11,13,559
2011,1,3053,6837
2011,11,13,90
2011,9,165,416
2011,3,71,89
2011,33,420,502
2011,18,33,1278
2011,6,42,389
2011,3,286,18421
2011,8,10,282
2011,7,3697,14431
2011,2,3,2332
2011,4,89,2353
2011,1,630,3397
2011,11,65,152
2011,4,6320,17019
2011,4,194,941
2011,3,57,195
2011,2,783,951
2011,2,22,627
2011,8,119,4428
2011,33,219,263
2011,4,144,1216
2011,10,555,4339
2011,8,257,464
2011,8,446,464
2011,25,33,55
2011,4,122,623
2011,2,47,90
2011,11,22,1233
2011,6,23,201
2011,3,6,89
2011,4,153,1680
2011,6,42,1235
2011,4,122,158
2011,2,188,433
2011,2,52,188
2011,1,803,12858
2011,2,615,17130
2011,8,21,213
2011,4,115,267
2011,4,3121,3871
2011,3,18,823
2011,9,7688,10293
2011,8,21,2996
2011,9,78,1918
2011,7,3915,11969
2011,7,978,7181
2011,31,240,934
2011,31,240,6730
2011,31,8122,9793
2011,9,144,5433
2011,31,134,12302
2011,1,13699,18981
2011,8,119,9780
2011,8,172,224
2011,7,794,1952
2011,1,281,321
2011,8,732,1097
2011,6,19,65
2011,1,29,748
2011,1,1826,8965
2011,6,51,122
2011,9,158,559
2011,6,19,51
2011,6,93,97
2011,7,116,168
2011,9,114,3354
2011,2,406,1045
2011,3,251,496
2011,6,93,230
2011,6,19,197
2011,11,18,3653
2011,2,2181,4962
2011,2,406,3350
2011,2,3,4549
2011,6,42,97
2011,6,93,201
2011,5,6,35
2011,6,201,3673
2011,6,42,459
2011,6,122,773
2011,1,356,12646
2011,9,3093,7504
2011,6,6949,10930
2011,2,188,243
2011,7,274,589
2011,3,7,943
2011,2,920,2705
2011,4,11,1233
2011,7,14,456
2011,2,33,70
2011,10,580,3841
2011,2,227,1370
2011,4,34,89
2011,3,93,122
2011,2,158,160
2011,3,179,686
2011,9,3956,9717
2011,7,176,19180
2011,10,50,126
2011,7,48,1365
2011,2,69,3421
2011,4,420,782
2011,24,31,851
2011,33,50,127
2011,9,211,224
2011,6,1814,11612
2011,3,7353,7629
2011,3,20,294
2011,8,859,6254
2011,8,487,1250
2011,6,19,123
2011,3,25,188
2011,3,2570,4213
2011,2,3,3666
2011,8,307,1250
2011,4,571,3213
2011,24,31,762
2011,10,4203,10905
2011,2,3,125
2011,6,201,3313
2011,24,31,1883
2011,7,41,86
2011,1,302,723
2011,5,127,15257
2011,3,89,133
2011,33,3868,8580
2011,31,64,1031
2011,1,931,1033
2011,1,505,3837
2011,1,13126,19271
2011,8,1477,1501
2011,8,4389,8839
2011,31,64,76
2011,9,2011,14775
2011,1,2450,4034
2011,8,10,203
2011,1,1509,7421
2011,9,1759,7187
2011,8,106,217
2011,1,140,11437
2011,10,264,2483
2011,10,3199,6359
2011,8,72,104
2011,10,241,457
2011,1,3368,9249
2011,8,87,727
2011,10,264,7100
2011,2,190,920
2011,2,3,1421
2011,9,743,2475
2011,3,31,4992
2011,1,6196,16972
2011,4,67,171
2011,3,117,369
2011,10,826,1598
2011,11,47,55
2011,2,294,990
2011,10,232,1667
2011,9,250,362
2011,5,12,97
2011,3,92,2044
2011,33,376,1099
2011,11,12,13
2011,8,91,1388
2011,8,221,824
2011,8,76,331
2011,4,2884,6851
2011,3,188,2015
2011,4,157,208
2011,4,26,459
2011,6,26,153
2011,33,993,6374
2011,2,15,58
2011,11,15,382
2011,4,349,2802
2011,10,363,4489
2011,9,558,1012
2011,5,105,126
2011,10,264,1909
2011,16,31,567
2011,10,2252,2828
2011,1,54,523
2011,9,1713,2427
2011,33,186,4463
2011,1,29,1891
2011,6,153,201
2011,10,2280,7552
2011,8,298,1152
2011,3,33,55
2011,4,170,562
2011,16,31,76
2011,33,186,1600
2011,33,215,833
2011,10,703,1097
2011,8,463,9713
2011,31,64,6253
2011,10,182,455
2011,10,605,826
2011,9,706,1222
2011,8,1455,8510
2011,10,2834,4203
2011,5,8620,17342
2011,1,8987,12059
2011,10,3283,4112
2011,2,2498,13513
2011,8,1649,1971
2011,9,3306,4788
2011,10,3371,6112
2011,8,203,730
2011,2,421,1278
2011,4,6,1166
2011,8,241,2252
2011,5,369,6731
2011,8,375,738
2011,10,226,3340
2011,9,661,743
2011,8,1127,2420
2011,11,15,237
2011,33,5111,8618
2011,10,177,869
2011,10,203,220
2011,10,156,177
2011,9,649,1770
2011,1,132,4304
2011,3,595,1166
2011,5,796,3015
2011,10,10643,12118
2011,1,82,13455
2011,5,111,647
2011,10,555,714
2011,2,96,1210
2011,5,1268,1986
2011,8,76,136
2011,8,501,3722
2011,6,185,248
2011,1,390,1992
2011,3,1002,1487
2011,36,1433,1548
2011,1,8102,11512
2011,1,353,13353
2011,6,89,115
2011,31,291,2653
2011,3,4,12001
2011,6,71,201
2011,4,41,1614
2011,5,22,1433
2011,8,38,4243
2011,6,51,97
2011,10,156,1147
2011,4,716,3810
2011,4,170,708
2011,5,118,312
2011,4,384,1357
2011,18,33,2002
2011,33,1552,2726
2011,8,38,213
2011,8,172,1351
2011,1,284,1049
2011,10,826,11136
2011,9,661,7920
2011,8,370,3340
2011,2,237,633
2011,5,147,568
2011,2,23,1442
2011,4,4685,9598
2011,9,3790,3821
2011,5,147,171
2011,31,59,521
2011,3,12,92
2011,3,237,792
2011,4,993,1932
2011,4,75,263
2011,4,6,1578
2011,3,133,575
2011,6,26,768
2011,7,1622,1773
2011,2,2006,6154
2011,4,90,19198
2011,43,223,1220
2011,4,34,2617
2011,5,124,255
2011,4,950,1943
2011,13,15,33
2011,2,219,823
2011,6,23,737
2011,3,65,162
2011,8,7259,11248
2011,6,19,502
2011,6,171,6030
2011,4,202,406
2011,3,358,4074
2011,11,833,1071
2011,11,13,5316
2011,9,3621,4065
2011,6,2199,4201
2011,8,224,943
2011,8,14315,18364
2011,3,247,358
2011,6,153,903
2011,2,176,2816
2011,1433,1932,5931
2011,4,23,27
2011,7,23,1750
2011,2,3,262
2011,6,23,1000
2011,5,230,8728
2011,3,2326,6861
2011,5,7459,18036
2011,10,291,415
2011,3,6,3170
2011,4,6,42
2011,3,1673,11873
2011,6,19,20
2011,3,36,169
2011,3,292,6500
2011,4,185,614
2011,8,4633,5238
2011,8,126,1165
2011,5,1255,1376
2011,1,353,10379
2011,31,2261,2462
2011,2,157,10899
2011,6,276,5365
2011,1,960,3720
2011,8,241,1157
2011,9,2677,2806
2011,8,501,522
2011,24,31,291
2011,9,1353,1664
2011,9,755,2488
2011,9,4648,6706
2011,3,18,22
2011,4,171,7462
2011,2,315,3243
2011,3,15,219
2011,10,161,2033
2011,5,131,9005
2011,1,788,4891
2011,20,33,102
2011,6,122,193
2011,4,3142,6147
2011,11,4059,5536
2011,4,15,169
2011,6,19,1698
2011,6,19,768
2011,3,34,89
2011,4,602,3723
2011,4,267,655
2011,2,57,404
2011,3,93,158
2011,11,15,18
2011,11,13,15
2011,2,3,69
2011,3,4,459
2011,9,1745,1877
2011,5,6,65
2011,6,12,284
2011,10,1281,2608
2011,11,14,18
2011,11,1383,1710
2011,3,3182,3328
2011,10,241,429
2011,2,251,1045
2011,2,354,2501
2011,2,364,6346
2011,3,20,364
2011,6,92,201
2011,8,489,1124
2011,3,2426,6233
2011,3,286,294
2011,5,575,991
2011,2,3,4
2011,1,132,849
2011,11,793,5126
2011,1,4891,17583
2011,2,69,227
2011,31,451,650
2011,4,6422,14085
2011,3,6,122
2011,4,1311,3083
2011,11,15,65
2011,7,527,7943
2011,5,2762,19893
2011,3,26,389
2011,3,15,328
2011,4,2849,8828
2011,1,4672,11242
2011,102,608,856
2011,3,652,3345
2011,7,1749,12794
2011,1433,2487,5137
2011,2,336,763
2011,2,3,1311
2011,3,15,2235
2011,5,4602,12422
2011,7,252,759
2011,7,472,2605
2011,2,407,2305
2011,5,6,19
2011,8,136,1447
2011,5,100,2399
2011,33,232,1332
2011,10,65,794
2011,6,569,768
2011,6,71,768
2011,6,42,153
2011,3,25,3170
2011,3,23,647
2011,2,3618,4625
2011,3,349,3757
2011,3,347,593
2011,4,22,274
2011,33,103,116
2011,7,175,450
2011,856,879,1433
2011,3,89,7771
2011,7,1167,19194
2011,2,3,18406
2011,8,30,2062
2011,8,257,9425
2011,1,2037,6865
2011,9,6684,13134
2011,9,419,1777
2011,1,2864,16315
2011,1,302,1836
2011,1,5869,6720
2011,9,1082,9345
2011,1,3603,4845
2011,8,257,1168
2011,8,60,242
2011,8,38,3703
2011,9,10311,10640
2011,5,1909,3613
2011,1,214,10112
2011,9,9876,13201
2011,10,701,1301
2011,4,20,13064
2011,31,1141,1626
2011,6,42,1008
2011,1,85,5088
2011,7,22,212
2011,4,166,568
2011,11,13,159
2011,2,65,360
2011,11,90,950
2011,3,162,185
2011,3,359,2109
2011,11,65,7943
2011,3,69,14324
2011,1,46,8096
2011,3,990,2063
2011,2,360,389
2011,1,2103,4199
2011,11,1317,3359
2011,3,568,3823
2011,1,73,320
2011,31,114,220
2011,9,2697,6607
2011,9,112,4274
2012,3,339,433
2012,3,4,230
2012,6,71,2614
2012,7,593,757
2012,3,15,294
2012,4,36,188
2012,10,2898,5370
2012,7,26,17698
2012,5,34,2858
2012,4,47,542
2012,6,115,299
2012,6,17,23
2012,6,230,3569
2012,6,26,115
2012,3,251,1752
2012,6,71,201
2012,11,117,950
2012,3,1900,15009
2012,5,145,469
2012,3,89,109
2012,5,6728,8901
2012,3,1099,5462
2012,9,11594,16730
2012,2,158,188
2012,31,1094,3066
2012,33,420,3587
2012,3,337,3133
2012,2,303,556
2012,11,644,809
2012,11,631,950
2012,5,662,1988
2012,9,651,2683
2012,4,152,169
2012,33,343,764
2012,3,89,201
2012,2,1045,2744
2012,2,171,360
2012,6,171,901
2012,2,3,4982
2012,6,171,17727
2012,4,135,982
2012,2,58,1540
2012,3,7,18421
2012,6,568,15454
2012,2,12,157
2012,3,2526,3682
2012,2,3,69
2012,6,97,201
2012,5,6,53
2012,6,42,71
2012,8,38,2516
2012,3,225,1376
2012,11,22,152
2012,31,9182,10192
2012,33,169,263
2012,8,136,5576
2012,4,23,2472
2012,6,162,4864
2012,5,26,35
2012,2,2666,8042
2012,4,5170,6603
2012,4,26,389
2012,11,15,855
2012,11,377,867
2012,8,38,119
2012,5,730,1483
2012,8,46,1457
2012,9,9687,16445
2012,8,60,859
2012,4,5101,8805
2012,33,1433,2388
2012,5,65,17044
2012,8,370,1077
2012,8,560,10673
2012,11,1050,6808
2012,6,389,2151
2012,1,1992,4250
2012,10,2086,4401
2012,2,173,308
2012,3,349,2928
2012,2,159,188
2012,2,122,243
2012,2,18,778
2012,6,42,834
2012,4,988,1578
2012,33,2760,11960
2012,3,219,285
2012,2,1002,1235
2012,6,27,360
2012,8,289,1168
2012,2,11,51
2012,6,318,1166
2012,6,243,568
2012,4,569,1327
2012,1,1294,1324
2012,4,5,122
2012,2,3,482
2012,3,114,122
2012,6,26,42
2012,5,40,122
2012,7,37,44
2012,3,33,69
2012,8,257,1434
2012,10,455,5822
2012,9,640,3151
2012,7,847,929
2012,7,1357,4888
2012,31,400,1367
2012,3,53,179
2012,1,323,16709
2012,1,1873,3390
2012,10,161,177
2012,10,423,558
2012,5,796,19054
2012,8,1711,1830
2012,8,60,4002
2012,6,19,42
2012,8,64,901
2012,9,45,1082
2012,10,198,1281
2012,2,994,1210
2012,6,1166,11687
2012,33,1175,3683
2012,11,12,3653
2012,3,20,1032
2012,6,65,201
2012,4,27,655
2012,2,166,1030
2012,33,377,675
2012,3,127,276
2012,6,89,122
2012,6,35,122
2012,5,6647,10561
2012,5,665,2525
2012,9,65,332
2012,2,3,20
2012,4,1706,5098
2012,7,109,153
2012,33,47,524
2012,11,251,3832
2012,33,223,2562
2012,5,44,236
2012,4,41,194
2012,9,444,5006
2012,4,328,1449
2012,6,97,108
2012,6,42,122
2012,6,122,6712
2012,2,42,67
2012,11,183,1050
2012,11,5368,7190
2012,3,89,131
2012,6,37,92
2012,2,5,1790
2012,4,6,130
2012,4,5,18
2012,2,19,109
2012,6,201,568
2012,2,1401,3421
2012,6,51,122
2012,5,4075,11273
2012,2,69,360
2012,6,122,13622
2012,4,53,679
2012,6,36,4181
2012,2,13,15
2012,8,1087,1250
2012,2,794,10155
2012,3,65,890
2012,8,91,198
2012,31,129,14270
2012,5,332,7591
2012,9,24,706
2012,10,203,1028
2012,9,134,508
2012,1,836,1208
2012,10,550,940
2012,5,4423,10629
2012,7,337,460
2012,2,186,294
2012,2,690,953
2012,31,192,1290
2012,2,3,2155
2012,5,26,153
2012,3,333,920
2012,1,2864,17904
2012,5,7,121
2012,8,2512,8007
2012,2,15,829
2012,7,116,202
2012,2,823,1569
2012,7,41,3511
2012,10,144,1139
2012,11,631,2145
2012,7,175,1234
2012,2,647,797
2012,4,58,797
2012,4,77,19170
2012,8,119,1872
2012,1,2040,3567
2012,8,814,13685
2012,8,45,522
2012,1,491,598
2012,7,274,868
2012,2,227,442
2012,31,685,4576
2012,5,1659,3323
2012,6,201,6146
2012,8,211,242
2012,2,3,700
2012,8,481,1298
2012,8,98,714
2012,10,76,2059
2012,1,73,1776
2012,8,172,487
2012,8,60,5107
2012,9,45,3078
2012,1,1606,8049
2012,8,38,136
2012,10,343,2233
2012,1,2486,4195
2012,9,6040,7680
2012,1,537,10332
2012,10,703,2931
2012,4,672,753
2012,6,19,286
2012,9,2382,5695
2012,9,1642,16995
2012,8,1127,4860
2012,6,89,230
2012,11,896,3919
2012,11,13,1107
2012,1,327,1120
2012,3,154,7318
2012,6,153,768
2012,3,13,1982
2012,2,57,3309
2012,11,15,7347
2012,5,1185,4980
2012,11,55,5543
2012,4,4,35
2012,4,11,90
2012,6,12,52
2012,7,18,665
2012,11,65,90
2012,1,803,12868
2012,2,3,5
2012,8,104,714
2012,3,20,124
2012,5,50,1107
2012,6,97,1750
2012,4,35,93
2012,3,7720,16006
2012,5,1821,4204
2012,2,3,12680
2012,6,109,171
2012,6,276,7743
2012,9,743,7920
2012,2,3,354
2012,8,38,362
2012,8,38,91
2012,8,78,1190
2012,9,558,1012
2012,8,72,1236
2012,8,30,477
2012,31,2467,5042
2012,10,161,13263
2012,9,4527,6348
2012,9,1284,1924
2012,15,33,113
2012,10,33,5432
2012,1,425,2263
2012,8,471,1434
2012,6,42,152
2012,4,499,1313
2012,33,414,517
2012,2,47,193
2012,7,67,318
2012,13,33,499
2012,2,14,25
2012,8,88,483
2012,11,55,686
2012,9,64,5897
2012,2,15,58
2012,33,55,186
2012,8,1715,2272
2012,33,179,215
2012,1,1202,12240
2012,11,1074,2601
2012,24,31,240
2012,31,293,6890
2012,4,110,175
2012,10,1667,2086
2012,5,24,196
2012,7,23,855
2012,8,545,1598
2012,10,3371,5513
2012,31,290,2598
2012,31,605,940
2012,31,236,2856
2012,8,78,163
2012,3,144,230
2012,8,221,309
2012,10,716,7039
2012,9,119,177
2012,6,23,49
2012,5,92,124
2012,3,124,201
2012,2,20,1357
2012,7,190,706
2012,4,188,5212
2012,2,15,1521
2012,9,798,1174
2012,6,42,389
2012,8,1241,3165
2012,7,14,44
2012,9,1713,4712
2012,33,7884,9498
2012,10,463,2828
2012,5,857,1971
2012,4,33,1526
2012,7,153,2514
2012,4,1245,18289
2012,31,76,15912
2012,10,264,1598
2012,2,71,1357
2012,9,915,6572
2012,10,942,6511
2012,9,253,11641
2012,8,558,956
2012,8,177,848
2012,9,64,1269
2012,9,1405,19854
2012,3,778,11831
2012,2,482,3382
2012,6,19,65
2012,7,13,328
2012,4,118,312
2012,8,72,405
2012,33,4419,7879
2012,10,706,1281
2012,33,125,1074
2012,3,115,14361
2012,5,52,542
2012,4,124,230
2012,4,19,910
2012,10,826,995
2012,7,318,759
2012,2,552,2023
2012,5,19,8099
2012,2,11,2997
2012,9,210,470
2012,1,960,7833
2012,9,661,743
2012,8,370,545
2012,31,64,224
2012,3,829,1258
2012,4,15,22
2012,9,500,1525
2012,5,55,103
2012,4,171,6055
2012,1,659,1554
2012,2,388,690
2012,3,17,4865
2012,4,33,662
2012,9,351,2600
2012,3,12,1727
2012,5,53,301
2012,3,292,458
2012,10,4383,13574
2012,3,115,11976
2012,16,31,1454
2012,5,568,5557
2012,2,50,69
2012,10,264,16504
2012,4,33,571
2012,2,3,569
2012,3,35,8543
2012,3,89,1362
2012,2,4,243
2012,3,69,190
2012,8,91,448
2012,3,11,377
2012,10,460,3573
2012,7,2212,5055
2012,3,3006,5135
2012,31,2297,7764
2012,6,71,1059
2012,8,451,974
2012,3,421,3338
2012,4,55,1199
2012,8,139,522
2012,4,274,293
2012,10,1938,4511
2012,33,1258,1665
2012,6,35,171
2012,2,3,1110
2012,3,276,5011
2012,6,97,593
2012,6,42,92
2012,3,69,1002
2012,11,47,65
2012,3,574,1203
2012,4,171,441
2012,21,33,169
2012,8,731,5400
2012,3,23,89
2012,2,49,1433
2012,6,1216,1491
2012,3,127,269
2012,5,1796,11111
2012,2,51,96
2012,9,302,2003
2012,6,71,431
2012,5,11,375
2012,2,2586,19374
2012,6,51,71
2012,6,507,941
2012,1,3337,5845
2012,10,451,604
2012,1,269,1006
2012,1,842,10978
2012,9,112,535
2012,8,10353,19176
2012,10,429,650
2012,16,21,31
2012,11,612,11341
2012,11,183,251
2012,3,151,315
2012,5,20,292
2012,10,104,14382
2012,7,2525,9361
2012,10,730,2608
2012,4,6322,14629
2012,5,11,1258
2012,3,476,2070
2012,7,150,160
2012,11,15,1050
2012,11,1042,1050
2012,2,3,188
2012,8,156,3166
2012,2,151,3143
2012,3,90,3231
2012,2,47,354
2012,5,615,5797
2012,6,19,299
2012,2,262,406
2012,3,6,1107
2012,6,171,201
2012,3,1666,9051
2012,33,154,1280
2012,9,973,9547
2012,3,4714,15266
2012,9,997,11589
2012,11,13,1507
2012,7,294,19621
2012,8,101,9993
2012,7,1007,10055
2012,11,831,1522
2012,6,201,988
2012,11,612,1522
2012,8,1127,9571
2012,2,23,794
2012,4,247,708
2012,2,93,2910
2012,10,2710,12131
2012,10,266,2314
2012,1,16,460
2012,5,18,3257
2012,7,895,2345
2012,3,152,354
2012,5,1045,2469
2012,4,15,1595
2012,2,8292,12329
2012,8,307,6119
2012,10,264,666
2012,2,498,6811
2012,5,33,34
2012,8,8406,11775
2012,31,300,1695
2012,33,193,3164
2012,9,725,10164
2012,4,49,90
2012,5,219,285
2012,7,304,1117
2012,5,42,276
2012,8,139,2694
2012,4,274,571
2012,2,193,1358
2012,3,158,739
2012,33,2962,13220
2012,10,1743,4052
2012,4,52,823
2012,7,15,99
2012,2,3,111
2012,8,1190,4587
2012,2,227,2181
2012,4,27,652
2012,25,33,146
2012,2,3,594
2012,7,12,1129
2012,2,3,22
2012,13,33,219
2012,2,14,11686
2012,31,1044,1767
2012,6,28,173
2012,9,9340,15330
2012,10,1620,5378
2012,1,320,3751
2012,8,1838,2815
2012,1,726,760
2012,8,460,1836
2012,8,38,8489
2012,8,213,3597
2012,8,1877,5176
2012,1,1546,3327
2012,8,213,8860
2012,10,287,3388
2012,7,286,1932
2012,9,5786,11186
2012,33,177,733
2012,1,1662,2864
2012,9,50,592
2012,8,38,307
2012,10,144,5560
2012,8,30,807
2012,3,1510,3153
2012,3,496,2269
2012,8,370,4243
2012,1,467,2158
2012,2,113,223
2012,33,675,8125
2012,4,232,445
2012,11,13,4348
2012,9,45,1389
2012,6,19,295
2012,3,850,9649
2012,1,206,320
2012,11,102,767
2012,2,295,3291
2012,5,51,274
2012,5,79,97
2012,5,286,2063
2012,11,102,644
2012,11,13,753
2012,5,1167,9324
2012,1,128,541
2012,8,59,732
2012,8,298,2233
2012,9,260,645
2012,1,1537,1657
2013,3,22,1720
2013,4,1619,3207
2013,2,34,4226
2013,3,13,6320
2013,3,27,69
2013,33,764,864
2013,6,737,746
2013,2,361,890
2013,33,173,507
2013,2,66,794
2013,3,96,3338
2013,2,18,361
2013,3,158,3266
2013,2,66,90
2013,11,37,512
2013,11,185,1014
2013,6,201,681
2013,6,5067,9391
2013,5,235,3593
2013,4,202,11601
2013,6,63,109
2013,3,179,5784
2013,4,196,1476
2013,8,1726,3102
2013,3,34,93
2013,4,2057,5441
2013,11,223,759
2013,11,15,644
2013,11,90,5178
2013,9,621,1284
2013,33,196,872
2013,2,196,1265
2013,4,56,141
2013,4,3609,19139
2013,7,985,1354
2013,8,30,4658
2013,33,764,14588
2013,2,43,1401
2013,4,168,1784
2013,4,33,2064
2013,3,66,396
2013,4,6,3754
2013,4,41,7773
2013,6,66,193
2013,6,66,201
2013,6,434,1772
2013,6,89,441
2013,8,1479,4299
2013,4,37,5801
2013,3,817,6097
2013,6,111,349
2013,6,248,434
2013,4,58,381
2013,8,38,2516
2013,4,227,2190
2013,33,2109,3999
2013,8,136,149
2013,5,49,1988
2013,8,1157,4607
2013,8,211,1044
2013,8,91,824
2013,33,219,1339
2013,11,927,3198
2013,8,106,1435
2013,1,958,5640
2013,3,158,3247
2013,8,573,605
2013,8,98,15261
2013,1,3865,8860
2013,8,220,650
2013,2,273,601
2013,33,3448,9506
2013,33,219,2681
2013,33,1153,1512
2013,1,1023,9207
2013,5,35,158
2013,2,1019,4537
2013,8,30,98
2013,4,3141,6588
2013,10,211,2059
2013,11,15,37
2013,4,50,570
2013,6,63,142
2013,4,63,142
2013,11,37,855
2013,5,67,534
2013,2,11,13
2013,6,534,1059
2013,2,14,124
2013,2,3,2064
2013,33,336,778
2013,2,4708,5739
2013,7,66,67
2013,3,20,442
2013,2,20,188
2013,4,15,1785
2013,4,69,534
2013,31,136,2477
2013,9,45,3186
2013,8,1127,4192
2013,5,348,387
2013,7,1007,3805
2013,11,843,18377
2013,8,38,605
2013,8,60,984
2013,8,398,4115
2013,8,1734,1860
2013,31,80,1020
2013,8,545,7259
2013,8,694,1850
2013,1,214,1037
2013,9,4365,12448
2013,2,176,618
2013,3,58,1306
2013,11,22,2239
2013,5,31,745
2013,3,472,3653
2013,3,69,96
2013,6,41,765
2013,3,371,920
2013,6,122,248
2013,2,194,1792
2013,3,11,13
2013,5,151,1030
2013,11,12,644
2013,27,33,113
2013,11,4421,9784
2013,11,1855,3519
2013,2,1255,1401
2013,4,28,135
2013,7,1403,6839
2013,2,227,3742
2013,4,34,1058
2013,6,56,141
2013,3,12010,16945
2013,7,367,4502
2013,33,439,1370
2013,4,663,2816
2013,2,168,336
2013,5,5129,14834
2013,4,496,5821
2013,3,201,2064
2013,33,55,2026
2013,4,5,13
2013,6,12,122
2013,6,12,534
2013,33,113,223
2013,33,1280,1746
2013,2,6,122
2013,2,3504,7935
2013,3,34,154
2013,33,227,491
2013,2,3681,11397
2013,6,768,1138
2013,2,56,141
2013,4,2216,5492
2013,3,404,938
2013,2,3,5937
2013,2,823,1552
2013,6,109,534
2013,33,2216,7072
2013,5,113,13802
2013,7,124,288
2013,6,71,1848
2013,3,27,5258
2013,11,686,1879
2013,8,864,2777
2013,8,3377,15585
2013,7,41,1243
2013,31,205,851
2013,1,2449,19273
2013,5,113,5783
2013,8,136,545
2013,8,1434,1799
2013,7,337,460
2013,11,1042,17682
2013,2,333,1337
2013,11,1977,6629
2013,8,1347,9050
2013,5,251,2157
2013,6,201,248
2013,10,177,790
2013,3,4,169
2013,11,10549,16485
2013,7,37,181
2013,8,814,2281
2013,4,90,219
2013,3,197,274
2013,8,1883,3991
2013,8,172,1715
2013,1,1302,8531
2013,8,637,731
2013,1,356,719
2013,1,54,61
2013,8,1435,3093
2013,31,64,3775
2013,10,2380,4299
2013,3,34,36
2013,8,501,2203
2013,8,38,1158
2013,31,76,317
2013,8,78,558
2013,1,537,1492
2013,9,265,15181
2013,33,337,3162
2013,10,455,16100
2013,3,124,166
2013,11,15,9073
2013,11,102,2351
2013,3,4801,7933
2013,2,12,1136
2013,9,661,743
2013,2,3,69
2013,3,5,24
2013,11,382,472
2013,10,570,590
2013,11,13,8741
2013,11,4416,7480
2013,11,39,3074
2013,4,110,4960
2013,3,52,171
2013,7,69,951
2013,6,681,1665
2013,2,450,4132
2013,2,63,142
2013,11,414,2428
2013,11,90,121
2013,11,846,934
2013,11,524,9184
2013,4,43,3665
2013,3,15,69
2013,2,20,227
2013,10,871,4438
2013,1,5576,6106
2013,3,556,2024
2013,2,6,97
2013,4,3517,9476
2013,3,15,169
2013,2,96,988
2013,8,105,136
2013,5,475,1511
2013,9,743,1894
2013,3,99,1463
2013,2,230,14675
2013,33,47,186
2013,9,2937,13386
2013,8,501,2840
2013,1,320,1113
2013,11,856,1879
2013,5,1902,4424
2013,11,13,753
2013,33,186,223
2013,33,69,294
2013,8,1298,1434
2013,8,1434,7945
2013,4,1074,1964
2013,3,14070,18484
2013,8,737,1438
2013,8,139,5331
2013,8,1360,8717
2013,8,945,6878
2013,8,832,887
2013,4,239,5975
2013,10,156,451
2013,31,1382,3761
2013,6,288,13148
2013,10,203,266
2013,31,4065,9793
2013,8,1044,1360
2013,10,182,455
2013,31,64,16903
2013,10,698,3040
2013,18,33,458
2013,7,171,3184
2013,16,31,291
2013,31,463,605
2013,6,540,1932
2013,6,23,158
2013,8,172,471
2013,5,4384,5018
2013,9,1419,1642
2013,10,1048,3205
2013,7,318,1357
2013,9,302,474
2013,10,1572,2513
2013,10,30,555
2013,8,226,956
2013,3,5656,6322
2013,3,1441,1607
2013,4,28,124
2013,8,650,1414
2013,7,201,12061
2013,2,151,294
2013,8,545,861
2013,10,220,224
2013,3,103,2026
2013,2,75,3666
2013,31,76,696
2013,2,52,4545
2013,3,22,614
2013,7,44,181
2013,1,1172,3100
2013,1,73,2643
2013,5,3091,5095
2013,608,1433,3723
2013,1,280,390
2013,1,281,10348
2013,7,3521,7882
2013,11,13,6123
2013,4,2532,2577
2013,5,646,2127
2013,5,13,5863
2013,6,13,472
2013,8,156,217
2013,4,11,90
2013,380,1433,5606
2013,6,53,63
2013,3,89,850
2013,1,576,1641
2013,3,542,3964
2013,5,520,569
2013,4,13,542
2013,3,13,90
2013,3,890,6031
2013,2,1373,4748
2013,2,194,1773
2013,7,504,1399
2013,9,416,1405
2013,8,198,1290
2013,21,31,2477
2013,10,104,998
2013,31,64,860
2013,10,104,1606
2013,10,1624,2432
2013,9,2688,14349
2013,9,416,8288
2013,8,483,526
2013,8,1447,1624
2013,4,1467,2617
2013,3,1019,4976
2013,33,266,359
2013,3,5,147
2013,3,37,412
2013,3,240,1845
2013,5,47,56
2013,9,5414,5558
2013,11,1522,17790
2013,5,575,825
2013,2,12,1310
2013,2,43,1002
2013,4,817,2428
2013,4,67,248
2013,33,151,251
2013,6,2338,6603
2013,3,110,1085
2013,4,15,53
2013,8,76,1703
2013,10,650,9010
2013,31,2340,7121
2013,4,2472,2647
2013,5,630,1433
2013,6,17,23
2013,11,47,75
2013,2,681,792
2013,6,25,63
2013,16,31,1141
2013,3,989,1182
2013,6,66,512
2013,2,36,299
2013,653,1433,3326
2013,4,17,118
2013,6,12,180
2013,10,4383,9388
2013,33,70,17884
2013,6,173,380
2013,3,19,752
2013,10,29,264
2013,2,2479,5544
2013,6,26,1955
2013,3,405,442
2013,3,5637,5742
2013,2,22,151
2013,6,32,69
2013,8,21,464
2013,6,248,540
2013,2,3,66
2013,4,99,1761
2013,6,13,66
2013,2,3,20
2013,6,79,507
2013,3,2479,2567
2013,3,18,11811
2013,8,257,728
2013,10,91,4137
2013,9,137,1740
2013,9,6608,19075
2013,31,64,220
2013,9,5703,17692
