orgnid,keyword1,keyword2,keyword3
201214,11,615,1050
201214,11,615,4611
201214,1,4640,6846
201214,5,11,262
201214,6,201,2133
201214,10,511,1103
201214,11,18,876
201214,6,93,201
201214,6,56,141
201214,3,990,2012
201214,3,28,559
201214,6,42,434
201214,2,262,1790
201214,7,479,17362
400018,7,223,1914
400018,5,25,1665
400018,27,31,269
400018,2,912,988
400018,2,34,2225
400018,3,262,1681
400018,2,4261,8424
400018,2,121,125
400018,11,13,18683
400018,1,426,8467
400018,8,4284,9925
400018,3,27,71
400018,10,98,481
400018,10,2392,5210
400018,3,266,733
400018,7,15,262
400018,1,2664,7549
400018,6,56,84
400018,6,79,97
400018,4,89,3120
400018,7,328,406
400018,5,170,3885
400018,4,169,3757
400018,4,170,12286
400018,2,34,303
400018,4,2786,3184
100152,4,4484,7646
100152,7,130,608
100152,33,133,18870
100152,9,54,278
100152,5,5609,6718
100152,33,79,335
100152,3,15,69
100152,33,70,414
100152,5,150,479
100152,2,18,69
100152,2,3,28
100152,10,10362,16663
100152,11,47,84
100152,1,2283,2450
100152,5,125,11107
100152,7,168,3570
100152,2,171,243
100152,5,1415,6134
100152,4,4310,14119
100152,2,27,1109
100152,2,354,2526
100152,7,1651,2839
100152,9,1664,2372
100152,3,20,28
100152,2,53,2469
100152,10,2574,3034
100152,8,306,592
100152,6,42,1166
100152,5,48,4588
100152,1,1336,4093
100152,2,1651,2780
100152,6,42,201
100152,7,472,608
100152,4,655,4930
100152,5,34,4226
100152,4,811,1775
100152,2,188,7239
100152,10,455,1743
100152,31,2382,2384
100152,11,382,2280
100152,2,3,49
100152,8,545,1877
100152,3,219,510
100152,8,519,3013
100152,2,1235,2906
100152,7,47,15257
100152,7,720,1293
201260,4,17,199
201260,10,88,144
201260,7,86,135
201260,1,3979,5333
201260,9,253,368
201260,10,104,164
201260,3,20,962
201260,8,736,1290
201260,8,650,14586
201260,8,307,1479
201260,8,38,2040
201260,8,11772,18868
100063,8,1458,6600
100063,8,88,11189
100063,8,1458,2544
100081,1,3387,9147
100081,8,3577,7399
100081,8,10,800
100219,2,22,96
100219,5,366,5617
100219,1,344,581
100219,1,320,10095
100219,11,170,15979
100219,2,13,47
100219,4,66,559
100219,8,213,230
100219,11,13,4639
100219,10,519,772
100219,2,63,142
100219,3,39,215
100219,9,500,926
100219,6,63,142
100219,4,89,421
100219,5,538,1205
100219,7,408,4542
100300,8,1077,1269
100300,9,997,2697
100300,8,177,2708
100027,4,1066,16625
100027,11,87,1050
100027,8,30,334
100027,5,641,12678
100027,8,21,840
100027,5,6,230
100027,11,875,5784
100027,11,829,1595
100027,11,102,3514
100027,4,1659,4303
100027,33,70,473
100027,5,4563,5143
100027,5,208,6576
100027,2,42,67
100027,5,66,2470
100027,5,17,157
100027,33,47,752
100027,1,16073,19952
100027,5,117,305
100027,5,100,1000
100027,4,243,937
100027,4,44,56
100027,4,96,8701
100027,6,63,142
100027,6,434,15454
100027,10,177,4307
100027,33,227,4271
100027,8,3489,10521
100027,4,6,234
100027,11,90,631
100027,6,42,63
100027,4,49,2514
100027,2,6,1397
100027,4,903,2378
100027,5,42,339
100027,4,43,49
100027,2,294,2030
100027,18,33,1761
100027,5,131,7470
100027,33,36,49
100027,7,12,90
100027,33,34,173
100027,4,145,317
100027,33,113,3156
100027,4,456,1491
100027,1,3759,18772
100027,1,845,15461
100027,4,735,759
100027,11,152,176
100027,8,1114,10818
100027,2,14,69
100027,7,223,450
100027,2,227,855
100027,4,8,420
100027,1,2103,3774
100027,4,270,1673
100027,5,1218,5161
100027,11,183,1871
100027,10,374,995
100027,7,90,944
100027,2,588,7239
100027,2,52,97
100027,5,202,15364
100404,1,11,927
100404,10,200,363
100404,8,139,560
100404,3,294,3630
100404,8,98,5814
100404,3,69,406
100404,1,2888,7256
100404,4,90,602
100404,8,3779,9026
100404,11,207,700
201243,3,13,249
201243,2,42,6603
201243,1,174,533
201243,2,388,690
201243,3,4,12
201243,3,69,407
201243,3,35,534
201243,10,266,432
201243,4,219,1682
201243,2,1244,2436
201243,4,44,4370
201243,11,938,1258
201243,6,56,141
201243,5,1900,10461
201243,9,72,725
201243,11,4801,9797
201243,4,22,251
201243,13,33,90
201243,2,188,243
201243,10,1028,1178
201243,6,12,26
201243,2,14,183
201243,8,2576,3474
201243,2,52,1019
201243,4,66,97
201243,6,42,434
201243,3,2128,3062
201243,5,276,1750
201243,8,217,526
201243,3,56,89
100111,9,4176,7819
100111,9,7690,19840
100111,5,1362,7167
100111,31,216,240
100111,7,86,95
100111,7,41,86
100111,7,1733,3860
100111,2,443,1326
100111,9,10,7853
100111,5,13404,16442
100111,5,678,819
100111,7,175,7453
100111,5,5294,17554
100112,1,2899,16882
100112,10,730,1359
100112,8,1216,16364
100112,5,14,190
200654,10,242,1298
200654,1,7143,17033
200654,1,578,5944
200654,1,2211,2964
200654,1,2211,7880
200654,10,952,14377
200654,7,130,8296
200654,9,138,10316
200654,8,21,1434
201016,6,201,276
201016,6,108,234
201016,33,113,237
201016,33,223,1175
201016,33,675,894
201016,33,227,792
201016,4,1265,6651
201016,4,6,396
201016,11,15,473
201016,6,42,66
201016,2,66,601
201016,3,12,1698
201016,33,43,100
201016,5,122,9094
201016,5,1519,3432
201016,6,201,2064
201016,11,1415,7946
201016,6,51,66
201016,5,3121,11560
201016,6,26,234
201016,5,885,944
201016,33,37,4960
201016,2,33,3957
201016,1,1648,2754
201016,3,17,476
201016,4,17,42
201016,4,51,715
201016,3,52,56
201016,7,243,2210
201016,6,534,3471
201016,4,66,97
201016,2,66,243
201016,6,341,534
201016,6,42,568
201016,2,4,92
201016,2,3,568
201016,4,5362,6354
100073,7,86,1357
100073,7,86,266
100073,2,3,188
100296,8,525,11068
100296,9,172,6703
100296,8,2853,3758
100296,11,102,343
100296,31,2085,2477
100296,10,5331,5456
100296,2,20,252
100296,11,5700,14372
100296,8,21,104
100296,5,55,2026
100296,4,205,449
100296,7,3154,9988
100296,8,10,1077
100296,2,14,5002
100296,11,12,43
100296,5,407,1962
100296,6,263,482
100296,5,186,625
100296,11,333,1855
100296,11,1008,3153
100296,11,13,1017
100296,2,22,1333
100296,2,3083,6358
100296,4,5,14
100296,3,89,1959
100296,4,179,10634
100296,2,183,16625
100296,7,41,410
100296,5,9287,13894
100296,11,5321,6887
100296,1,2964,7880
100296,9,8222,16865
100296,1,1329,2964
100296,11,32,102
100296,2,4,27
100296,33,203,461
100296,8,21,732
100296,8,483,721
100296,11,121,270
100296,10,264,3364
100296,2,56,110
100296,5,1921,2271
100296,8,60,242
100296,5,318,1041
100296,7,450,875
100296,5,67,134
100296,3,99,6946
100296,6,347,434
100296,11,183,1522
100296,1,356,1573
100296,4,223,894
100296,10,2558,3364
100296,2,15,22
100044,1,6035,17904
201180,9,250,561
201180,1,491,2450
201180,1,320,4165
201180,8,2339,3489
201180,10,114,455
100114,1,422,865
100114,8,21,424
100114,9,98,104
100114,8,2132,3573
100114,1,140,3150
100114,1,320,6625
100114,1,228,10077
100070,1,1567,2764
100070,9,284,416
100070,1,2953,3413
100113,10,264,4978
100113,33,106,314
100113,1,521,6795
100113,2,118,312
100113,3,237,4166
100113,7,44,570
100113,11,13,5653
100113,2,312,3315
100113,3,125,510
100113,7,56,141
100113,7,206,288
100113,4,35,43
100113,4,269,349
100113,33,681,1129
100113,10,213,813
100113,11,13,5433
100113,4,3970,7848
100113,11,51,90
100113,2,26,2459
100113,6,66,4384
100113,2,3344,4947
100113,2,34,434
100113,4,127,349
100113,3,735,1068
100113,7,130,1117
100113,4,63,127
100113,9,4985,18504
100113,4,993,1237
100113,2,69,1203
100113,5,23,472
100113,7,3503,4215
201149,1,960,3751
201149,8,1157,2815
201149,10,30,721
201149,8,4277,16262
100391,11,33,152
100391,33,47,55
100391,2,33,593
100391,13,33,186
100391,33,1656,1968
100391,33,113,1510
100391,2,433,434
100391,7,485,18356
100391,33,499,7382
100391,2,686,823
100391,4,49,8152
100391,10,177,264
100391,10,555,4219
100391,8,487,814
100391,1,61,723
100330,8,1458,3703
100330,31,64,940
100330,10,217,12398
100330,8,98,928
100330,7,124,175
100330,10,266,461
100330,10,264,5029
100461,33,6914,13407
100461,4,847,1761
100461,2,7,110
100461,5,134,216
100461,4,27,396
100461,5,117,575
100461,10,236,698
100461,7,23,124
100461,5,158,9705
100461,1,3337,5779
100461,7,14,644
100461,7,41,44
100461,1,514,11949
100461,9,326,1382
100461,5,1761,3768
100461,5,10676,16346
100461,33,329,4584
100461,8,605,1549
100453,10,220,429
100453,5,58,19607
100453,7,2268,5368
100453,1,5094,6709
100453,8,289,2411
100453,10,21,156
100453,8,984,1549
100453,8,7047,7666
100453,8,211,1434
100453,7,14,20
100453,10,126,265
100453,10,1743,3420
100453,10,2575,7171
200625,4,121,230
200625,4,124,418
200625,1,1744,3430
200625,5,6,17
200625,1,345,1926
200625,6,230,2904
200625,1,1003,5795
200625,1,506,1592
200625,5,542,5935
200625,1,323,345
200625,33,819,5833
200625,4,5,569
200625,3,63,89
200625,1,174,402
200625,4,49,8805
200625,5,35,2863
200625,3,1194,1785
200625,8,2588,16809
200625,4,12,197
100057,9,2001,14868
100057,10,1833,7741
100057,1,803,9977
100057,8,136,5244
100057,8,136,1157
100057,1,320,1240
100181,33,864,3517
100181,8,5359,7222
100181,13,33,11097
100181,2,285,988
100181,9,4767,12366
100181,4,63,124
100181,8,24,6826
100181,2,3,684
100181,33,102,667
100181,5,681,1429
100181,4,12,109
100181,4,69,1397
100181,4,90,219
100181,4,1680,5357
100181,5,6066,12714
100181,4,1019,4064
100181,3,237,442
100181,11,87,123
100181,3,44,417
100181,10,236,952
100181,4,1513,2288
100181,8,21,220
100181,10,730,1838
100181,5,159,703
100181,11,2193,4065
100181,3,409,1205
100181,4,49,662
100181,6,17,56
100181,4,1074,2288
100181,1,1657,9591
201361,6,20,234
201361,6,66,173
201361,4,6,26
201361,10,379,455
201361,4,921,1064
201361,7,236,304
201361,10,114,182
201361,33,186,1600
201361,2,6,53
201361,5,86,929
201361,2,1963,12061
201361,33,484,1278
201361,6,66,8535
201361,33,227,2291
201361,33,219,1752
201361,5,2133,2447
201361,4,97,601
201361,1,61,651
201361,33,179,11238
201361,2,3832,8045
201361,4,366,3525
201361,6,93,540
201361,3,63,142
201361,5,14,421
201361,5,41,100
201361,7,922,1694
201361,5,86,5449
201361,4,540,2614
201361,6,66,507
201361,49,1433,1706
201361,11,176,183
201361,4,7,36
201361,5,37,909
201361,2,33,160
201361,4,125,1487
201361,10,53,455
201361,2,601,2948
201361,4,26,11809
201361,2,2298,2623
201361,5,437,8828
201361,6,299,434
201361,5,680,4352
201361,4,12,274
201361,8,139,18364
201361,7,48,4605
201393,8,6708,13506
201393,1,659,4940
201393,1,231,8346
201393,1,345,3337
201393,1,3237,3594
201393,1,140,345
201393,1,140,1657
201393,9,461,12087
201393,1,46,468
201393,1,1509,4640
201393,9,2940,12087
100241,9,4004,14832
100241,8,169,4763
100241,9,278,648
100241,8,172,424
100241,1,5977,10335
100241,4,1243,1499
100241,10,126,374
100241,1,2635,7971
100241,9,46,506
100241,8,1795,1877
100241,9,926,6406
100241,9,1003,8915
201214,4,993,3959
201214,5,1365,5621
201214,2,102,1523
201214,2,146,6022
201214,7,2920,4120
201214,10,5210,13069
201214,31,426,968
201214,7,328,3317
201214,10,448,2059
201214,8,78,732
201214,8,1427,1790
201214,4,43,2291
201214,3,17,133
201214,11,18,5544
201214,3,22,315
201214,2,186,753
201214,1,345,5795
201214,2,1404,6126
201214,4,175,223
201214,11,127,1050
201214,4,12,53
201214,5,11,25
201214,8,119,732
201214,11,102,3803
201214,9,1568,6911
201214,1,10873,16974
201214,11,3125,19321
201214,1,1740,2634
201214,7,22,44
201214,6,42,234
201214,4,249,620
201214,4,58,3257
201214,10,1281,7402
201214,1,2811,4644
201214,4,5,69
201214,2,4,13
201214,4,388,690
201214,4,232,1074
201214,2,285,1185
201214,5,678,1007
400018,33,1019,12918
400018,7,15,56
400018,4,294,2030
400018,3,4,305
400018,6,23,42
400018,8,657,732
400018,2,12,1397
400018,1,4994,13821
400018,6,56,109
400018,7,3702,17311
400018,7,41,86
400018,5,12936,13245
400018,33,193,2388
400018,4,305,1245
400018,4,121,538
400018,4,179,303
400018,3,20,2298
400018,4,161,321
400018,1,1827,9605
400018,5,944,1885
100152,5,389,1594
100152,2,5674,18770
100152,10,781,800
100152,24,31,685
100152,4,13,625
100152,5,457,5881
100152,9,4323,4763
100152,5,196,407
100152,2,367,821
100152,5,26,1065
100152,1,378,2054
100152,6,56,93
100152,4,35,1569
100152,4,43,196
100152,4,35,43
100152,2,4683,5022
100152,4,450,1182
100152,8,241,967
100152,7,90,1653
100152,5,44,272
100152,8,3262,11619
100152,5,110,318
100152,1,73,1991
100152,1,808,2211
100152,5,754,1812
100152,8,38,149
100152,31,76,3716
100152,31,291,800
100152,2,817,2086
100152,2,3,19
100152,8,1458,3703
100152,2,13,285
100152,4,65,716
100152,4,5,546
100152,5,114,8200
100152,7,583,878
100152,1,8445,11268
100152,2,69,5853
100152,6,34,56
100152,2,349,840
100152,33,1540,11132
100152,5,39,6589
100152,8,1732,2203
100152,7,43,1507
100152,7,41,44
100152,2,12,2802
100152,10,21,1843
100152,2,404,763
100152,5,33,315
100152,11,102,4873
100152,2,190,498
100152,2,14,232
100152,31,182,2415
100152,9,293,784
100152,1,144,530
100152,5,2469,10800
100152,5,1085,1893
100152,5,4962,5294
100152,5,4369,5777
201260,9,743,1657
201260,10,31,2513
201260,5,222,305
201260,10,1263,10722
201260,8,38,928
201260,1,634,836
201260,10,216,2089
201260,10,1414,2578
201260,10,1512,10867
201260,9,250,4925
201260,5,114,318
201260,7,44,133
201260,33,177,991
201260,1,1379,14574
201260,33,2495,2777
201260,10,21,126
201260,8,657,814
201260,7,479,2381
100063,8,139,1154
100063,6,248,1000
100063,8,736,2998
100081,9,403,2493
100081,1,46,2158
100081,1,46,789
100081,1,397,2488
100081,1,537,8645
100219,5,138,1753
100219,8,1290,1298
100219,2,5037,10846
100219,1,30,530
100219,2,3,2879
100219,6,27,540
100219,11,13,202
100219,11,90,251
100219,11,17,251
100219,2,3,262
100219,4,42,66
100219,2,1333,16001
100219,5,51,205
100219,9,1111,2088
100219,1,506,3044
100219,6,17,42
100219,31,240,640
100219,9,253,8581
100219,6,27,56
100219,2,3,1308
100300,8,4851,6204
100300,8,981,1118
100300,9,16,7602
100300,9,500,2144
100300,9,2688,9047
100300,3,794,2998
100300,1,674,1407
100027,3,69,294
100027,5,796,1349
100027,2,17,243
100027,33,1433,1548
100027,2,3,1325
100027,2,197,5368
100027,6,201,385
100027,6,79,97
100027,4,303,6320
100027,8,382,478
100027,9,2707,4816
100027,1,939,5364
100027,10,554,1620
100027,10,842,1979
100027,33,270,1068
100027,7,3642,5055
100027,2,13,644
100027,3,69,6358
100027,2,69,1552
100027,2,354,10133
100027,4,18,2016
100027,2,572,588
100027,1,530,15115
100027,4,14,434
100027,1,12751,15483
100027,11,13,87
100027,2,11,625
100027,33,34,127
100027,5,472,1999
100027,4,2526,2761
100027,602,1433,5606
100027,2,285,684
100027,2,57,277
100027,4,12,79
100027,2,3,1175
100027,2,6,102
100027,6,109,7907
100027,10,3076,8585
100027,31,2131,5809
100027,5,6,63
100027,4,244,297
100027,10,200,264
100027,8,2748,4734
100027,5,308,577
100027,2,994,3345
100027,4,9319,17431
100027,11,13,175
100027,5,17,430
100027,13,33,118
100027,8,200,3392
100027,10,177,264
100027,2,118,312
100027,33,388,690
100027,6,32,37
100027,11,18,950
100027,5,272,12842
100027,11,123,9784
100027,5,100,18305
100027,2,36,546
100027,2,111,456
100027,6,1556,2619
100027,7,3697,3909
100027,4,13,7003
100027,2,34,179
100027,9,687,886
100027,10,2512,3259
100027,8,1624,6962
100027,4,49,7538
100027,2,22,179
100404,8,2935,3843
100404,33,602,1402
100404,3,135,1491
100404,4,58,8329
100404,8,289,3506
100404,9,81,101
201243,6,1022,8085
201243,1,426,4845
201243,4,215,5591
201243,3,69,333
201243,6,42,63
201243,4,185,388
201243,2,15,830
201243,3,404,442
201243,3,151,158
201243,9,481,533
201243,2,966,1698
201243,33,602,672
201243,4,243,6700
201243,4,116,205
201243,5,18,33
201243,2,15,6588
201243,4,262,406
201243,3,20,22
201243,4,485,11887
201243,3,20,151
201243,4,25,612
201243,2,442,767
201243,6,17,335
201243,2,476,2159
201243,2,11,20
201243,4,62,3330
201243,4,26,2686
201243,2,18,1325
201243,5,479,652
201243,2,3,63
201243,6,66,1000
201243,6,66,109
201243,11,13,90
201243,2,1404,2654
201243,33,90,1017
201243,2,4,188
100090,8,807,4193
100111,5,552,877
100111,4,5,2299
100111,2,4,1969
100111,7,1910,2839
100111,4,185,834
100111,6,335,655
100111,7,9233,9733
100112,1,2053,3390
100112,4,40,4308
100112,9,6175,8265
100112,7,354,1054
100112,4,53,1425
100112,1,682,5054
200654,9,6510,9778
200654,1,5230,14617
200654,10,72,226
200654,1,10469,14370
200654,7,41,2049
200654,8,4948,5752
200654,9,309,2134
200654,21,31,291
200654,7,994,2641
200654,1,29,10469
200654,8,119,1190
200654,1,9,997
200654,5,120,5650
200654,2,794,3415
200654,8,172,464
201016,11,14,152
201016,2,442,2762
201016,5,366,1089
201016,5,2047,18568
201016,5,507,882
201016,2,3,496
201016,4,175,237
201016,33,1411,1512
201016,4,13,151
201016,6,63,142
201016,4,11,4348
201016,9,4365,5660
201016,5,1370,6137
201016,5,6,534
201016,4,131,152
201016,6,153,201
201016,6,768,834
201016,6,153,349
201016,33,47,2043
201016,7,110,5670
201016,33,70,538
201016,6,79,97
201016,6,42,1022
201016,5,6,122
201016,6,14,124
201016,2,12,1512
201016,2,42,339
201016,4,239,3301
201016,2,3,52
201016,2,12,615
201016,6,35,63
201016,6,19,3039
201016,2,71,110
201016,6,153,768
201016,6,482,2680
201016,6,335,768
201016,4,1287,3679
201016,6,17,335
201016,4,3317,6758
201016,11,131,183
201016,2,35,375
201016,4,42,116
201016,4,875,1977
201016,6,17,19
201016,11,17,251
201016,2,52,188
201016,11,131,700
201016,13,14,33
201016,11,13,13850
201016,2,482,1698
201016,4,10250,11717
201016,6,17,42
201016,33,1968,10753
100073,7,40,41
100073,4,1331,3382
100296,7,166,11750
100296,2,191,1131
100296,4,102,237
100296,8,398,814
100296,2,208,1977
100296,33,420,4590
100296,5,100,572
100296,5,577,1338
100296,4,1750,16211
100296,7,7855,17039
100296,7,185,647
100296,11,18,14324
100296,3,15,11500
100296,6,482,1805
100296,5,8830,11059
100296,7,1530,1570
100296,11,612,5554
100296,33,37,662
100296,2,154,225
100296,4,41,2633
100296,11,10883,11244
100296,2,18,20
100296,1,2191,5754
100296,2,7,262
100296,7,664,4855
100296,11,252,279
100296,11,102,183
100296,8,487,1494
100296,11,32,763
100296,2,2110,2225
100044,8,241,298
201180,8,2335,2730
201180,9,452,13920
100114,9,648,2022
100114,8,1562,2163
100114,8,2544,5189
100114,8,545,5469
100114,8,136,2574
100114,1,11,304
100114,11,4814,11527
100114,8,149,2536
100070,11,102,5132
100070,8,2898,8815
100113,4,186,6304
100113,3,6905,7723
100113,4,62,7041
100113,2,22,243
100113,160,1433,9177
100113,6,52,171
100113,2,51,84
100113,7,286,8620
100113,6,37,574
100113,4,69,5709
100113,2,6594,10319
100113,4,7387,18995
100113,4,3176,5656
100113,11,183,11873
100113,6,97,653
100113,11,102,767
100113,6,303,2064
100113,2,243,1331
100113,2,3834,5012
100113,7,2572,5108
100113,5,5316,13044
100113,11,612,2567
100113,33,1402,2388
100113,5,20,1376
100113,6,385,1932
100113,6,97,2210
100113,8,144,732
100113,5,3204,18994
100113,1,330,1164
100113,8,98,4222
100113,2,43,11635
100113,11,1833,6699
100113,5,1550,11498
100113,11,12,55
100113,4,49,662
100113,33,35,622
100113,4,56,141
100113,2,151,8273
201149,9,165,416
201149,7,202,225
201149,9,24,1152
201149,9,106,18612
201149,9,1352,1525
201149,10,733,2335
201149,8,38,298
100391,5,299,1963
100391,8,464,2163
100391,1,2698,4242
100391,6,19,35
100391,10,1562,2304
100391,12,33,47
100391,2,17,33
100391,8,342,657
100391,3,150,847
100391,2,33,675
100391,10,60,220
100391,13,33,625
100391,33,215,2440
100391,33,5487,8828
100391,26,33,1022
100330,2,21,408
100330,5,632,716
100330,6,28,193
100330,11,90,3168
100330,8,545,3474
100330,31,1281,2381
100461,10,2608,5029
100461,7,3746,15102
100461,5,1220,15095
100461,4,234,834
100461,6,110,335
100461,5,18,32
100461,5,332,8330
100461,1,6894,19063
100461,7,108,125
100461,7,55,125
100461,8,824,2694
100461,5,158,19889
100461,4,15,2145
100453,2,26,1004
100453,3,69,1607
100453,10,73,156
100453,3,111,510
100453,4,5,827
100453,5,3901,5832
100453,4,1730,1750
100453,10,374,423
100453,5,53,8631
100453,2,110,456
100453,10,1743,10212
100453,10,300,779
100453,12,33,15610
100453,4,235,9898
100453,7,227,6862
100453,6,17,19
200625,1,323,3894
200625,3,124,442
200625,4,44,937
200625,3,69,219
200625,4,1690,19374
200625,2,1899,5171
200625,2,15,63
200625,8,82,324
200625,7,13,620
200625,33,410,912
200625,5,191,482
200625,6,17,162
200625,1,311,1926
200625,2,118,312
200625,7,450,3546
200625,1,3300,6996
200625,3,2501,5797
200625,1,326,345
200625,8,38,1533
100057,5,34,179
100057,9,422,2028
100057,8,4140,18211
100057,8,46,9621
100057,8,307,1799
100057,8,6068,9064
100057,8,88,291
100057,8,541,3060
100057,8,235,239
100057,8,10,91
100181,4,37,1008
100181,15,33,442
100181,4,476,602
100181,5,100,7273
100181,3,6,593
100181,4,77,146
100181,10,6750,7652
100181,8,38,1604
100181,18,20,33
100181,5,1557,3734
100181,4,89,166
100181,6,164,728
100181,8,545,3917
100181,2,12,53
100181,2,684,11524
100181,33,1017,3941
100181,1,119,1559
201361,5,114,10277
201361,5,9692,17269
201361,5,100,562
201361,5,160,929
201361,2,97,385
201361,6,56,141
201361,10,959,6902
201361,2,22,5389
201361,6,17,28
201361,2,69,5728
201361,6,36,147
201361,11,333,8165
201361,2,4,262
201361,2,47,1199
201361,4,56,67
201361,11,13,308
201361,6,66,89
201361,2,966,2138
201361,2,20,2479
201361,10,4521,16695
201361,7,179,380
201361,5,13,1602
201361,2,169,2741
201361,1,9,174
201361,11,127,169
201361,2,168,594
201361,6,66,79
201361,10,2113,2416
201361,2,197,437
201361,6,17,574
201361,7,199,668
201361,10,182,2721
201361,6,56,393
201361,2,118,312
201361,6,201,430
201361,2,7,41
201361,11,62,949
201361,4,121,361
201393,8,16,291
201393,10,281,291
201393,8,7590,8570
201393,1,2162,18829
201393,1,320,2227
201393,8,4699,7066
201393,8,3821,3955
201393,1,788,865
201393,1,917,1592
201393,1,231,14044
201393,5,274,589
201393,8,736,4135
100241,8,928,9621
100241,10,266,940
100241,10,730,5814
100241,8,687,1152
100241,9,250,1866
100241,9,126,4282
100241,8,30,236
100241,8,2088,17417
100241,9,2806,3643
100241,1,4265,13229
100241,8,3095,3377
201214,6,1166,3168
201214,3,35,5258
201214,33,55,63
201214,5,223,450
201214,3,4,69
201214,31,290,904
201214,8,1222,6027
201214,15,33,151
201214,2,151,251
201214,11,2426,11435
201214,6,93,299
201214,11,251,301
201214,3,735,3143
201214,7,175,4154
201214,11,13,625
201214,6,19,1106
201214,31,267,853
201214,3,433,3000
201214,6,201,430
201214,11,1595,5024
201214,7,36,159
201214,11,90,615
201214,5,875,1829
201214,11,388,1710
201214,7,223,328
201214,6,63,142
201214,2,472,504
201214,2,188,1404
201214,6,19,652
201214,11,1042,5398
201214,2,1255,3908
201214,2,96,6731
400018,8,489,835
400018,3,11,102
400018,4,124,169
400018,5,7,1134
400018,8,464,1799
400018,5,2958,16750
400018,11,90,197
400018,9,257,1729
400018,2,13,285
400018,11,13,3822
400018,4,4970,6095
400018,6,201,349
400018,7,14,890
400018,7,185,273
400018,7,301,2706
400018,2,9929,11370
400018,1,326,2206
400018,7,48,3909
100152,4,305,388
100152,2,3,433
100152,4,133,223
100152,2,243,546
100152,33,3155,7237
100152,4,1402,1656
100152,2,2235,4708
100152,5,191,1839
100152,8,38,136
100152,3,2802,15187
100152,8,88,1655
100152,7,1109,2120
100152,2,20,994
100152,7,4120,5125
100152,6,19,89
100152,2,2464,7933
100152,2,1199,1968
100152,2,131,406
100152,4,237,1144
100152,5,109,332
100152,4,33,1468
100152,8,1470,4140
100152,6,26,42
100152,3,219,267
100152,4,450,3311
100152,7,2238,2405
100152,33,655,840
100152,5,222,3906
100152,7,40,941
100152,8,363,879
100152,2,130,158
100152,7,14,130
100152,10,455,463
100152,4,93,168
100152,8,956,3596
100152,8,1726,4737
100152,5,33,546
100152,4,18,127
100152,4,95,121
100152,12,33,84
100152,2,52,6072
100152,7,125,270
100152,4,5870,7654
100152,7,175,520
201260,2,4,4870
201260,2,19,456
201260,7,517,6740
201260,8,198,2406
201260,5,1085,1172
201260,1,72,803
201260,8,928,5302
201260,4,186,1017
100063,7,3836,9729
100063,1,229,238
100063,8,956,1788
100081,8,46,88
100081,9,1545,7804
100081,8,2694,6507
100219,8,661,3489
100219,5,12,97
100219,8,968,11127
100219,33,1332,6714
100219,2,5,18
100219,5,1390,8364
100219,11,13,1045
100219,4,154,445
100219,2,252,2063
100219,2,248,4883
100219,2,312,315
100219,10,21,282
100219,6,84,349
100219,3,66,3079
100219,5,35,335
100219,2,485,2080
100219,11,10752,11750
100219,8,741,3489
100219,2,862,872
100219,4,966,8472
100300,1,73,528
100300,8,1375,3377
100300,7,559,878
100300,8,3963,6653
100300,1,4102,5753
100300,1,3288,4780
100300,9,751,19132
100300,1,174,14031
100027,2,1246,4645
100027,2,3080,3207
100027,13,33,219
100027,5,99,572
100027,4,35,722
100027,7,44,276
100027,6,527,574
100027,2,6,15
100027,6,201,434
100027,6,825,2375
100027,6,1672,2514
100027,6,42,1069
100027,6,66,202
100027,2,315,950
100027,10,2550,8688
100027,5,97,652
100027,6,27,63
100027,6,84,248
100027,2,3,118
100027,4,12,308
100027,4,587,809
100027,7,47,121
100027,2,96,8042
100027,11,9604,16556
100027,2,227,450
100027,2,20,227
100027,5,37,17486
100027,6,93,482
100027,5,157,1491
100027,4,1091,12680
100027,11,90,183
100027,9,88,221
100027,4,12,381
100027,2,52,13879
100027,10,300,11909
100027,11,169,202
100027,3,90,1110
100027,11,127,538
100027,2,2234,4772
100027,2,570,590
100027,6,12,17
100027,8,2650,3883
100027,8,736,2727
100027,2,602,856
100027,6,434,7902
100027,4,123,15038
100027,2,288,19548
100027,33,410,1237
100027,33,79,153
100027,2,151,294
100027,6,56,141
100027,6,56,393
100027,7,708,1829
100027,4,92,1424
100027,2,56,243
100027,10,7986,13349
100027,2,99,2276
100027,3,778,3006
100404,8,1276,2367
100404,8,3215,13854
100404,4,5,133
100404,1,140,167
100404,4,77,2740
100404,1,14682,17987
100404,5,60,69
100404,13,33,90
100404,9,2074,15728
100404,4,442,1203
100404,33,825,2514
100404,11,123,377
201243,11,829,8654
201243,2,15,22
201243,5,19,13505
201243,2,3423,11010
201243,2,227,404
201243,3,292,1487
201243,2,534,1282
201243,9,743,5859
201243,4,166,335
201243,6,17,201
201243,11,99,1306
201243,3,17,124
201243,2,1426,8567
201243,2,673,1571
201243,6,79,230
201243,6,17,63
201243,2,421,4716
201243,3,957,1519
201243,2,442,890
201243,2,1013,1282
201243,33,84,219
201243,2,1605,17153
201243,4,39,147
201243,2,20,615
201243,3,2212,2879
100111,5,632,1090
100111,33,159,443
100111,2,367,443
100111,5,48,120
100111,5,7400,11275
100111,3,5,53
100112,1,1648,4039
200654,7,5276,5765
200654,10,333,1620
201016,2,248,709
201016,2,1552,5368
201016,2,482,7990
201016,7,33,113
