orgnid,keyword1,keyword2,keyword3
100027,2,3,292
100027,6,23,349
100027,4,13,1975
100027,2,37,96
100027,2,22,442
100027,4,1320,1900
100027,11,13,559
100027,1,3053,6837
100027,11,13,90
100027,9,165,416
100027,3,71,89
100027,33,420,502
100027,18,33,1278
100027,6,42,389
100027,3,286,18421
100027,8,10,282
100027,7,3697,14431
100027,2,3,2332
100027,4,89,2353
100027,1,630,3397
100027,11,65,152
100027,4,6320,17019
100027,4,194,941
100027,3,57,195
100027,2,783,951
100027,2,22,627
100404,8,119,4428
100404,33,219,263
100404,4,144,1216
100404,10,555,4339
100404,8,257,464
201243,8,446,464
201243,25,33,55
201243,4,122,623
201243,2,47,90
201243,11,22,1233
201243,6,23,201
201243,3,6,89
201243,4,153,1680
201243,6,42,1235
201243,4,122,158
201243,2,188,433
201243,2,52,188
201243,1,803,12858
201243,2,615,17130
201243,8,21,213
201243,4,115,267
201243,4,3121,3871
201243,3,18,823
201243,9,7688,10293
100090,8,21,2996
100090,9,78,1918
100111,2,3,292
100111,7,3915,11969
100111,7,978,7181
100111,31,240,934
100111,31,240,6730
100111,31,8122,9793
100111,9,144,5433
100112,31,134,12302
100112,1,13699,18981
200654,8,119,9780
200654,8,172,224
200654,7,794,1952
200654,1,281,321
200654,8,732,1097
200654,6,19,65
200654,1,29,748
200654,1,1826,8965
201016,6,51,122
201016,9,158,559
201016,6,19,51
201016,6,93,97
201016,7,116,168
201016,9,114,3354
201016,2,406,1045
201016,3,251,496
201016,6,93,230
201016,6,19,197
201016,11,18,3653
201016,2,2181,4962
201016,2,406,3350
201016,2,3,4549
201016,6,42,97
201016,6,93,201
201016,5,6,35
201016,6,201,3673
201016,6,42,459
201016,6,122,773
201016,1,356,12646
201016,9,3093,7504
201016,6,6949,10930
201016,2,188,243
201016,7,274,589
201016,3,7,943
201016,2,920,2705
201016,4,11,1233
201016,7,14,456
201016,2,33,70
201016,10,580,3841
201016,2,227,1370
201016,4,34,89
201016,3,93,122
201016,2,158,160
201016,3,179,686
100073,9,3956,9717
100073,7,176,19180
100073,10,50,126
100073,7,48,1365
100296,2,69,3421
100296,4,420,782
100296,24,31,851
100296,33,50,127
100296,9,211,224
100296,6,1814,11612
100296,3,7353,7629
100296,3,20,294
100296,8,859,6254
100296,8,487,1250
100296,6,19,123
100296,3,2570,4213
100296,2,3,3666
100296,8,307,1250
100296,4,571,3213
100296,10,4203,10905
100296,2,3,125
100296,6,201,3313
100296,24,31,1883
100296,7,41,86
100296,1,302,723
100296,5,127,15257
100296,3,89,133
100296,33,3868,8580
100296,31,64,1031
100044,1,931,1033
100044,1,505,3837
100044,1,13126,19271
100044,8,1477,1501
100044,8,4389,8839
100044,31,64,76
201180,9,2011,14775
201180,1,2450,4034
201180,8,10,203
201180,1,1509,7421
201180,9,1759,7187
201180,8,106,217
100114,1,140,11437
100114,10,264,2483
100114,10,3199,6359
100114,8,72,104
100114,10,241,457
100114,1,3368,9249
100070,8,87,727
100070,10,264,7100
100113,2,190,920
100113,2,3,1421
100113,3,31,4992
100113,1,6196,16972
100113,4,67,171
100113,3,117,369
100113,10,826,1598
100113,11,47,55
100113,2,294,990
100113,10,232,1667
100113,9,250,362
100113,5,12,97
100113,3,92,2044
100113,33,376,1099
100113,11,12,13
100113,8,91,1388
100113,8,221,824
100113,8,76,331
100113,4,2884,6851
100113,3,188,2015
100113,4,157,208
100113,4,26,459
100113,6,26,153
100113,33,993,6374
100113,2,15,58
100113,11,15,382
100113,4,349,2802
100113,10,363,4489
201149,9,558,1012
201149,5,105,126
201149,10,264,1909
201149,16,31,567
201149,10,2252,2828
100391,1,54,523
100391,9,1713,2427
100391,33,186,4463
100391,1,29,1891
100391,6,153,201
100391,10,2280,7552
100391,8,298,1152
100391,3,33,55
100391,4,170,562
100391,16,31,76
100391,33,186,1600
100391,33,215,833
100391,10,703,1097
100391,8,463,9713
100330,31,64,6253
100330,10,182,455
100330,10,605,826
100330,9,706,1222
100330,8,1455,8510
100330,10,2834,4203
100330,5,8620,17342
100330,1,8987,12059
100461,10,3283,4112
100461,2,2498,13513
100461,8,1649,1971
100461,9,3306,4788
100461,10,3371,6112
100461,8,203,730
100461,2,421,1278
100461,4,6,1166
100461,8,241,2252
100461,5,369,6731
100461,8,375,738
100461,10,226,3340
100461,9,661,743
100461,8,1127,2420
100461,11,15,237
100461,33,5111,8618
100461,10,177,869
100453,10,203,220
100453,10,156,177
100453,9,649,1770
100453,3,595,1166
100453,5,796,3015
100453,10,10643,12118
100453,1,82,13455
100453,5,111,647
100453,10,555,714
100453,2,96,1210
100453,5,1268,1986
100453,8,76,136
200625,8,501,3722
200625,6,185,248
200625,1,390,1992
200625,3,1002,1487
200625,36,1433,1548
200625,1,8102,11512
200625,1,353,13353
200625,6,89,115
200625,31,291,2653
200625,3,4,12001
200625,6,71,201
200625,4,41,1614
200625,5,22,1433
200625,8,38,4243
200625,6,51,97
200625,10,156,1147
200625,4,716,3810
200625,4,170,708
200625,5,118,312
200625,4,384,1357
200625,18,33,2002
200625,33,1552,2726
100057,8,38,213
100057,8,172,1351
100057,1,284,1049
100057,10,826,11136
100057,9,661,7920
100057,8,370,3340
100057,8,298,1152
100181,2,237,633
100181,5,147,568
100181,2,23,1442
100181,4,4685,9598
100181,9,3790,3821
100181,5,147,171
100181,31,59,521
100181,3,12,92
100181,3,237,792
100181,4,993,1932
100181,4,75,263
100181,4,6,1578
100181,3,133,575
100181,6,26,768
100181,7,1622,1773
100181,2,2006,6154
100181,4,90,19198
100181,43,223,1220
100181,4,34,2617
201361,5,124,255
201361,4,950,1943
201361,13,15,33
201361,2,219,823
201361,6,23,737
201361,3,65,162
201361,8,7259,11248
201361,6,19,502
201361,6,171,6030
201361,4,202,406
201361,3,358,4074
201361,11,833,1071
201361,11,13,5316
201361,9,3621,4065
201361,6,2199,4201
201361,8,224,943
201361,8,14315,18364
201361,3,247,358
201361,6,153,903
201361,2,176,2816
201361,1433,1932,5931
201361,4,23,27
201361,7,23,1750
201361,2,3,262
201361,5,230,8728
201361,3,2326,6861
201361,5,7459,18036
201361,10,291,415
201361,3,6,3170
201361,4,6,42
201361,3,1673,11873
201361,6,19,20
201361,3,36,169
201361,3,292,6500
201361,4,185,614
201361,8,4633,5238
201361,8,126,1165
201361,5,1255,1376
201361,1,353,10379
201361,31,2261,2462
201361,2,157,10899
201361,6,276,5365
201393,1,960,3720
201393,8,241,1157
100241,9,2677,2806
100241,8,501,522
100241,24,31,291
100241,9,1353,1664
100241,9,755,2488
100241,9,4648,6706
201214,3,18,22
201214,6,23,201
201214,4,171,7462
201214,2,315,3243
201214,3,15,219
201214,10,161,2033
201214,5,131,9005
201214,1,788,4891
201214,20,33,102
201214,6,122,193
201214,4,3142,6147
201214,11,4059,5536
201214,4,15,169
201214,6,19,1698
201214,6,19,768
201214,3,34,89
201214,4,602,3723
201214,4,267,655
201214,2,57,404
201214,3,93,158
201214,11,13,90
201214,11,15,18
201214,11,13,15
201214,2,3,69
201214,3,4,459
201214,9,1745,1877
201214,5,6,65
201214,6,12,284
201214,10,1281,2608
201214,11,14,18
201214,11,1383,1710
201214,3,3182,3328
201214,10,241,429
201214,2,251,1045
201214,2,354,2501
201214,2,364,6346
201214,3,20,364
400018,6,92,201
400018,8,489,1124
400018,3,2426,6233
400018,3,286,294
400018,5,575,991
400018,2,3,4
400018,1,132,849
400018,11,793,5126
400018,1,4891,17583
400018,2,69,227
400018,31,451,650
400018,4,6422,14085
400018,3,6,122
400018,4,1311,3083
400018,11,15,65
400018,7,527,7943
400018,5,2762,19893
400018,3,26,389
400018,3,15,328
400018,4,2849,8828
400018,1,4672,11242
100152,102,608,856
100152,3,652,3345
100152,7,1749,12794
100152,1433,2487,5137
100152,2,336,763
100152,2,3,1311
100152,3,15,2235
100152,5,4602,12422
100152,7,252,759
100152,7,472,2605
100152,2,407,2305
100152,5,6,19
100152,8,136,1447
100152,5,100,2399
100152,33,232,1332
100152,10,65,794
100152,6,569,768
100152,6,71,768
100152,6,42,153
100152,3,25,3170
100152,3,23,647
100152,2,3618,4625
100152,3,349,3757
100152,3,347,593
100152,4,22,274
100152,33,103,116
100152,7,175,450
100152,856,879,1433
100152,3,89,7771
100152,7,1167,19194
100152,2,3,18406
201260,8,30,2062
201260,8,257,9425
201260,1,2037,6865
201260,9,6684,13134
201260,9,419,1777
201260,1,2864,16315
201260,1,302,1836
201260,1,5869,6720
201260,9,1082,9345
201260,1,3603,4845
201260,8,257,1168
100063,8,38,3703
100081,9,10311,10640
100081,5,1909,3613
100081,1,214,10112
100081,9,9876,13201
100219,10,701,1301
100219,4,20,13064
100219,31,1141,1626
100219,6,42,1008
100219,1,85,5088
100219,7,22,212
100219,4,166,568
100219,11,13,159
100219,2,65,360
100219,11,90,950
100219,3,162,185
100219,3,359,2109
100219,11,65,7943
100219,3,69,14324
100219,1,46,8096
100219,3,990,2063
100219,2,360,389
100219,1,2103,4199
100219,11,1317,3359
100219,3,568,3823
100219,1,73,320
100300,31,114,220
100300,9,2697,6607
100300,9,112,4274
100027,3,339,433
100027,3,4,230
100027,6,71,2614
100027,7,593,757
100027,3,15,294
100027,4,36,188
100027,10,2898,5370
100027,7,26,17698
100027,5,34,2858
100027,4,47,542
100027,6,115,299
100027,6,17,23
100027,6,230,3569
100027,6,26,115
100027,3,251,1752
100027,6,71,201
100027,11,117,950
100027,3,1900,15009
100027,5,145,469
100027,3,89,109
100027,5,6728,8901
100027,3,1099,5462
100027,9,11594,16730
100027,2,158,188
100027,31,1094,3066
100027,33,420,3587
100027,3,337,3133
100027,2,303,556
100027,11,644,809
100027,11,631,950
100027,5,662,1988
100027,9,651,2683
100027,4,152,169
100027,33,343,764
100027,3,89,201
100027,2,1045,2744
100027,2,171,360
100027,6,171,901
100027,2,3,4982
100027,6,171,17727
100027,4,135,982
100027,2,58,1540
100027,3,7,18421
100027,6,568,15454
100027,2,12,157
100027,3,2526,3682
100027,2,3,69
100027,6,97,201
100027,5,6,53
100027,6,42,71
100027,8,38,2516
100027,3,225,1376
100027,11,22,152
100027,31,9182,10192
100027,33,169,263
100027,8,136,5576
100027,4,23,2472
100027,5,26,35
100027,2,2666,8042
100027,4,5170,6603
100027,4,26,389
100027,11,15,855
100404,11,377,867
100404,8,38,119
100404,5,730,1483
100404,8,46,1457
100404,9,9687,16445
100404,8,60,859
100404,4,5101,8805
100404,33,1433,2388
100404,5,65,17044
100404,8,370,1077
100404,8,560,10673
100404,11,1050,6808
201243,6,389,2151
201243,1,1992,4250
201243,10,2086,4401
201243,2,173,308
201243,3,349,2928
201243,2,159,188
201243,2,122,243
201243,2,18,778
201243,6,42,834
201243,4,988,1578
201243,33,2760,11960
201243,3,219,285
201243,2,1002,1235
201243,6,27,360
201243,8,289,1168
201243,2,11,51
201243,6,318,1166
201243,6,243,568
201243,4,569,1327
201243,1,1294,1324
201243,4,5,122
201243,2,3,482
201243,3,114,122
201243,6,26,42
201243,7,37,44
201243,3,33,69
100090,8,257,1434
100090,10,455,5822
100111,9,640,3151
100111,7,847,929
100111,7,1357,4888
100111,31,400,1367
100111,3,53,179
100112,1,323,16709
100112,1,1873,3390
200654,10,161,177
200654,10,423,558
200654,5,796,19054
200654,8,1711,1830
200654,8,60,4002
200654,6,19,42
200654,8,64,901
200654,9,45,1082
200654,10,198,1281
201016,2,994,1210
201016,6,1166,11687
201016,33,1175,3683
201016,11,12,3653
201016,3,20,1032
201016,6,65,201
201016,4,27,655
201016,2,166,1030
201016,33,377,675
201016,3,127,276
201016,6,89,122
201016,6,35,122
201016,5,6647,10561
201016,5,665,2525
201016,9,65,332
201016,2,3,20
201016,4,1706,5098
201016,7,109,153
201016,33,47,524
201016,11,251,3832
201016,33,223,2562
201016,5,44,236
201016,4,41,194
201016,9,444,5006
201016,4,328,1449
201016,6,97,108
201016,6,42,122
201016,6,122,6712
201016,2,42,67
201016,11,183,1050
201016,11,5368,7190
201016,3,89,131
201016,6,37,92
201016,2,5,1790
201016,4,6,130
201016,4,5,18
201016,2,19,109
201016,6,201,568
201016,2,1401,3421
201016,5,4075,11273
201016,2,69,360
201016,6,122,13622
201016,4,53,679
201016,6,36,4181
201016,2,13,15
201016,8,1087,1250
201016,2,794,10155
201016,3,65,890
100073,8,91,198
100073,31,129,14270
100073,5,332,7591
100073,9,24,706
100073,10,203,1028
100073,9,134,508
100073,1,836,1208
100296,10,550,940
100296,5,4423,10629
100296,7,337,460
100296,2,186,294
100296,2,690,953
100296,31,192,1290
100296,2,3,2155
100296,5,26,153
100296,3,333,920
100296,1,2864,17904
100296,5,7,121
100296,8,2512,8007
100296,2,15,829
100296,7,116,202
100296,2,823,1569
100296,7,41,3511
100296,10,144,1139
100296,11,631,2145
100296,7,175,1234
100296,2,647,797
100296,4,58,797
100296,4,77,19170
100296,8,119,1872
100296,1,2040,3567
100296,8,814,13685
100296,8,45,522
100296,1,491,598
100296,7,274,868
100296,2,227,442
100296,5,1659,3323
100296,6,201,6146
100296,8,211,242
100296,2,3,700
100044,8,481,1298
201180,8,98,714
201180,10,76,2059
201180,1,73,1776
201180,8,172,487
201180,8,60,5107
201180,9,45,3078
201180,1,1606,8049
100114,8,38,136
100114,10,343,2233
100114,1,2486,4195
100114,9,6040,7680
100114,1,537,10332
100114,10,703,2931
100070,4,672,753
100070,6,19,286
100070,9,2382,5695
100070,9,1642,16995
100113,8,1127,4860
100113,6,89,230
100113,11,896,3919
100113,11,13,1107
100113,1,327,1120
100113,3,154,7318
100113,6,153,768
100113,3,13,1982
100113,2,57,3309
100113,11,15,7347
100113,5,1185,4980
100113,11,55,5543
100113,4,4,35
100113,4,11,90
100113,6,12,52
100113,7,18,665
100113,11,65,90
100113,1,803,12868
100113,2,3,5
100113,8,104,714
100113,3,20,124
100113,5,50,1107
100113,6,97,1750
100113,4,35,93
100113,3,7720,16006
100113,5,1821,4204
100113,2,3,12680
100113,6,109,171
100113,6,276,7743
100113,9,743,7920
100113,2,3,354
201149,8,38,362
201149,8,38,91
201149,8,78,1190
201149,8,72,1236
201149,8,30,477
201149,31,2467,5042
201149,10,161,13263
201149,9,4527,6348
201149,9,1284,1924
100391,15,33,113
100391,10,33,5432
100391,1,425,2263
100391,8,471,1434
100391,6,42,152
100391,4,499,1313
100391,33,414,517
100391,2,47,193
100391,7,67,318
100391,13,33,499
100391,2,14,25
100391,8,88,483
100391,11,55,686
100391,9,64,5897
100391,2,15,58
100391,33,55,186
100391,8,1715,2272
100391,33,179,215
100391,1,1202,12240
100391,11,1074,2601
100330,31,293,6890
100330,4,110,175
100330,10,1667,2086
100330,5,24,196
100330,7,23,855
100330,8,545,1598
100330,10,3371,5513
100330,31,290,2598
100330,31,605,940
100330,31,236,2856
100330,8,78,163
100330,3,144,230
100330,8,221,309
100330,10,716,7039
100461,9,119,177
100461,6,23,49
100461,5,92,124
100461,3,124,201
100461,2,20,1357
100461,7,190,706
100461,4,188,5212
100461,2,15,1521
100461,9,798,1174
100461,6,42,389
100461,8,1241,3165
100461,7,14,44
100461,9,1713,4712
100461,33,7884,9498
100461,10,463,2828
100461,5,857,1971
100461,4,33,1526
100453,7,153,2514
100453,4,1245,18289
100453,31,76,15912
100453,10,264,1598
100453,2,71,1357
100453,9,915,6572
100453,9,253,11641
100453,8,558,956
100453,8,177,848
100453,9,64,1269
100453,9,1405,19854
100453,3,778,11831
200625,2,482,3382
200625,6,19,65
200625,7,13,328
200625,4,118,312
200625,8,72,405
200625,33,4419,7879
200625,10,706,1281
200625,33,125,1074
200625,3,115,14361
200625,5,52,542
200625,4,124,230
200625,4,19,910
200625,10,826,995
200625,7,318,759
200625,2,552,2023
200625,5,19,8099
200625,2,11,2997
100057,9,210,470
100057,1,960,7833
100057,9,661,743
100057,8,370,545
100057,31,64,224
100181,3,829,1258
100181,4,15,22
100181,9,500,1525
100181,5,55,103
100181,4,171,6055
100181,1,659,1554
100181,2,388,690
100181,3,17,4865
100181,4,33,662
100181,9,351,2600
100181,3,12,1727
100181,5,53,301
100181,3,292,458
100181,10,4383,13574
100181,3,115,11976
100181,16,31,1454
100181,5,568,5557
100181,2,50,69
100181,10,264,16504
100181,4,33,571
100181,2,3,569
100181,3,35,8543
100181,3,89,1362
100181,2,4,243
201361,3,69,190
201361,8,91,448
201361,3,11,377
201361,10,460,3573
201361,7,2212,5055
201361,3,3006,5135
201361,31,2297,7764
201361,6,71,1059
201361,8,451,974
201361,3,421,3338
201361,4,55,1199
201361,8,139,522
201361,4,274,293
201361,10,1938,4511
201361,33,1258,1665
201361,6,35,171
201361,2,3,1110
201361,3,276,5011
201361,6,97,593
201361,6,42,92
201361,3,69,1002
201361,11,47,65
201361,3,574,1203
201361,4,171,441
201361,21,33,169
201361,8,731,5400
201361,2,49,1433
201361,6,1216,1491
201361,3,127,269
201361,5,1796,11111
201361,2,51,96
201361,9,302,2003
201361,6,71,431
201361,5,11,375
201361,2,2586,19374
201361,6,51,71
201361,6,507,941
201393,1,3337,5845
201393,10,451,604
201393,1,269,1006
201393,1,842,10978
201393,9,112,535
100241,8,10353,19176
100241,10,429,650
100241,16,21,31
201214,11,612,11341
201214,11,183,251
201214,3,151,315
201214,5,20,292
201214,10,104,14382
201214,7,2525,9361
201214,10,730,2608
201214,4,6322,14629
201214,5,11,1258
201214,3,476,2070
201214,7,150,160
201214,11,15,1050
201214,11,1042,1050
201214,2,3,188
201214,8,156,3166
201214,2,151,3143
201214,3,90,3231
201214,2,47,354
201214,5,615,5797
201214,6,42,71
201214,2,262,406
201214,3,6,1107
201214,6,171,201
201214,3,1666,9051
201214,33,154,1280
201214,9,973,9547
201214,3,4714,15266
201214,9,997,11589
400018,11,13,1507
400018,7,294,19621
400018,8,101,9993
400018,7,1007,10055
400018,11,831,1522
400018,6,201,988
400018,11,612,1522
400018,8,1127,9571
400018,2,23,794
400018,4,247,708
400018,2,93,2910
400018,6,26,42
400018,10,2710,12131
400018,10,266,2314
100152,1,16,460
100152,5,18,3257
100152,7,895,2345
100152,3,152,354
100152,5,1045,2469
100152,4,15,1595
100152,2,8292,12329
100152,8,307,6119
100152,2,498,6811
100152,5,33,34
100152,8,8406,11775
100152,31,300,1695
100152,33,193,3164
100152,9,725,10164
100152,4,49,90
100152,5,219,285
100152,7,304,1117
100152,5,42,276
100152,8,139,2694
100152,4,274,571
100152,2,193,1358
100152,3,158,739
100152,33,2962,13220
100152,10,1743,4052
100152,4,52,823
100152,7,15,99
100152,2,3,111
100152,8,1190,4587
100152,2,227,2181
100152,4,27,652
100152,25,33,146
100152,2,3,594
100152,7,12,1129
100152,2,3,22
100152,13,33,219
100152,2,14,11686
100152,31,1044,1767
201260,6,28,173
201260,9,9340,15330
201260,10,1620,5378
201260,1,320,3751
201260,8,1838,2815
201260,1,726,760
201260,8,460,1836
201260,8,38,8489
201260,8,213,3597
201260,8,1877,5176
201260,1,1546,3327
201260,8,213,8860
201260,10,287,3388
201260,7,286,1932
201260,9,5786,11186
201260,33,177,733
201260,1,1662,2864
201260,9,50,592
201260,8,38,307
201260,10,144,5560
201260,8,30,807
100063,3,1510,3153
100063,3,496,2269
100063,8,370,4243
100081,1,467,2158
100219,2,113,223
100219,33,675,8125
100219,4,232,445
100219,11,13,4348
100219,9,45,1389
100219,6,19,295
100219,3,850,9649
100219,1,206,320
100219,11,102,767
100219,2,295,3291
100219,5,51,274
100219,5,79,97
100219,5,286,2063
100219,11,102,644
100219,11,13,753
100300,5,1167,9324
100300,1,128,541
100300,8,59,732
100300,8,298,2233
100300,9,260,645
100300,1,1537,1657
100027,3,22,1720
100027,4,1619,3207
100027,2,34,4226
100027,3,13,6320
100027,3,27,69
100027,33,764,864
100027,6,737,746
100027,2,361,890
100027,33,173,507
100027,2,66,794
100027,3,96,3338
100027,2,18,361
100027,3,158,3266
100027,2,66,90
100027,11,37,512
100027,11,185,1014
100027,6,201,681
100027,6,5067,9391
100027,5,235,3593
100027,4,202,11601
100027,6,63,109
100027,3,179,5784
100027,4,196,1476
100027,8,1726,3102
100027,3,34,93
100027,4,2057,5441
100027,11,223,759
100027,11,90,5178
100027,9,621,1284
100027,33,196,872
100027,2,196,1265
100027,4,56,141
100027,4,3609,19139
100027,7,985,1354
100027,8,30,4658
100027,33,764,14588
100027,2,43,1401
100027,4,168,1784
100027,4,33,2064
100027,3,66,396
100027,4,6,3754
100027,4,41,7773
100027,6,66,193
100027,6,66,201
100027,6,434,1772
100027,6,89,441
100027,8,1479,4299
100027,4,37,5801
100027,3,817,6097
100027,6,111,349
100027,6,248,434
100027,4,58,381
100027,4,227,2190
100027,33,2109,3999
100027,8,136,149
100027,5,49,1988
100404,8,1157,4607
100404,8,211,1044
100404,8,91,824
100404,33,219,1339
100404,11,927,3198
100404,8,106,1435
100404,1,958,5640
100404,3,158,3247
100404,8,573,605
100404,8,98,15261
100404,1,3865,8860
100404,8,220,650
100404,2,273,601
100404,33,3448,9506
100404,33,219,2681
100404,33,1153,1512
100404,1,1023,9207
201243,5,35,158
201243,2,1019,4537
201243,8,30,98
201243,4,3141,6588
201243,10,211,2059
201243,11,15,37
201243,4,50,570
201243,6,63,142
201243,4,63,142
201243,11,37,855
201243,5,67,534
201243,2,11,13
201243,6,534,1059
201243,2,14,124
201243,2,3,2064
201243,33,336,778
201243,2,4708,5739
201243,7,66,67
201243,3,20,442
201243,2,20,188
201243,4,15,1785
201243,4,69,534
201243,31,136,2477
201243,9,45,3186
100090,8,1127,4192
100111,5,348,387
100111,7,1007,3805
100112,11,843,18377
200654,8,38,605
200654,8,60,984
200654,8,398,4115
200654,8,1734,1860
200654,31,80,1020
200654,8,545,7259
200654,8,694,1850
200654,1,214,1037
200654,9,4365,12448
201016,2,176,618
201016,3,58,1306
201016,11,22,2239
201016,5,31,745
201016,3,472,3653
201016,3,69,96
201016,6,41,765
201016,3,371,920
201016,6,122,248
201016,2,194,1792
201016,3,11,13
201016,5,151,1030
201016,11,12,644
201016,27,33,113
201016,11,4421,9784
201016,11,1855,3519
201016,2,1255,1401
201016,4,28,135
201016,7,1403,6839
201016,2,227,3742
201016,4,34,1058
201016,6,56,141
201016,3,12010,16945
201016,7,367,4502
201016,33,439,1370
201016,4,663,2816
201016,2,168,336
201016,5,5129,14834
201016,4,496,5821
201016,3,201,2064
201016,33,55,2026
201016,4,5,13
201016,6,12,122
201016,6,12,534
201016,33,113,223
201016,33,1280,1746
201016,2,6,122
201016,2,3504,7935
201016,3,34,154
201016,33,227,491
201016,2,3681,11397
201016,6,768,1138
201016,2,56,141
201016,4,2216,5492
201016,3,404,938
201016,2,3,5937
201016,2,823,1552
201016,6,109,534
201016,33,2216,7072
201016,5,113,13802
100073,7,124,288
100073,6,71,1848
100073,3,27,5258
100296,11,686,1879
100296,8,864,2777
100296,8,3377,15585
100296,7,41,1243
100296,31,205,851
100296,1,2449,19273
100296,5,113,5783
100296,8,136,545
100296,8,1434,1799
100296,11,1042,17682
100296,2,333,1337
100296,11,1977,6629
100296,8,1347,9050
100296,5,251,2157
100296,6,56,141
100296,6,201,248
100296,10,177,790
100296,3,4,169
100296,11,10549,16485
100296,7,37,181
100296,8,814,2281
100296,4,90,219
100296,3,197,274
100296,8,1883,3991
100296,8,172,1715
100296,1,1302,8531
100044,8,637,731
100044,1,356,719
100044,1,54,61
201180,8,1435,3093
201180,31,64,3775
201180,10,2380,4299
201180,3,34,36
201180,8,501,2203
201180,8,38,1158
100114,31,76,317
100114,8,78,558
100114,1,537,1492
100114,9,265,15181
100114,33,337,3162
100070,10,455,16100
100113,3,124,166
100113,11,15,9073
100113,11,102,2351
100113,3,4801,7933
100113,2,12,1136
100113,2,3,69
100113,3,5,24
100113,11,382,472
100113,10,570,590
100113,11,13,8741
100113,11,4416,7480
100113,11,39,3074
100113,4,110,4960
100113,3,52,171
100113,7,69,951
100113,6,681,1665
100113,2,450,4132
100113,6,63,142
100113,2,63,142
100113,11,414,2428
100113,11,90,121
100113,11,846,934
100113,11,524,9184
100113,4,43,3665
100113,3,15,69
100113,2,20,227
100113,10,871,4438
100113,1,5576,6106
100113,3,556,2024
100113,2,6,97
100113,4,3517,9476
100113,3,15,169
100113,2,96,988
201149,8,105,136
201149,5,475,1511
201149,9,743,1894
201149,3,99,1463
100391,2,230,14675
100391,33,47,186
100391,9,2937,13386
100391,8,501,2840
100391,1,320,1113
100391,11,856,1879
100391,5,1902,4424
100391,11,13,753
100391,33,186,223
100391,33,69,294
100391,8,1298,1434
100391,8,1434,7945
100391,4,1074,1964
100391,3,14070,18484
100330,8,737,1438
100330,8,139,5331
100330,8,1360,8717
100330,8,945,6878
100330,8,832,887
100330,4,239,5975
100330,10,156,451
100330,31,1382,3761
100330,6,288,13148
100330,31,4065,9793
100330,8,1044,1360
100330,31,64,16903
100330,10,698,3040
100461,18,33,458
100461,7,171,3184
100461,16,31,291
100461,31,463,605
100461,6,540,1932
100461,6,23,158
100461,8,172,471
100461,5,4384,5018
100461,9,1419,1642
100461,10,1048,3205
100461,7,318,1357
100461,9,302,474
100461,10,1572,2513
100453,10,30,555
100453,8,226,956
100453,3,5656,6322
100453,3,1441,1607
100453,4,28,124
100453,8,650,1414
100453,7,201,12061
100453,2,151,294
100453,8,545,861
100453,10,220,224
100453,3,103,2026
100453,2,75,3666
100453,31,76,696
100453,2,52,4545
200625,3,22,614
200625,7,44,181
200625,1,1172,3100
200625,1,73,2643
200625,5,3091,5095
200625,608,1433,3723
200625,1,280,390
200625,1,281,10348
200625,7,3521,7882
200625,11,13,6123
200625,4,2532,2577
200625,5,646,2127
200625,5,13,5863
200625,6,13,472
200625,8,156,217
200625,4,11,90
200625,380,1433,5606
200625,6,53,63
200625,3,89,850
200625,1,576,1641
200625,3,542,3964
200625,5,520,569
200625,4,13,542
200625,3,13,90
200625,3,890,6031
200625,2,1373,4748
200625,2,194,1773
200625,7,504,1399
100057,9,416,1405
100057,8,198,1290
100057,21,31,2477
100057,10,104,998
100057,31,64,860
100057,10,104,1606
100057,10,1624,2432
100057,9,2688,14349
100057,9,416,8288
100057,8,483,526
100057,8,1447,1624
100181,4,1467,2617
100181,3,1019,4976
100181,33,266,359
100181,2,63,142
100181,3,5,147
100181,3,37,412
100181,3,240,1845
100181,5,47,56
100181,4,63,142
100181,9,5414,5558
100181,11,1522,17790
100181,5,575,825
100181,2,12,1310
100181,2,56,141
100181,2,43,1002
100181,4,817,2428
100181,4,67,248
100181,33,151,251
100181,6,2338,6603
100181,3,110,1085
100181,4,15,53
201361,8,76,1703
201361,10,650,9010
201361,31,2340,7121
201361,4,2472,2647
201361,5,630,1433
201361,6,17,23
201361,11,47,75
201361,2,681,792
201361,6,25,63
201361,16,31,1141
201361,3,989,1182
201361,6,66,512
201361,2,36,299
201361,653,1433,3326
201361,4,17,118
201361,6,12,180
201361,10,4383,9388
201361,33,70,17884
201361,6,173,380
201361,3,19,752
201361,10,29,264
201361,2,2479,5544
201361,6,26,1955
201361,3,405,442
201361,2,22,151
201361,6,32,69
201361,8,21,464
201361,6,248,540
201361,2,3,66
201361,4,99,1761
201361,6,13,66
201361,2,3,20
201361,6,79,507
201361,3,2479,2567
201361,3,18,11811
201393,8,257,728
201393,10,91,4137
201393,9,137,1740
201393,9,6608,19075
201393,31,64,220
201393,9,5703,17692
201393,10,423,478
201393,6,19,11326
201393,1,3105,8271
201393,8,423,9607
201393,8,545,6484
100241,1,1606,4547
100241,8,73,1211
100241,10,446,1612
100241,1,506,14952
100241,10,104,203
100241,10,5004,5029
100241,8,545,7886
100241,8,53,1799
201214,7,110,113
201214,11,479,3879
201214,4,170,366
201214,11,2884,4213
201214,10,483,2000
201214,11,655,1146
201214,2,3599,9030
201214,11,13,1017
201214,11,5398,6587
201214,9,11,183
201214,6,681,12234
201214,5,15,1258
201214,11,22,10730
