orgnid,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8
100330,3527,15517,24,,,,,
100330,175513,455,76939,,,,,
100461,626,869,6715,,,,,
100461,34975,176869,,,,,,
100461,2433,207461,68073,,,,,
100461,3437,191035,5621,,,,,
100461,4660,107427,26126,,,,,
100461,30015,1936,200486,,,,,
100461,2963,187984,129,,,,,
100461,101840,3890,,,,,,
100461,217,7280,16,,,,,
100461,14857,42384,14362,,,,,
100461,181449,132948,211448,,,,,
100461,72319,82630,12906,,,,,
100461,81506,25585,4173,,,,,
100461,2556,182,144423,,,,,
100461,200445,165392,1861,,,,,
100461,203990,282,424,,,,,
100461,145180,14431,96293,,,,,
100461,228876,2564,43791,,,,,
100461,1167,52396,52251,,,,,
100461,53140,175811,11801,,,,,
100461,147534,57904,227384,,,,,
100461,29411,27401,2750,,,,,
100461,33038,216232,165565,,,,,
100461,179451,159130,56510,,,,,
100461,75575,224548,6736,,,,,
100461,205601,57241,104,,,,,
100461,8661,15801,98192,,,,,
100461,2899,1686,1440,,,,,
100461,1167,52396,52251,,,,,
100461,116597,181755,24379,,,,,
100461,3034,13309,5922,,,,,
100461,6815,5282,91533,,,,,
100461,146041,225863,149687,,,,,
100461,16824,456,2061,,,,,
100461,75370,101,28045,,,,,
100461,14460,466,3496,,,,,
100461,22219,164345,,,,,,
100461,5325,970,4564,,,,,
100461,226025,89779,76800,,,,,
100461,191,14516,10282,,,,,
100461,223123,2192,4752,,,,,
100461,107777,23323,28514,,,,,
100461,140,3956,,,,,,
100461,1288,203042,6759,,,,,
100453,103984,149481,,,,,,
100453,40726,135151,429,,,,,
100453,166337,2996,163446,,,,,
100453,2215,137155,128459,,,,,
100453,20490,3947,2672,,,,,
100453,186358,156531,85,,,,,
100453,13008,2456,351,,,,,
100453,8012,124532,1062,,,,,
100453,766,10601,76,,,,,
100453,744,156279,155900,,,,,
100453,32393,14497,149,,,,,
100453,224329,218959,27851,,,,,
100453,177134,97459,114926,,,,,
100453,129921,80412,148047,,,,,
100453,30250,27292,31056,,,,,
100453,10152,17319,10,,,,,
100453,186471,3223,107222,,,,,
100453,130178,118037,69684,,,,,
100453,621,452,13805,,,,,
100453,106611,73678,180840,,,,,
100453,21035,169128,169537,,,,,
100453,826,6697,206904,,,,,
100453,122603,49278,2862,,,,,
100453,129950,22333,,,,,,
100453,51151,191889,224404,,,,,
100453,141317,90211,,,,,,
100453,314,70,16165,,,,,
100453,35883,33381,6807,,,,,
100453,140812,149471,266,,,,,
100453,196242,5652,985,,,,,
100453,59099,1124,5089,,,,,
100453,131119,140945,16801,,,,,
100453,4296,9252,28146,,,,,
100453,18,11125,40,,,,,
100453,4307,120174,2835,,,,,
100453,47752,523,225182,,,,,
100453,138972,176196,139318,,,,,
100453,22082,150614,,,,,,
100453,4330,156,,,,,,
100453,96638,10189,4330,,,,,
100453,98905,116594,224677,,,,,
100453,940,13320,30935,,,,,
100453,57776,1788,12567,,,,,
100453,4493,22007,16890,,,,,
100453,16594,8380,2013,,,,,
100453,60133,265,127439,,,,,
100453,4757,8525,,,,,,
100453,429,1479,114864,,,,,
100453,30250,27292,31056,,,,,
100453,30250,27292,31056,,,,,
100453,205320,6904,,,,,,
100453,971,64,134334,,,,,
100453,156926,94236,,,,,,
100453,136,138817,97989,,,,,
100453,70,16165,27581,,,,,
100453,21094,137,1823,,,,,
100453,64886,5167,,,,,,
100453,25563,368,183499,,,,,
100453,179039,139213,,,,,,
100453,6123,371,11425,,,,,
100453,18757,208600,15230,,,,,
100453,5260,134293,41693,,,,,
100453,86690,68,,,,,,
100453,698,100921,227832,,,,,
100453,22652,22628,17751,,,,,
100453,429,7312,5078,,,,,
100453,25425,41251,1978,,,,,
100453,76,766,9754,,,,,
100453,10913,7644,12771,,,,,
100453,3489,3921,42988,,,,,
200625,95243,203184,103727,,,,,
200625,182871,39786,141491,,,,,
200625,425,7158,699,,,,,
200625,119597,173670,60092,,,,,
200625,2588,88,128,,,,,
200625,146050,26800,2192,,,,,
200625,7143,77661,12215,,,,,
200625,52602,70376,102,,,,,
200625,79915,217221,204292,,,,,
200625,22448,225144,958,,,,,
200625,19784,53708,688,,,,,
200625,92782,50335,3221,,,,,
200625,3797,7732,802,,,,,
200625,2041,50,345,,,,,
200625,224478,107186,51497,,,,,
200625,155945,1865,383,,,,,
200625,1482,26982,71033,,,,,
200625,123887,1443,32395,,,,,
200625,5407,741,27630,,,,,
200625,2794,84320,215795,,,,,
200625,127792,140845,170115,,,,,
200625,210483,11415,,,,,,
200625,130551,78318,296,,,,,
200625,146526,8672,17470,,,,,
200625,135505,917,83070,,,,,
200625,151573,133975,5715,,,,,
200625,86214,28515,4406,,,,,
200625,59916,218179,119113,,,,,
200625,100956,101061,23347,,,,,
200625,3720,1915,3282,,,,,
200625,87057,26020,26252,,,,,
200625,31330,3346,135276,,,,,
100057,108551,24835,5506,,,,,
100057,8118,85718,112869,,,,,
100057,738,2097,9857,,,,,
100057,41317,7956,1295,,,,,
100057,64159,196183,105111,,,,,
100057,16557,11301,7238,,,,,
100057,7920,9,4725,,,,,
100057,136,16895,726,,,,,
100057,1080,10106,24129,,,,,
100057,144535,123770,192540,,,,,
100057,128256,225082,140216,,,,,
100057,94668,32911,145555,,,,,
100057,200036,146736,,,,,,
100057,15801,100456,52661,,,,,
100057,200901,9212,37049,,,,,
100057,11408,156,6264,,,,,
100057,6228,59708,105461,,,,,
100057,94840,987,30,,,,,
100057,124454,177428,221558,,,,,
100057,172936,112538,77503,,,,,
100057,137314,6399,1031,,,,,
100057,212370,166297,42136,,,,,
100057,14844,83168,229172,,,,,
100057,90042,69885,197619,,,,,
100057,1352,32519,278,,,,,
100057,4894,204148,70588,,,,,
100057,187326,101,351,,,,,
100181,48493,18348,45,,,,,
100181,95113,163117,52415,,,,,
100181,196539,31189,125297,,,,,
100181,115,195705,19411,,,,,
100181,146497,130343,39868,,,,,
100181,41302,9591,1546,,,,,
100181,97249,67587,2013,,,,,
100181,70,12933,1533,,,,,
100181,207,14263,102,,,,,
100181,114395,199,141039,,,,,
100181,201060,174206,511,,,,,
100181,207817,141563,154793,,,,,
100181,123378,136032,116163,,,,,
100181,38753,102,3091,,,,,
100181,223393,787,109724,69865,1320,,,
100181,173153,107,229,,,,,
100181,160221,41095,424,,,,,
100181,47,55054,170924,,,,,
100181,2131,16424,13925,,,,,
100181,160522,101,2079,,,,,
100181,14787,2841,123303,,,,,
100181,55384,11657,21354,,,,,
100181,25663,179,1655,,,,,
100181,21544,11591,38320,,,,,
100181,7497,69052,27194,,,,,
100181,286,2781,3029,,,,,
100181,125326,4320,179577,,,,,
100181,221786,7928,400,,,,,
100181,14994,134124,9995,,,,,
100181,19878,16325,182879,,,,,
100181,12490,3177,9,,,,,
100181,2982,49355,348,,,,,
100181,78212,14149,91626,,,,,
100181,14456,144946,206396,,,,,
100181,70,21544,1057,,,,,
100181,4499,92944,21584,,,,,
100181,120059,48078,81178,,,,,
100181,115310,9245,706,,,,,
100181,115,59586,93044,,,,,
100181,1142,1738,1613,,,,,
100181,908,28145,44102,,,,,
100181,1611,146435,7996,,,,,
100181,145449,98585,113048,,,,,
100181,40316,97562,163012,,,,,
100181,37444,185492,6837,,,,,
100181,124369,225598,117864,,,,,
100181,3959,23533,484,,,,,
100181,185340,65568,72432,,,,,
100181,26702,92092,6375,,,,,
100181,114418,10077,4509,,,,,
100181,40038,192,82293,,,,,
100181,706,2725,185436,,,,,
100181,147205,45984,42621,,,,,
100181,18785,216,977,,,,,
100181,156582,4049,,,,,,
100181,15744,161,107847,,,,,
100181,176387,223369,8545,,,,,
100181,2982,49355,348,,,,,
100181,228910,120538,451,,,,,
100181,112305,94990,,,,,,
100181,33896,14823,59634,,,,,
100181,127378,20848,,,,,,
100181,76,2984,63200,,,,,
100181,74121,389,117558,,,,,
100181,84165,29087,4337,,,,,
100181,158759,83124,187542,,,,,
100181,725,1263,183987,,,,,
100181,1452,1551,809,,,,,
100181,153726,161794,31,,,,,
100181,12713,107190,14,,,,,
100181,121932,140833,78450,,,,,
100181,17957,2239,15208,,,,,
100181,192117,13531,2942,,,,,
100181,1103,40647,7319,,,,,
100181,130571,121437,3613,,,,,
100181,79528,72344,19027,,,,,
100181,17414,4029,79646,,,,,
100181,2027,405,293,,,,,
100181,9262,151,2436,,,,,
100181,80163,157,4660,,,,,
100181,82702,206668,22987,,,,,
100181,106547,190453,2311,,,,,
100181,45573,20252,6772,,,,,
100181,91951,22440,166141,,,,,
100181,163634,172941,67921,,,,,
100181,130469,14,171799,,,,,
100181,132301,217049,225004,,,,,
100181,10776,174760,2665,,,,,
100181,1076,87525,90190,,,,,
201361,54011,,,,,,,
201361,171,25,47445,,,,,
201361,176147,40409,,,,,,
201361,78566,10890,,,,,,
201361,137319,601,24242,,,,,
201361,209721,9640,110160,,,,,
201361,225042,,,,,,,
201361,60729,197320,143168,,,,,
201361,43094,52,,,,,,
201361,214302,209205,143114,,,,,
201361,70762,,,,,,,
201361,120,,,,,,,
201361,9754,76,4206,,,,,
201361,19705,223807,5437,,,,,
201361,13856,185751,51576,,,,,
201361,30432,31,2595,,,,,
201361,38555,132446,,,,,,
201361,225008,166322,,,,,,
201361,3765,180286,53210,,,,,
201361,2144,2961,,,,,,
201361,173741,174782,174753,,,,,
201361,154166,227409,,,,,,
201361,22938,171755,67619,,,,,
201361,19104,36099,53386,,,,,
201361,832,40050,59753,,,,,
201361,7899,1142,67221,,,,,
201361,4660,220813,,,,,,
201361,130339,,,,,,,
201361,4062,795,12373,,,,,
201361,44032,1697,,,,,,
201361,216117,122932,,,,,,
201361,11102,33260,175020,,,,,
201361,984,53929,3102,,,,,
201361,86356,444,168161,,,,,
201361,1055,518,39308,,,,,
201361,51259,64,529,,,,,
201361,16149,14420,24802,,,,,
201361,23,78610,14201,,,,,
201361,7288,1430,8305,,,,,
201361,2000,721,76137,,,,,
201361,6305,34064,376,,,,,
201361,187648,187642,1228,,,,,
201361,2928,17574,196982,,,,,
201361,174328,191098,68894,,,,,
201361,116220,1626,54791,,,,,
201361,2110,144676,,,,,,
201361,19502,1452,527,,,,,
201361,224883,,,,,,,
201361,203248,5303,147310,,,,,
201361,1256,26102,142644,,,,,
201361,8318,15689,,,,,,
201361,4792,18884,155589,,,,,
201361,113075,109361,55375,,,,,
201361,120474,192983,138670,,,,,
201361,6250,106340,100,,,,,
201361,56977,160880,,,,,,
201361,120,680,,,,,,
201361,4062,795,12373,,,,,
201361,29290,12905,,,,,,
201361,133395,15,5601,,,,,
201361,26342,5407,13843,,,,,
201361,53447,1806,217558,,,,,
201361,211951,117979,99815,,,,,
201361,18014,14,34245,,,,,
201361,5525,4010,61442,,,,,
201361,92984,193352,,,,,,
201361,134785,2811,,,,,,
201361,4878,42914,32944,,,,,
201361,44378,16503,134889,,,,,
201361,178804,16074,3102,,,,,
201361,1665,1467,193452,,,,,
201361,188658,1320,194,,,,,
201361,216543,67977,1876,,,,,
201361,51259,64,529,,,,,
201361,3026,196139,200765,,,,,
201361,4434,203616,191892,,,,,
201361,189060,,,,,,,
201361,11129,741,130127,,,,,
201361,192708,130958,87955,,,,,
201361,40235,120,,,,,,
201361,71053,191685,222884,,,,,
201361,36893,31,97417,,,,,
201361,19435,17446,57257,,,,,
201361,196890,53371,128649,,,,,
201361,168,26334,,,,,,
201361,168,115178,,,,,,
201361,2789,62262,,,,,,
201361,205733,109788,229394,,,,,
201361,218169,13102,772,,,,,
201361,38330,80736,12556,,,,,
201361,69312,166251,210319,,,,,
201361,120,680,,,,,,
201361,1385,595,1802,,,,,
201361,155434,158926,,,,,,
201361,983,1584,28826,,,,,
201361,924,162685,15244,,,,,
201361,219619,12336,25312,,,,,
201361,6601,50615,44866,,,,,
201361,47140,11902,17524,,,,,
201361,153317,30358,150028,,,,,
201361,73301,86572,25,,,,,
201361,1989,4508,,,,,,
201361,52421,24014,,,,,,
201361,217198,103925,131590,,,,,
201361,143425,85061,17138,,,,,
201393,107758,171484,,,,,,
201393,183337,1646,171411,,,,,
201393,116564,215180,212739,,,,,
201393,83379,214021,181579,,,,,
201393,52914,18674,102369,,,,,
201393,13776,223182,1,,,,,
201393,75654,17402,972,,,,,
201393,52086,11182,22165,,,,,
201393,174105,28121,5506,,,,,
201393,33219,80407,211769,,,,,
201393,20678,3616,151764,,,,,
201393,1546,217807,5335,,,,,
201393,15347,101475,176560,,,,,
201393,22448,4752,171257,,,,,
201393,7114,50307,35003,,,,,
201393,35354,59339,6268,,,,,
201393,353,8859,27494,,,,,
201393,163449,4892,6951,,,,,
201393,31184,54774,626,88727,,,,
201393,4034,49581,268,,,,,
201393,124180,6615,13864,,,,,
201393,54798,47939,146135,,,,,
201393,204095,6163,157997,,,,,
201393,11190,42760,160387,,,,,
201393,35354,59339,6268,,,,,
201393,190986,112583,106453,,,,,
201393,226,8859,661,,,,,
201393,17877,104955,7098,,,,,
201393,224046,42760,12818,,,,,
201393,177256,65680,1037,61298,,,,
201393,160,17307,64017,250,,,,
201393,210745,12429,114981,,,,,
201393,699,10407,29141,,,,,
201393,14782,112,206081,,,,,
201393,61298,142863,1,,,,,
201393,91920,69167,216954,,,,,
201393,31184,81730,34040,,,,,
201393,7867,221378,8180,,,,,
201393,220816,58199,,,,,,
201393,214673,76511,39683,,,,,
201393,7114,50307,35003,,,,,
201393,5506,5956,2729,,,,,
201393,139941,20482,,,,,,
100241,171690,195491,160378,,,,,
100241,47092,21232,738,,,,,
100241,80562,3278,147753,,,,,
100241,36085,43633,16608,,,,,
100241,591,88035,149729,,,,,
100241,153211,7292,125914,,,,,
100241,6406,211059,11820,,,,,
100241,75237,137,53,,,,,
100241,611,143,138634,,,,,
100241,4608,150754,,,,,,
100241,70735,90541,1927,,,,,
100241,187965,52658,105973,,,,,
100241,4389,151994,8408,,,,,
100241,166925,4810,210348,,,,,
100241,197458,175051,102009,,,,,
100241,218380,32327,150756,,,,,
100241,154959,197752,155,,,,,
100241,147607,6622,66046,,,,,
100241,85084,144631,216716,,,,,
100241,14541,99436,18332,,,,,
100241,29940,4403,17610,,,,,
100241,159830,185168,4349,,,,,
100241,27247,94833,2657,,,,,
100241,741,9212,,,,,,
100241,543,88922,43721,,,,,
100241,1723,171383,,,,,,
100241,55060,170564,,,,,,
100241,166583,9,4885,,,,,
100241,87594,82650,,,,,,
100241,206661,42319,70163,,,,,
100241,62921,27289,167740,,,,,
100241,78927,,,,,,,
100241,2221,176995,3067,,,,,
100241,1232,229,1691,,,,,
100241,135725,87461,2105,,,,,
100241,5189,201952,159729,,,,,
100241,3262,70226,5505,,,,,
100241,161526,1206,17152,,,,,
100241,71304,171137,151280,,,,,
100241,44828,49595,,,,,,
100241,113390,215950,,,,,,
100241,171882,95945,2891,,,,,
100241,94533,126,72,,,,,
100241,12501,5977,122298,,,,,
100241,755,45,32364,,,,,
100241,42701,182373,2891,,,,,
100241,599,97217,103225,,,,,
100241,126577,8578,5738,,,,,
100241,1145,1015,528,,,,,
100241,3038,115386,101032,,,,,
201214,1128,135560,466,,,,,
201214,84330,236,748,,,,,
201214,14134,1215,112,,,,,
201214,154272,219012,1081,,,,,
201214,9437,37455,140973,,,,,
201214,4680,11987,137924,,,,,
201214,444,2668,50899,,,,,
201214,2525,217435,11921,,,,,
201214,55991,161532,12047,,,,,
201214,190123,769,95118,,,,,
201214,40444,20706,338,,,,,
201214,33243,20489,174781,,,,,
201214,141545,207872,154952,,,,,
201214,36154,62918,2731,,,,,
201214,908,9641,33402,,,,,
201214,218253,183973,140348,,,,,
201214,216208,73769,34143,,,,,
201214,67634,,,,,,,
201214,7146,395,19628,,,,,
201214,821,15227,,,,,,
201214,190459,560,18211,,,,,
201214,821,9060,12459,,,,,
201214,103715,176345,,,,,,
201214,1128,466,2247,,,,,
201214,8593,95277,2285,,,,,
201214,153202,197591,39870,,,,,
201214,489,741,6292,,,,,
201214,46739,23390,1097,,,,,
201214,3364,3388,110930,,,,,
201214,73674,1928,,,,,,
201214,1100,2144,48347,,,,,
201214,98314,110397,246,,,,,
201214,85649,,,,,,,
201214,40352,6166,46920,,,,,
201214,135173,415,291,,,,,
201214,31332,22365,4913,,,,,
201214,158559,342,119793,,,,,
201214,37132,108467,122525,,,,,
400018,33774,12414,23387,,,,,
400018,8174,17656,18373,,,,,
400018,5156,108616,66251,,,,,
400018,227723,47327,135462,,,,,
400018,217224,131064,136771,,,,,
400018,146677,63817,284,,,,,
400018,42757,119324,,,,,,
400018,228184,64228,126562,,,,,
400018,62879,345,1,,,,,
400018,23079,27446,311,,,,,
400018,756,,,,,,,
400018,4449,331,156758,,,,,
400018,136539,40549,,,,,,
400018,36466,218812,155296,,,,,
400018,125565,1874,19610,,,,,
400018,125315,29,11564,,,,,
400018,13195,11960,17165,,,,,
400018,6233,21379,1473,43851,5480,,,
400018,72029,93180,56067,,,,,
400018,84525,,,,,,,
400018,8508,40444,250,,,,,
400018,10325,18381,,,,,,
400018,4506,1942,169082,,,,,
400018,3234,31518,76109,,,,,
400018,47278,23930,,,,,,
400018,119715,178501,225196,,,,,
400018,6233,192890,1574,,,,,
400018,63,32178,100,,,,,
400018,40338,22256,,,,,,
400018,3594,185900,227422,,,,,
400018,35931,6275,34177,,,,,
400018,2471,15971,7525,,,,,
400018,15870,17289,3740,,,,,
400018,179549,207550,,,,,,
400018,155281,14622,3164,,,,,
400018,33868,198674,13663,,,,,
400018,179804,3451,3019,,,,,
400018,8942,489,1621,,,,,
400018,1436,82,76824,,,,,
400018,48,49061,4028,,,,,
400018,27654,192,21304,,,,,
400018,6071,164256,,,,,,
400018,154912,5264,29806,,,,,
400018,214671,5738,2891,,,,,
400018,211578,4372,,,,,,
400018,91509,28598,42672,,,,,
400018,150528,1942,699,,,,,
400018,128667,183583,101886,,,,,
400018,30,6697,513,,,,,
400018,5318,209883,24715,,,,,
400018,101257,194778,43572,,,,,
100152,483,151525,30,,,,,
100152,158584,326,291,,,,,
100152,59611,88809,3612,,,,,
100152,133372,899,201929,,,,,
100152,3589,755,50469,,,,,
100152,14163,40979,207,,,,,
100152,221082,67785,168255,,,,,
100152,132012,265,222950,,,,,
100152,193133,123957,6390,,,,,
100152,1910,583,795,,,,,
100152,357,12212,1985,,,,,
100152,48,21502,23273,,,,,
100152,7900,205730,,,,,,
100152,3183,54330,51995,,,,,
100152,1167,23559,117000,,,,,
100152,34577,403,2737,,,,,
100152,215196,4944,222471,,,,,
100152,170581,3452,,,,,,
100152,206775,10686,6166,,,,,
100152,26624,2172,29952,,,,,
100152,116400,90447,52773,,,,,
100152,179626,160574,136777,,,,,
100152,81945,505,1275,,,,,
100152,84560,152775,97310,,,,,
100152,21683,9921,35069,,,,,
100152,3906,159625,158624,,,,,
100152,27780,514,53633,,,,,
100152,192815,17531,8059,,,,,
100152,71067,45241,22324,,,,,
100152,221144,5224,15392,,,,,
100152,161407,9570,105026,,,,,
100152,133863,382,11325,,,,,
100152,31174,15990,38649,,,,,
100152,157018,105269,1885,,,,,
100152,342,139439,13891,,,,,
100152,177841,60773,649,,,,,
100152,13659,16048,29272,,,,,
100152,3939,141600,438,,,,,
100152,95186,1830,35683,,,,,
100152,20191,4283,107791,,,,,
100152,13763,4393,,,,,,
100152,32887,107527,1933,,,,,
100152,2086,82729,57926,,,,,
100152,219102,72341,4694,,,,,
100152,76329,23230,,,,,,
100152,15540,15630,1719,,,,,
100152,111554,181550,185793,,,,,
100152,165672,28014,202162,,,,,
100152,94365,5346,189484,,,,,
100152,123445,216746,185332,,,,,
100152,75133,178422,8637,,,,,
100152,166466,155578,19420,,,,,
100152,49671,39797,43141,,,,,
100152,11454,14341,154619,,,,,
100152,227207,214528,12847,,,,,
100152,1651,17545,120852,,,,,
100152,29540,2599,177627,,,,,
100152,2205,205354,,,,,,
100152,143090,164926,,,,,,
100152,56703,1081,224387,,,,,
100152,70,209658,63013,,,,,
100152,133080,186607,41569,,,,,
100152,91389,190224,233,,,,,
100152,28681,65783,2192,,,,,
100152,4701,156112,2935,,,,,
100152,10240,93339,,,,,,
100152,191610,89169,7806,,,,,
100152,86489,165868,1872,,,,,
100152,13285,166738,183127,,,,,
100152,6228,802,55139,,,,,
100152,134447,39055,220962,,,,,
100152,14912,161385,486,,,,,
100152,219589,95454,4999,,,,,
100152,13514,1859,1275,,,,,
100152,6125,18569,9311,,,,,
100152,228479,334,181860,,,,,
100152,5203,43211,745,,,,,
100152,2753,107424,2850,,,,,
100152,68732,284,5127,,,,,
100152,81578,188859,190973,,,,,
100152,799,16496,53400,,,,,
100152,32386,183336,40,,,,,
100152,32386,158517,16479,,,,,
100152,126392,34769,98353,,,,,
100152,740,1647,7246,,,,,
100152,202869,167890,,,,,,
100152,217454,116935,137225,,,,,
100152,201241,133809,13965,,,,,
100152,163429,123671,11520,,,,,
100152,183470,200839,,,,,,
100152,498,14421,4582,,,,,
100152,2093,1192,31058,,,,,
100152,33346,17520,120,,,,,
100152,208466,122937,,,,,,
100152,173521,16576,132254,,,,,
100152,19368,142365,2081,,,,,
100152,226214,10941,679,,,,,
100152,92887,147313,194579,,,,,
100152,134722,15011,3374,,,,,
100152,133244,638,822,,,,,
100152,599,53240,208094,,,,,
100152,167424,57870,50291,,,,,
100152,799,16496,53400,,,,,
100152,38257,18999,977,,,,,
100152,49671,39797,43141,,,,,
100152,6961,2874,77984,,,,,
100152,19466,64,131304,,,,,
100152,13755,2405,4000,,,,,
100152,147149,133138,6287,,,,,
100152,219393,15236,10854,,,,,
100152,331,125400,293,,,,,
100152,5325,42557,880,,,,,
100152,16720,151208,22785,,,,,
100152,188798,146313,219223,,,,,
100152,3667,18351,2294,,,,,
100152,155611,129448,104866,,,,,
100152,710,28728,177002,,,,,
100152,33429,3056,22255,,,,,
100152,6574,210195,491,,,,,
100152,37704,102104,6571,,,,,
100152,5671,1309,39055,,,,,
100152,9342,246,1270,,,,,
100152,112606,106719,16245,,,,,
100152,171735,2399,147,,,,,
100152,161460,374,2196,,,,,
100152,15540,15630,1719,,,,,
100152,11582,27780,3176,,,,,
100152,50628,26903,56149,,,,,
100152,186254,2423,15532,,,,,
100152,135216,9939,45309,,,,,
100152,61762,179152,220216,,,,,
201260,466,8007,86608,,,,,
201260,150627,143,551,,,,,
201260,117844,771,1429,,,,,
201260,217951,203559,,,,,,
201260,114828,5619,2325,,,,,
201260,742,4372,148489,,,,,
201260,9359,954,6640,,,,,
201260,52658,53837,227008,,,,,
201260,143,141804,,,,,,
201260,124426,188864,33536,,,,,
201260,131233,202865,178898,,,,,
201260,40860,184530,99420,,,,,
201260,2664,16302,383,,,,,
201260,5994,2373,1040,,,,,
201260,138933,2236,24165,,,,,
201260,38407,101861,87867,,,,,
201260,160453,3472,39399,,,,,
201260,36954,3846,1257,,,,,
201260,27504,18943,53273,,,,,
201260,27494,52967,182475,,,,,
201260,1,132185,1469,,,,,
201260,71975,4133,,,,,,
201260,29,178699,16857,,,,,
201260,187692,50456,5014,,,,,
201260,70068,155323,209771,,,,,
201260,203314,209399,5768,,,,,
201260,172977,159063,125165,,,,,
201260,34215,1016,1215,,,,,
201260,211051,362,111822,,,,,
201260,213428,124334,,,,,,
201260,32533,185600,44905,,,,,
201260,1596,29138,20856,,,,,
201260,90982,958,125136,,,,,
201260,1919,33831,50240,,,,,
201260,14623,39493,235,,,,,
201260,2887,4650,231,,,,,
201260,1739,891,148776,,,,,
201260,180608,94241,6045,,,,,
201260,49649,96817,8316,,,,,
201260,2857,127008,189718,,,,,
201260,39031,54940,21902,,,,,
201260,20856,99267,2081,,,,,
201260,3976,110273,166640,,,,,
201260,226998,199020,,,,,,
201260,198514,699,148921,,,,,
201260,10554,120259,,,,,,
201260,145,65676,2333,,,,,
201260,86585,198,,,,,,
201260,12122,5618,50462,,,,,
201260,5524,4558,2764,,,,,
201260,9670,17009,43280,,,,,
201260,85,137,1721,,,,,
201260,6468,39,13965,,,,,
201260,3150,12428,192878,,,,,
201260,3051,157303,529,,,,,
201260,10,526,182,,,,,
201260,211,2804,88,,,,,
201260,59592,100720,10378,,,,,
201260,21967,4664,163,,,,,
201260,14450,120603,136456,127825,,,,
201260,1343,46849,597,,,,,
201260,79760,154114,162574,,,,,
201260,118462,44223,70037,,,,,
201260,14597,185979,,,,,,
201260,43740,2219,,,,,,
201260,3353,99204,246,,,,,
201260,130879,205440,40904,,,,,
201260,30445,14231,80449,,,,,
201260,229,4409,547,,,,,
201260,6879,1616,22057,,,,,
201260,225701,,,,,,,
201260,71435,72265,175979,,,,,
201260,46727,13933,88944,,,,,
201260,59518,140260,1392,,,,,
201260,16843,20126,7372,,,,,
201260,75793,139851,14981,,,,,
201260,3647,194187,14163,,,,,
201260,13604,11206,128,,,,,
201260,99424,71284,,,,,,
201260,126970,65585,125520,,,,,
201260,60946,60441,8762,,,,,
201260,30791,48809,597,,,,,
201260,28643,195174,184469,,,,,
201260,5673,18277,84725,,,,,
201260,53646,105036,,,,,,
201260,13066,156,136770,,,,,
201260,31622,284,1398,,,,,
201260,36855,10869,20124,,,,,
201260,342,9279,145063,,,,,
201260,224306,,,,,,,
201260,32217,2508,705,,,,,
201260,226504,150275,6953,,,,,
201260,220119,7261,8404,,,,,
201260,92023,79713,139362,,,,,
201260,49030,1444,2081,,,,,
201260,185196,196073,186641,,,,,
201260,1344,15446,217113,,,,,
201260,35798,35922,93317,,,,,
201260,9186,176153,,,,,,
201260,107018,57581,44753,,,,,
201260,154495,119277,38890,,,,,
201260,134514,35225,822,,,,,
201260,45783,591,76788,,,,,
201260,11412,3856,1528,,,,,
201260,162037,68800,13896,,,,,
201260,43338,190874,4924,,,,,
201260,174727,156934,,,,,,
201260,56294,,,,,,,
201260,11190,112425,,,,,,
201260,45587,189243,205593,,,,,
201260,120558,171815,101,,,,,
201260,514,181154,66600,,,,,
201260,27630,236,2528,,,,,
201260,167029,211290,100041,,,,,
201260,60946,60441,8762,,,,,
201260,152945,15034,114972,,,,,
201260,208,37572,114,,,,,
201260,163732,961,171525,,,,,
201260,732,87176,26410,,,,,
201260,56399,210307,265,,,,,
201260,111017,58790,2320,,,,,
201260,136,140878,118553,,,,,
201260,20424,180786,10997,,,,,
201260,133763,222520,,,,,,
201260,1810,8206,,,,,,
201260,25550,13764,302,,,,,
201260,5649,13819,174217,,,,,
201260,142259,25131,140,,,,,
201260,186148,85599,50389,,,,,
201260,54940,2370,21902,,,,,
201260,168163,155526,112691,,,,,
201260,46738,8242,7598,,,,,
201260,549,,,,,,,
201260,849,96218,14658,,,,,
201260,8519,185804,108126,,,,,
201260,5264,32267,20434,,,,,
201260,24958,24664,2379,,,,,
201260,21646,97966,78532,,,,,
201260,72821,35624,195958,,,,,
201260,15661,39543,49866,,,,,
201260,32571,217585,115225,,,,,
201260,268,8004,186926,,,,,
201260,109660,42698,129012,,,,,
201260,147952,171370,28278,,,,,
201260,1769,16094,810,,,,,
201260,1208,129739,26308,,,,,
201260,50587,190895,56338,,,,,
201260,227953,29132,506,,,,,
201260,58652,48578,13077,,,,,
201260,28319,1834,6298,,,,,
201260,12068,1122,321,,,,,
201260,132161,914,8336,,,,,
201260,35667,24173,219708,,,,,
201260,1227,,,,,,,
201260,165060,180090,143111,,,,,
201260,7808,3557,208764,,,,,
201260,16098,228779,10075,,,,,
201260,180715,90702,109373,,,,,
100063,1862,16039,17885,,,,,
100063,101,29,416,,,,,
100063,130766,157812,57326,,,,,
100063,54380,163359,35836,,,,,
100063,1862,93501,179006,,,,,
100063,38455,32564,218195,,,,,
100063,46156,26613,101,,,,,
100063,159900,9150,284,,,,,
100081,203508,28715,161423,,,,,
100081,150364,2484,561,,,,,
100081,81119,16975,8716,,,,,
100081,932,656,15664,,,,,
100081,127669,452,2306,,,,,
100081,1023,,,,,,,
